formula,Tc
La2.85Pr0.15Ni2O7,45
Sm0.95La0.05O0.85F0.15Fe1As1,57.3
Li0.9N0.5H1.5Fe2Se2 ,44
Sr2Cu1O3.3,95
Y1Sr2Cu2.75Mo0.25O7.54,84
Ca1.94Na0.06Cu1O2Cl2,0
Al2O3,0
Mn1,0
Co1,0
Ni1,0
Na1,0
K1,0
Cu0.9Sn0.1,0
Cu0.7Zn0.3,0
