formula,Tc,type
Ba1.72Cd7.06Cu1.39O1.31Y0.61,92.0,original
Ba1.72Cu1.39Nd4.84O1.26,92.0,original
Ba1.72Cu1.39O1.21Sc0.19Y1.92,92.0,original
Ba1.51Cu1.39O1.26Y2.04,92.0,original
Ba1.72Cu1.39H1.83O1.29Y2.04,92.0,original
Ba1.72Cu1.39O1.31Y2.04,92.0,original
Ba1.72Cu1.39Dy10.45O1.31,92.0,original
Ba1.72Cu1.39O1.31Y2.04,92.0,original
Ba1.72Cu1.39O1.26Y2.04,92.0,original
Ba1.72Cu1.39O1.31Y2.04,92.0,original
Ba1.72Cu1.38O1.31Y2.04,92.0,original
Ba1.72Cu1.39O1.3Y2.04,92.0,original
Ba1.67Cu2.02O1.59Y1.68,92.0,original
Ba1.72Cu1.39O1.31Y2.04,92.0,original
Ba1.72Cu1.39O1.28Y2.04,92.0,original
Ba1.78Cu0.15Hg6.66O0.49,92.0,original
Ba1.72Cu1.39O1.28Y2.04,92.0,original
Ba1.72Cu1.39O1.31Y2.04,92.0,original
Ba1.61Cu1.39K0.41O1.28Y2.04,92.0,original
Ba1.72Cu1.39O1.31Y2.04,92.0,original
Ba1.72Cu1.39O1.3Y1.92,92.0,original
Ba1.72Cu1.39O1.3Y1.92,92.0,original
Ba1.71Cu2.02O1.59Y1.95,92.0,original
Ba1.72Cu1.39O1.31Y2.04,92.0,original
Ba1.72Cu1.39Ho10.97O1.28,92.0,original
Ba1.72Cu1.39O1.29Y2.04,92.0,original
Ba1.72Cu1.39O1.28Y2.04,92.0,original
Ba1.72Cu1.39O1.3Y1.92,92.0,original
Ba1.72Cu1.39Er7.65O1.3,92.0,original
Ba1.72Cu1.39Er7.65O1.3,92.0,original
Ba1.72Cu1.39Nd4.84O1.29,92.0,original
Ba1.72Cu1.39O1.3Y1.98,92.0,original
Ba1.72Cu1.39O1.28Y2.04,92.0,original
Ba1.72Cu1.39Ho10.97O1.31,92.0,original
Ba1.72Cu1.33O1.31Y2.04,92.0,original
Ba1.72Cu1.3O1.33Re0.17Y2.04,92.0,original
Bi3.16Cu0.76O1.59Sr4.98,92.0,original
Ba1.72Cu1.37O1.31Y2.04,92.0,original
Ba1.72Cu1.39O1.26Y2.04,92.0,original
Ba1.72Cu1.39O1.31Y2.04,92.0,original
Ba1.72Cu1.36O1.29Y2.04,92.0,original
Ba1.72Cu1.39O1.31Y2.04,92.0,original
Ba1.72Cu1.39O1.31Y2.04,92.0,original
Ba1.72Cu1.39O1.31Y2.04,92.0,original
Ba1.72Cu1.39O1.28Y2.04,92.0,original
Ba1.72Cu1.39O1.19Sc0.44Y1.8,92.0,original
Ba1.72Cu1.39H3.25O1.29Y2.04,92.0,original
Ba1.72Cu1.39Dy9.92O1.28,92.0,original
Ba1.72Cu1.39O1.29Y2.04,92.0,original
Ba1.72Cu1.39O1.31Y2.04,92.0,original
Ba1.72Cu1.39O1.3Y2.04,92.0,original
Ba1.72Cu1.39O1.3Y2.04,92.0,original
Ba1.72Cu1.39O1.29Y2.04,92.0,original
Ba1.72Cu1.39O1.29Y0.13Yb7.91,92.0,original
Ba1.72Cu1.39O1.31Y2.04,92.0,original
Ba1.72Cu1.39O1.34Y2.04,92.0,original
Ba1.72Cu1.39Ho10.97O1.31,92.0,original
Ba1.72Cu1.39O1.3Y2.04,92.0,original
Ba1.72Cs0.99Cu1.39O1.16Y1.8,92.0,original
Ba1.72Cu1.39O1.3Y2.04,92.0,original
Ba1.61Cu1.39O1.21Y2.28,92.0,original
Ba1.72Cu1.39H1.1O1.29Y2.04,92.0,original
Ba1.72Cu1.39O1.31Y2.04,92.0,original
Ba1.72Cu1.39O1.26Y2.04,92.0,original
Ba1.72Cu1.36O1.28Y2.04,92.0,original
Ba1.72Cu1.37O1.31Y2.04,92.0,original
Bi3.16Ca0.8Cu0.76O1.66Sr3.22Yb1.91,92.0,original
Ba1.72Cu1.39O1.31Y2.04,92.0,original
Ba1.72Cu1.39O1.3Y2.04,92.0,original
Ba1.72Cu1.39O1.3Y2.04,92.0,original
Ba1.72Cu1.39O1.31Y2.04,92.0,original
Ba1.72Cu1.39O1.31Y2.04,92.0,original
Ba1.72Cu1.39O1.31Y2.04,92.0,original
Ba1.72Cu1.39O1.28Sm6.8,92.0,original
Ba1.72Cu1.39Er7.65O1.31,92.0,original
Bi3.16Ca1.05Cu0.76Lu0.58O1.67Sr2.87,92.0,original
Ba1.72Cu1.33O1.28Y1.8,92.0,original
Ba1.72Cu1.39Er7.06O1.31,92.0,original
Ba1.72Cu1.39O1.26Y2.04,92.0,original
Ba1.72Cu1.39H0.91O1.29Y2.04,92.0,original
Ba1.72Cu1.39O1.29Y0.61Yb5.91,92.0,original
Ba1.51Cu1.39Nd4.84O1.3,92.0,original
Ba1.72Cu1.39O1.31Y2.04,92.0,original
Ba1.4Cu1.39O1.18Rb1.65Y2.04,92.0,original
Ba1.72Cu1.39Dy10.45O1.31,92.0,original
Ba1.72Cu1.39O1.24Y2.04,91.0,original
Ba1.72Cu1.36O1.29Y2.04,91.0,original
Ba1.72Cu1.39O1.28Y2.04,91.0,original
Ba1.72Cu1.39O1.27Y2.04,91.0,original
Ba1.72Cu1.39O1.31Y2.04,91.0,original
Ba1.72Cu1.39O1.28Y2.04,91.0,original
Ba1.72Cu1.39O1.27Y2.04,91.0,original
Ba1.72Cu1.39O1.31Y2.04,91.0,original
Ba1.72Cu1.39O1.31Y2.04,91.0,original
Ba1.72Cu1.39O1.31Y2.04,91.0,original
Ba1.72Cu1.39O1.29Y2.04,91.0,original
Ba1.72Cu1.39O1.3Y2.04,91.0,original
Ba1.72Cu2.02O1.59Y1.8,91.0,original
Ba1.72Cu1.39O1.31Y2.04,91.0,original
Ba1.72Cu1.39O1.31Y2.04,91.0,original
Ba1.72Cu1.39O1.29Y2.04,91.0,original
Bi3.16Ca1.05Cu0.76O1.65Sr3.22,91.0,original
Bi3.16Ca1.05Cu0.76O1.62Sr3.22,91.0,original
Ba1.72Cu1.39O1.28Y2.04,91.0,original
Ba1.72Cu1.39O1.3Y2.04,91.0,original
Ba1.72Cu1.39O1.31Y2.04,91.0,original
Cu0.13Sr1.46,91.0,original
Ba1.72Cu1.39F1.19O1.23Y2.04,91.0,original
Ba1.72Cu1.39F1.4O1.23Y2.04,91.0,original
Ba1.72Cu1.39F1.87O1.23Y2.04,91.0,original
Ba1.72Cu0.13Hg7.24O0.5,91.0,original
Ba1.72Ca1.05Cu1.39Ni2.3O1.28Y2.04,91.0,original
Ba1.72Cu1.39O1.27Sm6.8,91.0,original
Bi3.16Ca1.05Cu0.76O1.66Sr3.22,91.0,original
Ba1.72Cu1.39Nd4.84O1.31,91.0,original
Ba1.72Cu1.39O1.31Tm6.55,91.0,original
Ba1.72Cu1.39O1.3Y2.04,91.0,original
Ba1.72Cu1.39Gd8.95O1.3,91.0,original
Ba1.72Cu1.39O1.31Y2.04,91.0,original
Ba1.72Cu1.39F0.41O1.31Y2.04,91.0,original
Ba1.72Cu1.39F0.93O1.31Y2.04,91.0,original
Ba1.72Ca1.42Cu0.76O1.57Tl7.28,91.0,original
Ba1.72Cu1.39O1.31Tb1.35Y1.8,91.0,original
Ba1.72Cu1.39O1.31Tb4.41Y1.28,91.0,original
Ba1.72Cu0.13Hg7.24O0.55,91.0,original
Ba1.72Cu1.36O1.38Y2.04,91.0,original
Ba1.72Cu0.13O1.03Tl8.96,91.0,original
Ba1.72Cu1.39Dy10.45O1.31,91.0,original
Ba1.72Cu0.13Hg5.77Mn2.79O0.53,91.0,original
Ba1.61Cu1.39O1.31Y2.04,91.0,original
Ba1.72Cu1.39O1.29Y2.04,91.0,original
Ba1.72Cu1.39Er7.65O1.29,91.0,original
Ba1.72Cu1.33O1.34Y2.04,91.0,original
Ba1.72Cu1.3O1.36Re0.17Y2.04,91.0,original
Ba1.72Cu1.39O1.3Y2.04,91.0,original
Ba1.72Cu1.39O1.33Y2.02,91.0,original
Ba1.72Cu1.39O1.3Y1.8,91.0,original
Bi2.15Ca1.05Cu0.76O1.59Pb1.83Sr3.22,91.0,original
Na0.14O0.2W5.25,91.0,original
Na0.14O0.2W5.25,91.0,original
Ba1.72Ca3.54Cu2.02F7.21O1.76,91.0,original
Ba1.72Ca3.54Cu2.02F7.21O1.76,91.0,original
Ba1.72Cu1.39H0.44O1.29Y2.04,91.0,original
Ba1.72Cu1.39O1.27Y2.04,91.0,original
Bi3.16Ca0.8Cu0.76Gd1.7O1.67Sr3.22,91.0,original
Bi3.16Ca0.8Cu0.76Eu1.27O1.66Sr3.22,91.0,original
Ba1.72Cu1.39O1.3Y2.04,91.0,original
Ba1.72Cu1.39Er7.65O1.3,91.0,original
Ba1.72Cu0.13Hg7.24O0.5,91.0,original
Ba1.72Cu1.39Gd8.95O1.31,91.0,original
Ba1.72Cu1.37O1.31Y2.04,91.0,original
Ba1.72Cu1.39O1.31Y2.04,91.0,original
Ba1.72Cu1.39O1.29Y2.04,91.0,original
Ba1.72Cu1.39O1.28Y2.04,91.0,original
Ba1.72Ca0.92Cu0.76Nd0.35O1.31Tl4.41,91.0,original
Bi3.16Ca0.8Cu0.76Dy2.02O1.66Sr3.22,91.0,original
Ba1.72Cu1.39Lu3.29O1.31,91.0,original
Ba1.72Cu1.39O1.28Y2.04,91.0,original
Ba1.72Cu1.39Gd8.95O1.3,91.0,original
Ba1.72Cu1.39O1.3Y2.04,91.0,original
Ba1.72Cu1.39O1.3Sm6.8,91.0,original
Ba1.72Cu1.39O1.31Y2.04,91.0,original
Ba1.72Cu1.38O1.31Y2.04,91.0,original
Ba1.72Cu1.39O1.31Y2.04,91.0,original
Ba1.72Cu1.39O1.31Sm6.8,91.0,original
Ba1.72Cu1.39O1.3Y2.04,91.0,original
Ba1.78Cu0.15Hg6.66O0.49,91.0,original
Ba1.72Cu1.39O1.28Y2.04,91.0,original
Ba1.72Cu1.36O1.31Y2.04,91.0,original
Ba1.68Cu1.39O1.26Y2.14,91.0,original
Ba1.72Cu1.39O1.28Y2.04,91.0,original
Ba1.72Cu1.39O1.31Y2.04,91.0,original
Bi3.16Ca1.05Cu0.76O1.65Sr3.22,91.0,original
Ba1.72Cu1.39O1.28Y2.04,91.0,original
Ba1.51Cu1.39O1.19Rb1.07Y2.04,91.0,original
Ba1.72Cu1.39F4.2Y2.04,91.0,original
Ba1.72Cu1.39O1.31Y2.04,91.0,original
Ba1.51Cu1.39O1.26Y2.04,91.0,original
Ba1.72Cu1.39O1.31Y2.04,91.0,original
Ba1.72Cu1.39O1.31Y2.04,91.0,original
Ba1.72Cu1.3O1.28Y1.68,91.0,original
Ba1.72Cu1.39O1.29Y2.04,91.0,original
Ba1.72Cu1.38O1.29Y2.04,91.0,original
Ba1.72Cu1.39O1.31Y2.04,91.0,original
Ba1.72Cu1.39O1.3Y2.04,91.0,original
Ba1.72Cu1.39Nd4.84O1.06,91.0,original
Ba1.72Cu1.39O1.31Y2.04,91.0,original
Ba1.72Cu1.39O1.29Y2.04,91.0,original
Ba1.72Cu0.13Hg6.51O0.57,91.0,original
Ba1.72Cu2.02O1.31Y2.04,91.0,original
Bi3.16Ca0.8Cu0.76Eu1.27O1.66Sr3.22,91.0,original
Bi3.16Ca1.05Cu0.76O1.66Sr2.87Y0.13,91.0,original
Ba1.72Cu1.39O1.27Sm6.8,91.0,original
Ba1.72Cs1.52Cu1.39O1.17Y1.68,91.0,original
Ba1.51Cu1.39O1.45Y2.04,91.0,original
Ba1.51Cu1.39O1.53Y2.04,91.0,original
Ba1.72Cu1.39O1.31Tm7.72,91.0,original
Ba1.72Cu1.39O1.29Tm7.72,91.0,original
Ba1.61Cu1.39O1.31Y2.04,91.0,original
Ba1.72Cu1.39F8.52O0.94Y2.04,91.0,original
Ba1.72Cu1.39O1.31Y2.04,91.0,original
Ba1.72Cu1.39O1.28Y2.04,91.0,original
Ba1.72Cu1.39O1.31Y2.04,91.0,original
Ba1.72Cu1.39O1.31Y2.04,91.0,original
Ba1.72Cu1.38O1.27Y2.04,91.0,original
Ba1.72Cu1.39O1.31Y2.04,91.0,original
Bi3.16Ca1.05Cu0.76O1.67Sr3.22,91.0,original
Ba1.72Cu1.39O1.31Y2.04,91.0,original
Ba1.72Cu1.39O1.31Y2.04,91.0,original
Ba1.72Cu1.39O1.3Y2.04,91.0,original
Ba1.72Cu1.39K0.69O1.17Y1.68,91.0,original
Bi3.16Ca1.05Cu0.76O1.66Sr2.87Yb1.91,91.0,original
Ba1.72Cu1.35O1.31Y2.04,91.0,original
Ba1.72Cu1.39O1.29Y2.04,91.0,original
Ba1.72Cu1.39O1.31Y2.04,91.0,original
Ba1.72Cu1.39O1.31Y2.04,90.0,original
Ba1.72Cu1.39O1.03S0.95Y2.04,90.0,original
Ba1.72Cu1.39O1.31Y2.04,90.0,original
Ba1.72Cu1.39O1.35Y2.04,90.0,original
Ba3.77Cu3.28O3.25Y4.44,90.0,original
Ag0.57Ba1.72Cu1.3O1.31Y2.04,90.0,original
Ba1.72Cu1.39O1.31Y2.04,90.0,original
Ba1.72Cu1.33O1.39Y2.04,90.0,original
Ba1.72Cu1.39O1.31Y2.04,90.0,original
Bi3.16Ca1.05Cu0.76O1.59Sr3.22,90.0,original
Ba1.72Ca1.05Cu0.76O1.59Tl8.96,90.0,original
Ba1.72Cu2.02O1.59Y1.68,90.0,original
Ba1.72Cu2.02O1.59Y1.56,90.0,original
Ba1.72Ca0.18Cu2.02O1.59Y1.32,90.0,original
Bi3.16Ca0.92Cu0.76O1.66Sr3.22,90.0,original
Ba1.72Cu1.39O1.31Y2.04,90.0,original
Ba1.72Cu1.39O1.31Y2.04,90.0,original
Bi3.16Ca1.05Cu0.76O1.59Sr3.22,90.0,original
Ba1.72Cu1.39Gd8.95O1.31,90.0,original
Ba1.72Cu1.39O1.3Y2.04,90.0,original
Bi3.16Ca1.05Cu0.76O1.62Sr3.22,90.0,original
Ba1.72Cu1.39O1.31Y2.04,90.0,original
Ba1.72Cu1.39O1.3Sm6.8,90.0,original
Ba1.72Cu1.39Gd8.95O1.3,90.0,original
Ba1.72Cu1.39Eu6.81O1.32,90.0,original
Ba1.72Cu1.39O1.31Tm7.72,90.0,original
Ba1.75Cu1.42Er7.65O1.31,90.0,original
Ba1.72Cu1.39O1.31Y2.04,90.0,original
Ba1.72Cu1.39Gd8.95O1.31,90.0,original
Ba1.72Cu1.39Er7.65O1.31,90.0,original
Ca0.68Cu0.76Hg2.09Nd1.34O1.2Pb2.16Sr3.22,90.0,original
Ba1.72Cu1.2In0.42O1.28Y2.04,90.0,original
Ba1.72Cu1.39O1.28Y2.04,90.0,original
Ba1.72Cu1.39Er7.65O1.29,90.0,original
Ba1.72Cu0.13Hg5.77O0.56V0.1,90.0,original
Ba1.72Cu1.39O1.31Pr0.75,90.0,original
Ca2.17Cu1.39Ge0.23O1.95Sr3.22,90.0,original
Ca1.05Cu0.76O1.31Sr3.22,90.0,original
Ca1.05Cu0.76La0.4O1.31Sr2.34Tl4.41,90.0,original
Ba1.72Cu1.36Er7.65O1.24,90.0,original
Ba1.72Cu1.39O1.3Y2.04,90.0,original
Ba1.72Cu1.39O1.29Y2.04,90.0,original
Ba1.72Cu1.39Dy10.45O1.03,90.0,original
Ba1.72Cu1.39Nd4.84O1.3,90.0,original
Ba1.72Ca4.78Cu2.65Hg7.24O3.27Tl4.41,90.0,original
Ba1.72Cu1.39O1.31Y2.04,90.0,original
Ba1.72Cu1.39O1.29Sm6.8,90.0,original
Ba1.72Cu1.39Dy10.45O1.27,90.0,original
Ba1.72Cu1.39O1.28Sm6.8,90.0,original
Ba1.72Cu1.39Dy10.45O1.22,90.0,original
Ba1.72Cu1.39O1.26Sm6.8,90.0,original
Ba1.72Cu1.39Dy10.45O1.25,90.0,original
Ba1.72Cu1.39O1.29Y2.04,90.0,original
Ba1.72Cu1.39O1.31Y2.04,90.0,original
Ba1.72Cu0.13F5.12Hg7.24O0.48,90.0,original
Ba1.67Cu1.39O1.31Y2.04,90.0,original
Ba1.67Cu1.36O1.31Y2.04,90.0,original
Ba1.72Cu1.39O1.06Y2.04,0.0,synthetic
Ba1.72Cu1.39O1.3Y2.04,90.0,original
Ba1.72Cu1.39O1.29Y2.04,90.0,original
Ba1.72Cu1.39O1.27Y2.04,90.0,original
Bi3.16Ca1.05Cu0.76O1.66Sr3.22,90.0,original
Bi3.16Ca1.05Cu0.76O1.66Sr3.22,90.0,original
Ba1.72Cu1.33O1.33Y2.04,90.0,original
Ba1.72Cu1.3O1.35Re0.17Y2.04,90.0,original
Ba1.72Cu1.39O1.31Y2.04,90.0,original
Ba1.72Cu1.39O1.27Sm6.8,90.0,original
Ba0.64Ca1.05Cu1.27La1.11O1.31P0.29,90.0,original
Ba1.72Ca2.29Cu1.39F10.35O1.03,90.0,original
B1.62Lu3.29Ru2.65,10.0,original
B1.62Lu3.29Ru2.65,10.0,original
B1.62Lu3.29Ru2.65,10.0,original
C0.24I20.53Y4.44,10.0,original
C0.24I20.53Y4.44,10.0,original
C0.24I20.53Y4.44,10.0,original
Hf5.89V1.53Zr1.39,10.0,original
Ba0.64Bi0.21Hg2.46O0.2Pb1.18,10.0,original
Cu0.13La2.35O0.48,10.0,original
Hf6.89V1.53Zr,10.0,original
B1.97Nb1.1,10.0,original
B2.33Nb1.1,10.0,original
B2.51Nb1.1,10.0,original
As14.67Ca12.24Fe11.54Pt1.75,10.0,original
Cu0.13La1.83Nd1.84O0.48,10.0,original
Cu0.13La2.18O0.48Sr0.15,10.0,original
In1.68La3.98,10.0,original
Fe1.02Se0.48,10.0,original
Hf8.88V1.53,10.0,original
W5.25,10.0,original
B1.62Ni3.3Pd1.12Y2.04,10.0,original
Ta4.17W,10.0,original
Ce0.83Cu0.13Nd8.99O0.48,10.0,original
Hf2.9V1.53Zr2.54,10.0,original
P1.59,10.0,original
Hf5.89V1.53Zr1.39,10.0,original
Ga1.1V2.12Zr0.84,10.0,original
Nb0.47Zr1.58,10.0,original
Nb0.47Ta1.22Zr0.81,10.0,original
Al0.98Nb3.63,10.0,original
Nb0.85Ta0.96,10.0,original
Al0.19V0.46,10.0,original
Lu3.29Tc24.69,10.0,original
Fe1.02Se0.54,10.0,original
Mo1.1Re4.4,10.0,original
Cu0.13La2.23O0.48,10.0,original
Hf0.41Mo1.03,10.0,original
B3.4Rh7.17Tm7.72,10.0,original
As0.4Co0.32Fe0.89P0.47Pr0.75,10.0,original
Fe1.02Se0.51,10.0,original
Hf1.4Nb0.91,10.0,original
Rh0.44Zr2.43,10.0,original
Co0.13Ga0.18Nb0.78,10.0,original
C0.24I20.53Y4.44,10.0,original
Fe1.02Se0.47,10.0,original
As0.65F0.46Fe1.02La1.11,10.0,original
In1.68La3.98,10.0,original
Hf8.88Ta0.42V1.53,10.0,original
B1.62Ho6.55Lu1.25Ni4.79,10.0,original
As1.47Co0.96Eu2.24Fe1.99Sr0.86,10.0,original
As0.65Fe1.02Na3.91,10.0,original
La0.84P22.25Rh7.17,10.0,original
Cu0.13La2.4O0.48,10.0,original
Ba1.72Cu1.39Nd3.84O1.24Pr0.13,10.0,original
Cu0.13La1.76Nd1.84O0.48,10.0,original
K5.32O1.03Os6.17,10.0,original
Cu0.13Ho0.36La2.13O0.48Sr0.14,10.0,original
Be21.75Re1.43,10.0,original
Ga4.56Mo1.1,10.0,original
Mo3.59Re1.43,10.0,original
Re1.06Ta0.96,10.0,original
Nb0.47Sn0.11V0.14,10.0,original
Nb0.59Ti1.59,10.0,original
Ir3.36Nb3.63,10.0,original
Sn0.42V2.32,10.0,original
Nb2.37Sn0.78V0.73,10.0,original
Al2.03Mo3.59,10.0,original
Nb1.1,10.0,original
Ir0.58Nb0.59,10.0,original
N5.82Zr3.7,10.0,original
Nb0.59Ti1.59,10.0,original
Nb2.37Sn0.78V0.73,10.0,original
Al2.03Mo3.59,10.0,original
Nb0.41Ti0.62Zr1.27,10.0,original
Nb0.47Zr1.71,10.0,original
B1.62Co0.32Ni4.54Y2.04,10.0,original
Nb1.1,10.0,original
Nb0.15Ta3.9,10.0,original
Eu8.2Mo7.34S8.78,10.0,original
B3.4Rh7.17Tm7.72,10.0,original
B1.9Nb1.1,10.0,original
Al0.16V0.54,10.0,original
Mo0.6Re0.47,10.0,original
Ir0.6Nb0.58,10.0,original
B3.4Rh7.17Tm7.72,10.0,original
Os12.44Si4.28Y9.22,10.0,original
As0.65Ce5.81Co0.32F0.41Fe0.89,10.0,original
Ga47.26Mo9.84,10.0,original
B1.62Lu3.29Ru2.65,10.0,original
Ga47.26Mo9.84,10.0,original
Bi3.16Eu13.73F20.82S4.3Sr1.46,10.0,original
B3.4Rh7.17Tm7.72,10.0,original
As0.65Fe0.96Li7.24,10.0,original
As14.67Ca12.24Fe11.26Pt12.01,10.0,original
B1.62Nb0.89,10.0,original
Hf8.58V1.53Zr0.35,10.0,original
Be0.91,10.0,original
In1.68La3.98,10.0,original
B1.62Dy2.02Ni4.79Tm6.16,10.0,original
K5.32O1.03Os6.17,10.0,original
Hf7.89V1.53Zr0.62,10.0,original
B1.62Gd1.07Lu2.85Ni4.79,10.0,original
Nb1.1,10.0,original
Cu0.13La2.36O0.48,10.0,original
Cu0.13La2.12O0.48,10.0,original
Ga0.19V0.57,10.0,original
Be0.79Pb0.34,10.0,original
Nb0.78Ti0.51Zr0.23,10.0,original
Re0.84W2.06,10.0,original
Tc74.15Zr3.7,10.0,original
Re1.16,10.0,original
Tc74.15Zr3.7,10.0,original
Si0.11Sn0.25V2.32,10.0,original
Ta5.24,10.0,original
Nb0.34Ti1.55Zr0.64,10.0,original
Ga0.12Nb0.85,10.0,original
Nb0.34Ta3.1,10.0,original
Al0.17V0.44,10.0,original
Ir0.55Nb0.61,10.0,original
Nb0.47Zr1.77,10.0,original
In1.68La3.98,10.0,original
Ga0.13V0.61,10.0,original
Ga47.26Mo9.84,10.0,original
Fe0.64Mn4.21Se0.45,10.0,original
Fe0.89Te1.75,10.0,original
Fe1.02H3.58La1.11Si0.25,10.0,original
Hf9.88V1.53,10.0,original
Be0.88,10.0,original
As0.65F0.46Fe1.02La1.11,10.0,original
Be21.75Re1.43,10.0,original
Se0.54,10.0,original
V0.53Zr0.65,10.0,original
K5.32O1.03Os6.17,10.0,original
V0.56Zr0.69,10.0,original
B3.4Er3.31Rh7.17Y0.99,10.0,original
K5.32O1.03Os6.17,10.0,original
Be0.88,10.0,original
K5.32O1.03Os6.17,10.0,original
Bi1.64S0.95Sb1.02Te4.87,10.0,original
Nb0.97Ti0.29,10.0,original
Ce0.71Cu0.13Nd9.09O0.48,10.0,original
Ba1.13Ca0.18Cu1.39La1.47O1.3,10.0,original
Cu0.12La2.23O0.48,10.0,original
Ce0.71Cu0.13Gd9.85O0.47Sm5.07,10.0,original
Cu0.13La2.37O0.48,10.0,original
Li7.97O0.48Ti8.09,10.0,original
K5.32O1.03Os6.17,10.0,original
K5.32O1.03Os6.17,10.0,original
K5.32O1.03Os6.17,10.0,original
C0.17La1.11,10.0,original
Rh0.19Zr3.04,10.0,original
Nb3.63Pt2.24,10.0,original
C10.41Cs9.75Na7.87,10.0,original
Br8.84C0.24I12.3Y4.44,10.0,original
Hf0.9Nb0.97,10.0,original
Nb3.63Pt2.24,10.0,original
Zr3.39,10.0,original
K5.32O1.03Os6.17,10.0,original
K5.32O1.03Os6.17,10.0,original
As1.47Fe2.07Ni0.26Sr1.46,10.0,original
B3.4Rh7.17Tm7.72,10.0,original
As1.47Ba0.64Fe2.17,10.0,original
As0.65Fe0.89Sm6.8,10.0,original
Fe1.02Te2.12,10.0,original
Ir0.89Rh0.53Se1.15,10.0,original
As0.65Fe1.02Na3.91,10.0,original
Fe1.02Se0.52,10.0,original
V0.52Zr0.63,10.0,original
As0.65Fe1.02Na3.91,10.0,original
Fe1.02Se0.52,10.0,original
Cd1.13In1.5La3.98,10.0,original
Be21.75Re1.43,10.0,original
Cd1.13In1.5La3.98,10.0,original
In1.68La3.98,10.0,original
Hf7.89Ta0.96V1.53,10.0,original
In1.68La3.98,10.0,original
K5.32O1.03Os6.17,10.0,original
As1.47Ba0.1Fe2.17K2.59Mn1.37,10.0,original
Hf0.41Nb1.04,10.0,original
Fe1.02Se0.54,10.0,original
Cu0.12La2.23O0.48,10.0,original
Ba0.64Bi0.12O0.2Pb2.48,10.0,original
Ba0.64Bi0.12O0.2Pb2.48,10.0,original
Cu0.13La2.38O0.48,10.0,original
Cu0.13La2.49O0.48,10.0,original
Ce0.71Cu0.13O0.48Pr1.12Y0.54,10.0,original
Ce0.71Cu0.13O0.48Pr1.12Y0.54,10.0,original
Ce0.71Cu0.13Gd8.27O0.48Pr0.69,10.0,original
Ce0.71Cu0.11Nd9.09O0.48,10.0,original
K5.32O1.03Os6.17,10.0,original
K5.32O1.03Os6.17,10.0,original
Be0.89,10.0,original
Zr1.46,10.0,original
Ga2.26Mo1.1,10.0,original
Hf4.89Nb0.47,10.0,original
Ir0.41Mo0.35Re0.39,10.0,original
Rh0.13Zr3.16,10.0,original
Au5.34Nb3.63Rh0.42,10.0,original
Be9.65,10.0,original
Mo1.1Ru2.65,10.0,original
B1.62Co0.32Ni4.54Y2.04,10.0,original
B1.62Co0.32Ni4.54Y2.04,10.0,original
B1.62Er7.65Ni4.79,10.0,original
B1.62Ta5.24,10.0,original
Hf9.88P3.64Ru11.04,10.0,original
Be0.89,10.0,original
Ga0.64V2.32,10.0,original
Au5.34Nb3.63Rh0.42,10.0,original
B1.62Nb1.1,10.0,original
B1.62Er7.65Ni4.69,10.0,original
B3.4Er4.01Rh7.17Y0.77,10.0,original
As1.47Co0.66Fe2.08Sr1.46,10.0,original
Bi3.16Te7.36,10.0,original
Bi1.47F3.02La1.11S2.07,10.0,original
P1.78,10.0,original
Fe1.01Se0.11Te1.63,10.0,original
Ge0.73Ti8.52,10.0,original
Hf9.38Ta0.15V1.53,10.0,original
Hf8.88Ta0.42V1.53,10.0,original
Hf1.9Nb0.85,10.0,original
Nb1.1,10.0,original
In1.68La3.98,10.0,original
Nb0.47Zr1.77,10.0,original
Hf1.2V1.53Zr3.2,10.0,original
Be21.75Re1.36W0.2,10.0,original
Be0.91,10.0,original
Be21.75Re1.36W0.2,10.0,original
In1.68La3.98,10.0,original
Nb0.28Zr2.35,10.0,original
Fe1.02Se0.54,10.0,original
Mo0.13Re1.09,10.0,original
Al0.24In1.14La3.98,10.0,original
Nb1.04,10.0,original
Ta2.03W3.12,10.0,original
As1.47Co0.77Fe1.94Sr1.46Zn0.13,10.0,original
Cu0.11La2.33O0.48,10.0,original
C10.41Cs7.85Na7.87Rb1.36,10.0,original
Li8.12O0.48Ti8,10.0,original
Nb0.53Ti1.81,10.0,original
Re1.28,10.0,original
Ga0.32Si0.14V2.32,10.0,original
Al0.11Nb0.69,10.0,original
La0.89Mo7.34Se4.83,10.0,original
Ga0.12Nb0.85,10.0,original
Nb0.59Ta2.03,10.0,original
C10.41Cs7.85Na7.87Rb1.36,10.0,original
C10.41Cs7.85Na7.87Rb1.36,10.0,original
B3.4Ru1.53Th12.33Y2.04,10.0,original
Ga0.15V0.56,10.0,original
Ga0.2V0.48,10.0,original
Nb1.1,10.0,original
Au7.67Ga46.11Mo9.84,10.0,original
Nb0.59Ta2.03,10.0,original
K5.32O1.03Os6.17,10.0,original
Nb1.1,10.0,original
,10.0,original
Re4.4W5.25,10.0,original
Fe1.02Se0.54,10.0,original
Mo1.1S2.07,10.0,original
As1.47Fe2.3La1.11,10.0,original
Fe1.02Se0.47,10.0,original
Nb0.21,10.0,original
Cu0.13La2.26O0.48,10.0,original
C0.14Y1.8,10.0,original
Bi0.12C0.4Y3.96,10.0,original
Cu0.13La1.86Nd1.84O0.48,10.0,original
Hf9.88V1.53,10.0,original
Be21.75Re1.43,10.0,original
