elements,formula,Predicted_Tc
Ga-In-Sn,Ga0.377In0.398Sn0.225,6.330273889
Bi-Sn,Bi0.925Sn0.075,6.305463333
In-Sn-Cu,In0.402Sn0.487Cu0.111,6.294758333
In-Sn-Sb,In0.418Sn0.495Sb0.087,6.276202222
Bi-In-Sn,Bi0.081In0.655Sn0.264,6.264706111
In-Sn-Sb,In0.505Sn0.352Sb0.143,6.257871111
Bi-In-Sn,Bi0.741In0.016Sn0.243,6.252120556
Bi-Sn-Sb,Bi0.858Sn0.117Sb0.025,6.246268056
Sn-Cu,Sn0.831Cu0.169,6.239181111
In-Sn-Sb,In0.699Sn0.241Sb0.060,6.238569722
In-Sn-Zn,In0.563Sn0.280Zn0.157,6.230184889
Bi-In-Sn,Bi0.114In0.433Sn0.453,6.228903611
Bi-Sn,Bi0.982Sn0.018,6.227303056
Bi-In-Sn,Bi0.097In0.417Sn0.486,6.220656944
Bi,Bi1.000,6.205
Bi-In-Sn,Bi0.223In0.477Sn0.300,6.203954444
In-Sn-Zn,In0.408Sn0.578Zn0.014,6.198207778
In-Sn-Zn,In0.402Sn0.558Zn0.040,6.195761111
Bi-In-Sn,Bi0.045In0.723Sn0.232,6.191674167
In-Sn-Cu,In0.369Sn0.549Cu0.082,6.174804444
In-Sn-Zn,In0.416Sn0.468Zn0.116,6.171674889
Bi-Ag,Bi0.994Ag0.006,6.169266667
Bi-In,Bi0.983In0.017,6.169108611
Bi-In,Bi0.981In0.019,6.161455833
Ga-Bi,Ga0.246Bi0.754,6.157688654
Sn-Cu,Sn0.912Cu0.088,6.156143284
Sn-Sb-Cu,Sn0.817Sb0.042Cu0.141,6.153365556
Ga-Bi,Ga0.172Bi0.828,6.144393419
Bi-In,Bi0.865In0.135,6.139921389
Bi-In,Bi0.848In0.152,6.139524167
Ga-Bi,Ga0.136Bi0.864,6.135163291
Ga-Bi-In,Ga0.176Bi0.770In0.054,6.133643483
Ga-Bi,Ga0.192Bi0.808,6.109055214
Ga-Bi,Ga0.121Bi0.879,6.102578013
Ga-Bi,Ga0.033Bi0.967,6.09344047
In-Sn-Cu,In0.242Sn0.668Cu0.090,6.087387222
In-Sn-Zn,In0.563Sn0.263Zn0.174,6.068462111
Bi-In,Bi0.892In0.108,6.068340833
Bi-Sn,Bi0.398Sn0.602,6.063715556
In-Sn-Cu,In0.546Sn0.350Cu0.104,6.060875
Ga-Bi,Ga0.111Bi0.889,6.055429402
Sn-Cu,Sn0.915Cu0.085,6.052324755
Bi-In,Bi0.908In0.092,6.047191111
Bi-Sn,Bi0.389Sn0.611,6.045834444
Bi-In,Bi0.904In0.096,6.039732778
In-Sn-Cu,In0.387Sn0.456Cu0.157,6.031455556
Bi-Sn,Bi0.387Sn0.613,6.031178889
Bi-In-Ag,Bi0.971In0.007Ag0.022,6.030015278
Ga-Bi,Ga0.069Bi0.931,6.016013654
In-Sn-Cu,In0.515Sn0.345Cu0.140,6.007433333
In-Sn-Cu,In0.151Sn0.678Cu0.171,6.007121111
Sn-Cu,Sn0.916Cu0.084,6.006538366
Bi-In,Bi0.764In0.236,5.962960833
Bi-Cu,Bi0.979Cu0.021,5.958655556
Sn-Cu,Sn0.767Cu0.233,5.954758611
In-Sn-Sb,In0.367Sn0.628Sb0.005,5.941443333
Bi-In-Cu,Bi0.826In0.151Cu0.023,5.931751944
Ga-Bi-Sn,Ga0.437Bi0.373Sn0.190,5.928913376
Bi-In,Bi0.760In0.240,5.928903056
Ga-Bi-Zn,Ga0.057Bi0.883Zn0.060,5.928850321
Bi-Sn-Cu,Bi0.148Sn0.698Cu0.154,5.925965
Ga-Bi-Sn,Ga0.429Bi0.378Sn0.193,5.922445812
Bi-Sn-Cu,Bi0.142Sn0.696Cu0.162,5.921525
Bi-Sn-Zn,Bi0.701Sn0.259Zn0.040,5.920865556
In-Sn-Sb,In0.597Sn0.204Sb0.199,5.914720833
Sn-Cu,Sn0.761Cu0.239,5.9136975
Bi-Sn-Ag,Bi0.707Sn0.173Ag0.120,5.909529444
Ga-Bi,Ga0.300Bi0.700,5.903780299
Ga-Bi,Ga0.303Bi0.697,5.900080299
Ga-Sb,Ga0.803Sb0.197,5.894959338
Ga-Sn,Ga0.864Sn0.136,5.884301026
In-Sn-Zn,In0.349Sn0.547Zn0.104,5.882800722
Bi-Zn,Bi0.943Zn0.057,5.8746125
Bi-In,Bi0.724In0.276,5.870640833
Ga-Sb,Ga0.814Sb0.186,5.854740534
Bi-Sn-Ag,Bi0.364Sn0.608Ag0.028,5.853023889
Bi-In-Zn,Bi0.723In0.265Zn0.012,5.836411389
Ga-Sb,Ga0.826Sb0.174,5.823835684
In-Sn-Cu,In0.628Sn0.229Cu0.143,5.8147875
In-Sn-Cu,In0.150Sn0.626Cu0.224,5.809951667
Ga-Sn-Cu,Ga0.139Sn0.717Cu0.144,5.809575748
Ga-Sn-Cu,Ga0.059Sn0.750Cu0.191,5.806350064
Ga-Bi-Sb,Ga0.087Bi0.893Sb0.020,5.79276844
Ga-Sn,Ga0.894Sn0.106,5.792362906
Ga-Sn,Ga0.895Sn0.105,5.789762906
Ga-Bi-Sn,Ga0.199Bi0.223Sn0.578,5.784322393
Ga-Bi-Sn,Ga0.381Bi0.375Sn0.244,5.773697778
Ga-Sn,Ga0.797Sn0.203,5.769465833
Ga-Bi-In,Ga0.229Bi0.240In0.531,5.765158462
Ga-Sn-Sb,Ga0.793Sn0.202Sb0.005,5.759448141
Ga-Bi-Sn,Ga0.355Bi0.365Sn0.280,5.757908333
Ga-Bi-In,Ga0.019Bi0.634In0.347,5.751457073
Ga-Sn-Cu,Ga0.219Sn0.663Cu0.118,5.750541282
In-Sn-Cu,In0.578Sn0.247Cu0.175,5.737778333
Bi-Cu,Bi0.965Cu0.035,5.736955556
Sn-Sb-Cu,Sn0.721Sb0.080Cu0.199,5.733043611
Ga-Bi-Sn,Ga0.358Bi0.369Sn0.273,5.729449444
Ga-Bi-Sn,Ga0.247Bi0.184Sn0.569,5.72313938
Ga-Bi-In,Ga0.222Bi0.332In0.446,5.718161325
Ga-Bi-In,Ga0.278Bi0.122In0.600,5.716822607
Ga-Bi-Ag,Ga0.372Bi0.612Ag0.016,5.713748953
Bi-Zn,Bi0.917Zn0.083,5.7121325
Bi-Sn-Zn,Bi0.868Sn0.026Zn0.106,5.709989722
Ga-Bi-Sn,Ga0.347Bi0.413Sn0.240,5.709483547
Ga-Sn,Ga0.918Sn0.082,5.709054316
Sn-Cu,Sn0.681Cu0.319,5.707522222
Sn-Cu,Sn0.938Cu0.062,5.701319085
Bi-Ag,Bi0.933Ag0.067,5.6943375
Bi-Zn,Bi0.914Zn0.086,5.692154722
Sn-Sb-Cu,Sn0.705Sb0.124Cu0.171,5.691780556
Ga-Zn,Ga0.929Zn0.071,5.690477329
Ga-Zn,Ga0.826Zn0.174,5.690418949
Ga-Sn,Ga0.921Sn0.079,5.689669167
In-Sn-Sb,In0.393Sn0.419Sb0.188,5.689451667
Ga-Bi-In,Ga0.173Bi0.234In0.593,5.688930299
In-Sn-Sb,In0.329Sn0.595Sb0.076,5.686100833
Ga-Sb,Ga0.871Sb0.129,5.681121731
Bi-Sn-Cu,Bi0.094Sn0.657Cu0.249,5.677243889
Bi-In-Zn,Bi0.637In0.334Zn0.029,5.676879167
Ga-Bi-In,Ga0.305Bi0.388In0.307,5.676647201
Ga-Bi-In,Ga0.182Bi0.407In0.411,5.671777308
Bi-Ag,Bi0.926Ag0.074,5.670443056
Sn-Cu,Sn0.939Cu0.061,5.668574722
Ga-Bi-In,Ga0.330Bi0.330In0.340,5.667456774
Ga-Bi-Sn,Ga0.349Bi0.346Sn0.305,5.656477009
Ga-Zn,Ga0.904Zn0.096,5.65522156
Bi-Ag,Bi0.921Ag0.079,5.647920833
Ga-Sn-Cu,Ga0.806Sn0.136Cu0.058,5.647316389
Sn-Ag-Cu,Sn0.700Ag0.064Cu0.236,5.645376944
Ga-Bi-In,Ga0.218Bi0.301In0.481,5.643299786
In-Sn-Ag,In0.337Sn0.559Ag0.104,5.636126944
Bi-In-Zn,Bi0.639In0.309Zn0.052,5.6291475
Bi-In-Cu,Bi0.956In0.005Cu0.039,5.625682222
Bi-In-Cu,Bi0.667In0.318Cu0.015,5.625534444
Ga-Bi-Sn,Ga0.380Bi0.447Sn0.173,5.601421709
Ga-Bi-Zn,Ga0.137Bi0.742Zn0.121,5.587065171
Ga-Sn,Ga0.942Sn0.058,5.571245406
Ga-Bi-Zn,Ga0.179Bi0.691Zn0.130,5.570663205
Bi-Ag,Bi0.913Ag0.087,5.564929167
Ga-Sn-Sb,Ga0.907Sn0.017Sb0.076,5.558887393
Ga-Bi-Zn,Ga0.053Bi0.814Zn0.133,5.554545876
Ga-Bi-Zn,Ga0.190Bi0.623Zn0.187,5.546299252
Bi-Ag,Bi0.909Ag0.091,5.527040278
Bi-Cu,Bi0.956Cu0.044,5.523270833
Ga-In,Ga0.859In0.141,5.502929658
Bi-In-Sb,Bi0.690In0.282Sb0.028,5.498693611
In-Sn-Ag,In0.464Sn0.376Ag0.160,5.497104722
Ga-Bi-Ag,Ga0.199Bi0.699Ag0.102,5.496409786
Ga-Sn,Ga0.966Sn0.034,5.495651923
Ga-Bi-Cu,Ga0.325Bi0.656Cu0.019,5.495274188
Ga-Sb,Ga0.925Sb0.075,5.492173205
Bi-Ag,Bi0.901Ag0.099,5.458259722
Bi-In-Cu,Bi0.812In0.132Cu0.056,5.443828333
Ga-Zn,Ga0.972Zn0.028,5.435683419
Ga-Sb,Ga0.945Sb0.055,5.434007564
Ga-Bi-Cu,Ga0.087Bi0.863Cu0.050,5.433219209
Ga-Zn,Ga0.775Zn0.225,5.421194111
In-Sn-Sb,In0.293Sn0.595Sb0.112,5.415076944
Ga-Sn,Ga0.975Sn0.025,5.400327137
Ga-Zn,Ga0.974Zn0.026,5.39893265
Bi-Sn-Zn,Bi0.647Sn0.169Zn0.184,5.394546667
Ga-In,Ga0.937In0.063,5.380690043
Ga-In-Zn,Ga0.415In0.404Zn0.181,5.375785893
Sn-Zn-Cu,Sn0.563Zn0.099Cu0.338,5.375094444
Ga-Sb,Ga0.968Sb0.032,5.368816282
Ga-Sb,Ga0.961Sb0.039,5.364505171
Ga-Bi-Sb,Ga0.273Bi0.607Sb0.120,5.364395427
Ga-In-Zn,Ga0.389In0.590Zn0.021,5.363912999
Ga-Sb,Ga0.967Sb0.033,5.359874487
Ga-Sn-Cu,Ga0.414Sn0.510Cu0.076,5.358358098
Bi-Sn-Sb,Bi0.603Sn0.233Sb0.164,5.338616667
Ga-Bi-Sb,Ga0.210Bi0.679Sb0.111,5.335600641
Ga-Sn,Ga0.990Sn0.010,5.333997927
Ga-In-Zn,Ga0.749In0.092Zn0.159,5.316546278
Ga-In-Zn,Ga0.380In0.408Zn0.212,5.31281935
Ga-In,Ga0.399In0.601,5.309016182
Ga-In-Sb,Ga0.254In0.725Sb0.021,5.308508533
Bi-Zn-Sb,Bi0.932Zn0.014Sb0.054,5.301849722
Sn-Zn-Cu,Sn0.570Zn0.065Cu0.365,5.299082778
Ga-In-Zn,Ga0.402In0.377Zn0.221,5.285293303
Ga-In-Zn,Ga0.412In0.496Zn0.092,5.283468162
Ga-In-Zn,Ga0.246In0.536Zn0.218,5.283293303
Ga-In-Ag,Ga0.894In0.058Ag0.048,5.282888996
Bi-Sn-Cu,Bi0.021Sn0.617Cu0.362,5.280940278
Ga-In,Ga0.243In0.757,5.280330477
Ga-In,Ga0.246In0.754,5.274338811
In-Sn-Ag,In0.394Sn0.437Ag0.169,5.266536389
In-Sn-Ag,In0.286Sn0.674Ag0.040,5.252647778
Ga-In,Ga0.387In0.613,5.25260646
Ga-Bi-Zn,Ga0.743Bi0.082Zn0.175,5.248537944
Ga-In-Zn,Ga0.252In0.404Zn0.344,5.247033662
Ga-In-Ag,Ga0.342In0.581Ag0.077,5.240396823
Ga-In-Ag,Ga0.414In0.488Ag0.098,5.23751891
Ga-Zn-Sb,Ga0.730Zn0.095Sb0.175,5.230410214
Bi-Sn-Zn,Bi0.611Sn0.165Zn0.224,5.228055556
Ga-Sb,Ga0.999Sb0.001,5.226020769
Ga,Ga1.000,5.224769231
Bi-Ag,Bi0.856Ag0.144,5.214554167
Ga-In-Ag,Ga0.395In0.547Ag0.058,5.210742821
Bi-Cu,Bi0.918Cu0.082,5.210741667
Bi-Ag-Sb,Bi0.854Ag0.125Sb0.021,5.206761389
Ga-In-Zn,Ga0.288In0.374Zn0.338,5.195380521
Ga-In,Ga0.428In0.572,5.193265114
Ga-In,Ga0.380In0.620,5.189423896
Ga-In,Ga0.380In0.620,5.189423896
Sn-Zn-Cu,Sn0.549Zn0.204Cu0.247,5.186917111
Bi-Sn-Sb,Bi0.890Sn0.007Sb0.103,5.183750833
Bi-Cu,Bi0.909Cu0.091,5.171708333
Ga-Zn,Ga0.747Zn0.253,5.171067658
Ga-In-Zn,Ga0.344In0.391Zn0.265,5.163934667
Bi-Sn-Sb,Bi0.131Sn0.811Sb0.058,5.160802778
Sn-Zn-Cu,Sn0.540Zn0.180Cu0.280,5.154533778
Sn-Ag-Cu,Sn0.631Ag0.168Cu0.201,5.14745
Ga-Sn-Zn,Ga0.710Sn0.173Zn0.117,5.146334782
Bi-In-Ag,Bi0.580In0.351Ag0.069,5.144305833
Ga-In,Ga0.762In0.238,5.14415438
Bi-Sn-Sb,Bi0.289Sn0.548Sb0.163,5.144081389
Bi-Sb,Bi0.936Sb0.064,5.132743056
Ga-Ag,Ga0.917Ag0.083,5.130611197
Ga-In-Ag,Ga0.281In0.530Ag0.189,5.129997051
Bi-Ag-Sb,Bi0.880Ag0.060Sb0.060,5.128421389
Ga-Bi-Zn,Ga0.074Bi0.735Zn0.191,5.122604701
Ga-In-Sb,Ga0.193In0.603Sb0.204,5.117427593
Sn-Ag-Cu,Sn0.627Ag0.203Cu0.170,5.11351
Bi-Sb,Bi0.898Sb0.102,5.113326389
Ga-Bi-Zn,Ga0.371Bi0.363Zn0.266,5.104235577
Ga-Ag,Ga0.878Ag0.122,5.102073697
Bi-Sn-Cu,Bi0.344Sn0.486Cu0.170,5.101962222
Ga-Sn-Cu,Ga0.347Sn0.473Cu0.180,5.099491389
Bi-Ag-Sb,Bi0.854Ag0.024Sb0.122,5.097559722
Bi-Sb,Bi0.865Sb0.135,5.092418056
Ga-In-Ag,Ga0.451In0.438Ag0.111,5.086993974
Sn-Ag-Cu,Sn0.627Ag0.213Cu0.160,5.085771111
Ga-Sn-Cu,Ga0.408Sn0.447Cu0.145,5.084726517
Bi-Sn-Cu,Bi0.311Sn0.489Cu0.200,5.079663333
Bi-In-Sb,Bi0.679In0.260Sb0.061,5.07751
Ga-In-Sb,Ga0.449In0.519Sb0.032,5.076649808
Ga-Bi-Zn,Ga0.310Bi0.407Zn0.283,5.076214124
Bi-Cu,Bi0.882Cu0.118,5.071138889
Bi-Cu,Bi0.882Cu0.118,5.071138889
Sn-Sb-Cu,Sn0.598Sb0.005Cu0.397,5.070742778
Ga-Sn-Cu,Ga0.168Sn0.532Cu0.300,5.06749109
Bi-In-Sb,Bi0.781In0.102Sb0.117,5.065243611
Ga-In-Ag,Ga0.463In0.477Ag0.060,5.064174103
Ga-Bi-Zn,Ga0.005Bi0.780Zn0.215,5.060205833
Sn-Sb-Cu,Sn0.589Sb0.258Cu0.153,5.056190833
Bi-In-Zn,Bi0.108In0.859Zn0.033,5.0559175
Ga-In-Sb,Ga0.343In0.538Sb0.119,5.043659722
Ga-Zn-Sb,Ga0.701Zn0.227Sb0.072,5.042334004
Ga-In-Ag,Ga0.477In0.424Ag0.099,5.042217842
Bi-Sn-Cu,Bi0.367Sn0.484Cu0.149,5.036278333
Ga-In-Cu,Ga0.223In0.770Cu0.007,5.027717785
Ga-Sn-Cu,Ga0.251Sn0.481Cu0.268,5.026250919
Ga-Sn-Zn,Ga0.402Sn0.558Zn0.040,5.024992137
Bi-Sn-Sb,Bi0.344Sn0.516Sb0.140,5.0219675
Bi-Cu,Bi0.868Cu0.132,5.015355
Bi-Sn-Cu,Bi0.225Sn0.493Cu0.282,5.013093333
Bi-Sb,Bi0.823Sb0.177,5.006422222
Bi-Sb,Bi0.824Sb0.176,5.006422222
Bi-Sn-Cu,Bi0.182Sn0.495Cu0.323,5.004473889
Ga-In-Cu,Ga0.474In0.462Cu0.064,5.00222609
Ga-Bi-Ag,Ga0.398Bi0.341Ag0.261,5.00199812
Ga-In-Ag,Ga0.410In0.383Ag0.207,4.993240662
Ga-Cu,Ga0.938Cu0.062,4.992880491
Bi-Sn-Cu,Bi0.048Sn0.559Cu0.393,4.9923025
Ga-Bi-Ag,Ga0.301Bi0.413Ag0.286,4.989871261
Sn-Zn-Cu,Sn0.505Zn0.144Cu0.351,4.989310444
Ga-Ag,Ga0.851Ag0.149,4.987949658
Ga-Bi-Ag,Ga0.440Bi0.397Ag0.163,4.982480684
In-Sn-Ag,In0.279Sn0.544Ag0.177,4.981382222
Ga-Cu,Ga0.937Cu0.063,4.980582927
Bi-In-Sb,Bi0.518In0.481Sb0.001,4.978046667
Ga-In-Cu,Ga0.400In0.570Cu0.030,4.977841417
Ga-Bi-Cu,Ga0.260Bi0.614Cu0.126,4.977058932
Ga-Sn-Cu,Ga0.239Sn0.473Cu0.288,4.97282391
Ga-In-Ag,Ga0.237In0.488Ag0.275,4.970974637
Ga-Bi-Ag,Ga0.079Bi0.764Ag0.157,4.969175598
Bi-Sn-Ag,Bi0.408Sn0.522Ag0.070,4.967826111
Sn-Ag-Cu,Sn0.572Ag0.135Cu0.293,4.967104444
Bi-Zn,Bi0.768Zn0.232,4.964378056
Bi-In-Zn,Bi0.537In0.445Zn0.018,4.956620556
Ga-Sn-Ag,Ga0.298Sn0.649Ag0.053,4.955948333
Ga-In-Cu,Ga0.212In0.785Cu0.003,4.952903369
Ga-Bi-Ag,Ga0.370Bi0.438Ag0.192,4.949832222
Ga-Sn-Sb,Ga0.406Sn0.549Sb0.045,4.948252543
Bi-In-Zn,Bi0.407In0.551Zn0.042,4.947741667
Ga-Sn-Ag,Ga0.672Sn0.297Ag0.031,4.947581987
Bi-Cu,Bi0.838Cu0.162,4.946720278
Ga-Sb-Cu,Ga0.869Sb0.089Cu0.042,4.942728504
Ga-Zn,Ga0.727Zn0.273,4.939402803
Ga-Bi-Ag,Ga0.458Bi0.454Ag0.088,4.93846109
Bi-In-Ag,Bi0.193In0.759Ag0.048,4.938417778
Bi-In-Ag,Bi0.464In0.480Ag0.056,4.935358333
Bi-In-Sb,Bi0.607In0.252Sb0.141,4.933671944
Bi-In-Ag,Bi0.154In0.789Ag0.057,4.931709722
Bi-In-Sb,Bi0.375In0.563Sb0.062,4.929678333
Ga-In-Sb,Ga0.486In0.453Sb0.061,4.925125171
Ga-In-Sb,Ga0.511In0.459Sb0.030,4.919094701
Ga-Sn-Zn,Ga0.704Sn0.032Zn0.264,4.914962915
Bi-In-Sb,Bi0.221In0.725Sb0.054,4.911355
Ga-Sn-Sb,Ga0.377Sn0.492Sb0.131,4.910911966
Ga-In-Sb,Ga0.703In0.231Sb0.066,4.909210427
Ga-Sn-Ag,Ga0.297Sn0.652Ag0.051,4.907994167
Bi-In-Ag,Bi0.461In0.490Ag0.049,4.906345833
Ga-Sn-Zn,Ga0.357Sn0.515Zn0.128,4.904241748
Ga-Sn-Zn,Ga0.218Sn0.598Zn0.184,4.901609846
Bi-Zn-Cu,Bi0.804Zn0.038Cu0.158,4.901433333
Ga-Bi-Sb,Ga0.109Bi0.726Sb0.165,4.895595748
Ga-Bi-Ag,Ga0.474Bi0.465Ag0.061,4.894977201
Bi-Zn-Ag,Bi0.780Zn0.039Ag0.181,4.891605833
Ga-Bi-Ag,Ga0.245Bi0.402Ag0.353,4.890410962
Ga-Sn-Zn,Ga0.434Sn0.199Zn0.367,4.890386808
Sn-Ag-Cu,Sn0.555Ag0.147Cu0.298,4.890358889
Bi-Ag,Bi0.796Ag0.204,4.889565278
Bi-Sn-Ag,Bi0.241Sn0.569Ag0.190,4.889096111
Bi-In-Ag,Bi0.316In0.681Ag0.003,4.881545
Ga-In-Cu,Ga0.472In0.505Cu0.023,4.866887457
Ga-In-Sb,Ga0.682In0.186Sb0.132,4.862266368
In-Sn-Ag,In0.378Sn0.395Ag0.227,4.861950833
Ga-Sn-Ag,Ga0.481Sn0.514Ag0.005,4.856327585
Bi-In-Sb,Bi0.277In0.685Sb0.038,4.852649444
Ga-Ag,Ga0.842Ag0.158,4.840424658
Ga-Sn-Zn,Ga0.464Sn0.196Zn0.340,4.839346936
Ga-Sn-Sb,Ga0.434Sn0.465Sb0.101,4.838558739
Ga-Sn-Ag,Ga0.571Sn0.406Ag0.023,4.831955897
Ga-In-Sb,Ga0.674In0.188Sb0.138,4.827717009
Ga-Sn-Zn,Ga0.592Sn0.136Zn0.272,4.827510222
Ga-Zn,Ga0.717Zn0.283,4.826800474
Ga-Sn-Sb,Ga0.569Sn0.395Sb0.036,4.82535812
Bi-In-Sb,Bi0.707In0.113Sb0.180,4.822053889
Bi-In-Sb,Bi0.228In0.678Sb0.094,4.818983611
Ga-In-Cu,Ga0.512In0.469Cu0.019,4.818620064
Ga-Bi-Sb,Ga0.570Bi0.409Sb0.021,4.816590107
Ga-Ag,Ga0.836Ag0.164,4.815266624
Ga-Zn-Cu,Ga0.841Zn0.085Cu0.074,4.812355085
Bi-Ag-Sb,Bi0.786Ag0.196Sb0.018,4.807583611
Bi-In-Zn,Bi0.372In0.548Zn0.080,4.806550556
Ga-Sn-Sb,Ga0.501Sn0.428Sb0.071,4.805131346
Ga-Sn-Sb,Ga0.633Sn0.153Sb0.214,4.804656944
Ga-Bi-Sb,Ga0.480Bi0.444Sb0.076,4.802076987
Ga-Bi-Sb,Ga0.404Bi0.405Sb0.191,4.801052073
Ga-Sn-Zn,Ga0.422Sn0.376Zn0.202,4.800032282
Ga-In-Sb,Ga0.136In0.726Sb0.138,4.798437999
Ga-Bi-Cu,Ga0.257Bi0.586Cu0.157,4.793590043
Ga-Sn-Zn,Ga0.521Sn0.322Zn0.157,4.784501769
Ga-Sn-Sb,Ga0.429Sn0.442Sb0.129,4.783170427
Bi-Zn-Cu,Bi0.801Zn0.094Cu0.105,4.780068056
Sn-Zn-Cu,Sn0.540Zn0.345Cu0.115,4.778459056
Ga-Sn-Ag,Ga0.599Sn0.350Ag0.051,4.770091432
Bi-Sn-Sb,Bi0.379Sn0.476Sb0.145,4.767559444
Bi-Sn-Sb,Bi0.394Sn0.427Sb0.179,4.764518333
Ga-Sn-Ag,Ga0.456Sn0.418Ag0.126,4.764339829
Ga-Bi-Sb,Ga0.497Bi0.358Sb0.145,4.756102158
Bi-In-Zn,Bi0.261In0.690Zn0.049,4.752598333
In-Sn-Ag,In0.390Sn0.367Ag0.243,4.749916944
Ga-Sn-Sb,Ga0.188Sn0.565Sb0.247,4.741556389
Ga-Bi-Sb,Ga0.103Bi0.701Sb0.196,4.737770064
Ga-Bi-Sb,Ga0.460Bi0.514Sb0.026,4.716327479
Ga-In-Cu,Ga0.434In0.482Cu0.084,4.708971517
Ga-Zn,Ga0.684Zn0.316,4.704850859
Bi-Zn,Bi0.746Zn0.254,4.703373889
Bi-Zn,Bi0.746Zn0.254,4.703373889
Bi-Sn-Zn,Bi0.384Sn0.506Zn0.110,4.700891111
Ga-Zn-Ag,Ga0.419Zn0.339Ag0.242,4.693504145
Ga-Sn-Ag,Ga0.402Sn0.412Ag0.186,4.690419295
Bi-Sb,Bi0.774Sb0.226,4.687244444
Ga-Sn-Ag,Ga0.565Sn0.362Ag0.073,4.68608688
Bi-In-Ag,Bi0.230In0.644Ag0.126,4.677434722
Bi-Ag-Sb,Bi0.753Ag0.033Sb0.214,4.674057222
Bi-In-Ag,Bi0.493In0.426Ag0.081,4.672104167
Ga-Zn-Ag,Ga0.442Zn0.332Ag0.226,4.670524209
Bi-In-Zn,Bi0.087In0.789Zn0.124,4.670459722
Ga-Zn-Ag,Ga0.428Zn0.477Ag0.095,4.669705705
Bi-In-Ag,Bi0.183In0.683Ag0.134,4.664585
Sn-Zn-Cu,Sn0.464Zn0.092Cu0.444,4.663701667
Bi-Zn-Cu,Bi0.710Zn0.227Cu0.063,4.662940833
Ga-Sn-Ag,Ga0.219Sn0.551Ag0.230,4.652333013
Bi-Sn-Sb,Bi0.329Sn0.398Sb0.273,4.647497778
Ga-Ag,Ga0.769Ag0.231,4.644838205
Ga-Zn-Ag,Ga0.661Zn0.330Ag0.009,4.642257564
Ga-Zn-Ag,Ga0.457Zn0.318Ag0.225,4.642089765
Bi-Sn-Zn,Bi0.090Sn0.667Zn0.243,4.636247389
Ga-Zn-Ag,Ga0.713Zn0.065Ag0.222,4.630045833
Bi-Zn,Bi0.741Zn0.259,4.618578889
Ga-Zn-Ag,Ga0.390Zn0.461Ag0.149,4.598157329
Ga-Zn-Ag,Ga0.580Zn0.275Ag0.145,4.596879338
Ga-Ag,Ga0.761Ag0.239,4.593587051
Bi-Sn-Sb,Bi0.411Sn0.207Sb0.382,4.592922778
Bi-Sn-Zn,Bi0.397Sn0.349Zn0.254,4.592812222
Bi-Zn,Bi0.735Zn0.265,4.590748333
Bi-In-Zn,Bi0.074In0.778Zn0.148,4.589248611
In-Ag,In0.885Ag0.115,4.588625
Ga-Zn-Ag,Ga0.384Zn0.468Ag0.148,4.588473996
Bi-Sn-Ag,Bi0.680Sn0.022Ag0.298,4.585126944
Bi-Sn-Zn,Bi0.414Sn0.408Zn0.178,4.581863889
