elements,formula,Predicted_Tc
Bi-Ag-Sb,Bi0.832Ag0.163Sb0.005,5.053437778
Bi-In-Ag,Bi0.765In0.086Ag0.149,5.05171
Ga-Bi-Ag,Ga0.439Bi0.437Ag0.124,5.050873184
Sn-Sb-Cu,Sn0.583Sb0.257Cu0.160,5.0424825
Ga-Sn-Ag,Ga0.764Sn0.082Ag0.154,5.040568547
Sn-Sb-Cu,Sn0.580Sb0.248Cu0.172,5.038368611
Ga-Bi-Cu,Ga0.294Bi0.605Cu0.101,5.038169551
Bi-Zn-Sb,Bi0.829Zn0.027Sb0.144,5.036436667
Ga-Zn-Sb,Ga0.704Zn0.233Sb0.063,5.033879816
Ga-In-Cu,Ga0.854In0.112Cu0.034,5.021912778
Ga-Sn-Ag,Ga0.718Sn0.260Ag0.022,5.020770491
Bi-Ag-Cu,Bi0.848Ag0.066Cu0.086,5.017227778
Bi-In-Sb,Bi0.439In0.537Sb0.024,5.014566667
Bi-In-Cu,Bi0.634In0.295Cu0.071,5.014128333
Ga-Zn-Ag,Ga0.850Zn0.003Ag0.147,5.012949658
Bi-In-Ag,Bi0.539In0.460Ag0.001,5.007656667
Bi-Ag-Sb,Bi0.805Ag0.044Sb0.151,5.007542222
Ga-Bi-Cu,Ga0.308Bi0.600Cu0.092,5.005248782
Ga-Sn-Zn,Ga0.706Sn0.057Zn0.237,5.004637509
Ga-Sn-Zn,Ga0.623Sn0.204Zn0.173,4.998150786
Ga-Zn-Sb,Ga0.697Zn0.234Sb0.069,4.99181144
Bi-Zn-Ag,Bi0.775Zn0.146Ag0.079,4.9739275
Ga-Sn-Ag,Ga0.226Sn0.599Ag0.175,4.969418077
Bi-Zn-Ag,Bi0.774Zn0.154Ag0.072,4.964756389
Ga-Sn-Ag,Ga0.276Sn0.634Ag0.090,4.961733333
Bi-In-Cu,Bi0.576In0.393Cu0.031,4.953729444
Bi-In-Cu,Bi0.364In0.627Cu0.009,4.949176944
Ga-In-Cu,Ga0.437In0.545Cu0.018,4.949118996
Ga-Sn-Ag,Ga0.695Sn0.209Ag0.096,4.94896953
Bi-In-Cu,Bi0.649In0.256Cu0.095,4.938225556
Ga-In-Cu,Ga0.343In0.631Cu0.026,4.923650605
Ga-Sn-Ag,Ga0.672Sn0.284Ag0.044,4.912196368
Ga-Sn-Ag,Ga0.433Sn0.541Ag0.026,4.906159615
Sn-Sb-Cu,Sn0.760Sb0.186Cu0.054,4.9048125
Sn-Sb-Cu,Sn0.561Sb0.228Cu0.211,4.903403889
Ga-Bi-Cu,Ga0.229Bi0.634Cu0.137,4.900454573
Ga-In-Cu,Ga0.219In0.753Cu0.028,4.898754409
Ga-Sn-Ag,Ga0.237Sn0.568Ag0.195,4.894182244
Ga-In-Cu,Ga0.252In0.596Cu0.152,4.893215064
Bi-Zn-Ag,Bi0.760Zn0.218Ag0.022,4.8768525
Ga-In-Cu,Ga0.474In0.505Cu0.021,4.868081902
Ga-In-Cu,Ga0.269In0.677Cu0.054,4.867781581
Ga-Bi-Cu,Ga0.605Bi0.392Cu0.003,4.857478825
Bi-Sb-Cu,Bi0.822Sb0.151Cu0.027,4.838706111
Bi-Ag-Cu,Bi0.768Ag0.169Cu0.063,4.816394167
Bi-Zn-Ag,Bi0.752Zn0.155Ag0.093,4.816301667
Bi-Zn-Ag,Bi0.747Zn0.191Ag0.062,4.801198611
Bi-Zn-Sb,Bi0.788Zn0.180Sb0.032,4.796695833
Bi-Ag-Cu,Bi0.799Ag0.024Cu0.177,4.7841175
Ga-Bi-Cu,Ga0.701Bi0.298Cu0.001,4.782565769
Bi-Zn-Sb,Bi0.751Zn0.077Sb0.172,4.774246111
Ga-Zn-Ag,Ga0.702Zn0.279Ag0.019,4.769503162
Ga-Zn-Ag,Ga0.616Zn0.171Ag0.213,4.767565406
Ga-Cu,Ga0.954Cu0.046,4.767349423
Ga-Cu,Ga0.953Cu0.047,4.767349423
Ga-Bi-Cu,Ga0.531Bi0.463Cu0.006,4.764334444
Ga-Zn-Sb,Ga0.642Zn0.244Sb0.114,4.741707872
Ga-Sb-Cu,Ga0.761Sb0.184Cu0.055,4.727490577
Ga-Zn-Ag,Ga0.677Zn0.161Ag0.162,4.724850513
Ga-Zn-Ag,Ga0.409Zn0.461Ag0.130,4.723498355
Ga-Zn-Sb,Ga0.635Zn0.240Sb0.125,4.721899068
Ga-Zn-Ag,Ga0.445Zn0.417Ag0.138,4.720522799
Ga-Zn-Ag,Ga0.417Zn0.371Ag0.212,4.71889344
Ga-Zn-Ag,Ga0.594Zn0.195Ag0.211,4.717371624
Ga-Ag-Sb,Ga0.710Ag0.103Sb0.187,4.716834338
Ga-Zn-Ag,Ga0.416Zn0.377Ag0.207,4.70743344
Bi-Zn-Cu,Bi0.727Zn0.060Cu0.213,4.704601667
Ga-Zn-Sb,Ga0.700Zn0.067Sb0.233,4.699706389
Bi-Zn-Cu,Bi0.741Zn0.044Cu0.215,4.682393333
Bi-Zn-Sb,Bi0.769Zn0.005Sb0.226,4.677961111
Ga-Ag-Cu,Ga0.819Ag0.161Cu0.020,4.659412308
Bi-Zn-Cu,Bi0.747Zn0.069Cu0.184,4.648700278
Ga-Ag-Cu,Ga0.783Ag0.217,4.645673226
Ga-Zn-Sb,Ga0.435Zn0.419Sb0.146,4.617104517
Bi-Zn-Cu,Bi0.715Zn0.051Cu0.234,4.613062778
In-Ag,In0.879Ag0.121,4.607909444
Ga-Zn-Sb,Ga0.650Zn0.347Sb0.003,4.602469641
Bi-Zn-Cu,Bi0.696Zn0.243Cu0.061,4.586746389
Ga-Zn-Sb,Ga0.437Zn0.404Sb0.159,4.579606205
Ga-Zn-Cu,Ga0.545Zn0.397Cu0.058,4.575958936
Ga-Zn-Sb,Ga0.608Zn0.212Sb0.180,4.575134201
In-Ag,In0.875Ag0.125,4.564270278
Ga-Ag-Sb,Ga0.757Ag0.204Sb0.039,4.556325
In-Zn-Ag,In0.841Zn0.053Ag0.106,4.552893241
Ga-Ag-Sb,Ga0.683Ag0.119Sb0.198,4.550620684
Bi-Sb-Cu,Bi0.784Sb0.025Cu0.191,4.544661389
In-Ag,In0.867Ag0.133,4.518047222
In-Ag,In0.895Ag0.105,4.509216019
Bi-Ag-Sb,Bi0.742Ag0.001Sb0.257,4.498423333
Ga-Cu,Ga0.906Cu0.094,4.482472393
Bi-Zn-Ag,Bi0.682Zn0.219Ag0.099,4.481049444
In-Ag,In0.901Ag0.099,4.475747407
Ga-Cu,Ga0.913Cu0.087,4.468179188
Bi-Ag-Sb,Bi0.688Ag0.155Sb0.157,4.46711
Ga-Ag-Cu,Ga0.861Ag0.065Cu0.074,4.466422628
Ga-Zn-Cu,Ga0.743Zn0.165Cu0.092,4.453561726
Bi-Zn-Ag,Bi0.706Zn0.131Ag0.163,4.445545556
Bi-Zn-Ag,Bi0.706Zn0.128Ag0.166,4.417516389
In-Ag-Sb,In0.769Ag0.100Sb0.131,4.408551204
Bi-Zn-Ag,Bi0.698Zn0.127Ag0.175,4.405859722
Ga-Cu,Ga0.895Cu0.105,4.405693547
Ga-Cu,Ga0.895Cu0.105,4.405693547
Bi-Ag-Sb,Bi0.696Ag0.178Sb0.126,4.4030525
In-Ag,In0.909Ag0.091,4.378766481
In-Ag,In0.909Ag0.091,4.378766481
In-Ag,In0.847Ag0.153,4.377603056
Ga-Ag-Sb,Ga0.701Ag0.194Sb0.105,4.371879338
In-Ag-Sb,In0.669Ag0.116Sb0.215,4.365840833
Bi-Zn-Sb,Bi0.703Zn0.036Sb0.261,4.341501667
Ga-Cu,Ga0.886Cu0.114,4.333098162
In-Ag,In0.912Ag0.088,4.328835926
In-Ag-Sb,In0.653Ag0.119Sb0.228,4.327013889
Bi-Zn-Sb,Bi0.696Zn0.163Sb0.141,4.321568333
In-Ag-Sb,In0.656Ag0.126Sb0.218,4.317237778
In-Ag-Sb,In0.658Ag0.129Sb0.213,4.314191944
Bi-Sb-Cu,Bi0.728Sb0.250Cu0.022,4.31281
In-Ag-Sb,In0.649Ag0.124Sb0.227,4.309961389
In-Ag,In0.842Ag0.158,4.306321111
Ga-Ag-Sb,Ga0.728Ag0.265Sb0.007,4.305055107
Ga-Cu,Ga0.876Cu0.124,4.299386581
In-Ag-Cu,In0.841Ag0.159,4.298254444
Bi-Sb-Cu,Bi0.715Sb0.009Cu0.276,4.296481111
Ga-Zn-Cu,Ga0.475Zn0.506Cu0.019,4.294530132
In-Sb,In0.751Sb0.249,4.286818981
In-Ag-Sb,In0.629Ag0.129Sb0.242,4.276292778
In-Sb,In0.754Sb0.246,4.275385093
Bi-Zn-Sb,Bi0.668Zn0.059Sb0.273,4.272694444
In-Sb,In0.756Sb0.244,4.271835093
In-Sb,In0.747Sb0.253,4.269438148
Bi-Ag-Sb,Bi0.639Ag0.180Sb0.181,4.268339722
In-Ag-Sb,In0.809Ag0.065Sb0.126,4.267978333
In-Sb,In0.729Sb0.271,4.264048148
In-Sb,In0.734Sb0.266,4.260356481
In-Sb,In0.759Sb0.241,4.252535093
In-Sb,In0.759Sb0.241,4.252535093
Ga-Zn-Cu,Ga0.471Zn0.515Cu0.014,4.242178419
Ga-Ag-Cu,Ga0.242Ag0.740Cu0.018,4.237732265
In-Ag-Sb,In0.867Ag0.033Sb0.100,4.233070926
In-Sb,In0.765Sb0.235,4.232359537
In-Sb,In0.717Sb0.283,4.230119259
In-Ag-Sb,In0.601Ag0.092Sb0.307,4.223430556
Ga-Zn-Cu,Ga0.443Zn0.460Cu0.097,4.222111081
Bi-Ag-Sb,Bi0.661Ag0.066Sb0.273,4.212715
In-Zn-Sb,In0.789Zn0.044Sb0.167,4.210248889
Ga-Zn-Cu,Ga0.857Zn0.002Cu0.141,4.208992393
Ga-Zn-Cu,Ga0.749Zn0.054Cu0.197,4.207311816
Bi-Zn-Sb,Bi0.691Zn0.272Sb0.037,4.206295556
Bi-Zn-Sb,Bi0.672Zn0.237Sb0.091,4.196863889
Ga-Zn-Cu,Ga0.419Zn0.368Cu0.213,4.192902047
Bi-Zn-Sb,Bi0.635Zn0.237Sb0.128,4.192708611
Ga-Zn-Cu,Ga0.673Zn0.223Cu0.104,4.180320269
In-Zn-Sb,In0.599Zn0.192Sb0.209,4.165569704
In-Zn-Ag,In0.739Zn0.060Ag0.201,4.155158889
In-Zn-Sb,In0.653Zn0.047Sb0.300,4.146683148
In-Zn-Sb,In0.621Zn0.063Sb0.316,4.142841481
Ga-Ag-Cu,Ga0.307Ag0.670Cu0.023,4.141851346
In-Zn-Sb,In0.640Zn0.049Sb0.311,4.138922037
Bi-Ag-Sb,Bi0.599Ag0.137Sb0.264,4.138427222
Ga-Ag-Cu,Ga0.238Ag0.723Cu0.039,4.135200256
Ga-Ag-Cu,Ga0.281Ag0.646Cu0.073,4.123005449
In-Zn-Sb,In0.597Zn0.130Sb0.273,4.11941387
Sn-Zn-Sb,Sn0.604Zn0.193Sb0.203,4.117236
Ga-Ag-Sb,Ga0.619Ag0.248Sb0.133,4.113018504
Sn-Zn-Sb,Sn0.585Zn0.204Sb0.211,4.102792111
Bi-Ag-Cu,Bi0.644Ag0.047Cu0.309,4.102578056
In-Zn-Sb,In0.615Zn0.223Sb0.162,4.096194407
Sn-Zn-Sb,Sn0.586Zn0.233Sb0.181,4.093820722
Ga-Ag-Cu,Ga0.238Ag0.681Cu0.081,4.091960534
In-Zn-Sb,In0.593Zn0.151Sb0.256,4.091803315
In-Zn-Sb,In0.670Zn0.125Sb0.205,4.087344981
In-Zn-Sb,In0.551Zn0.214Sb0.235,4.087235056
Sn-Zn-Sb,Sn0.586Zn0.194Sb0.220,4.0831935
Sn-Zn-Sb,Sn0.645Zn0.086Sb0.269,4.071752222
Ga-Ag-Cu,Ga0.398Ag0.590Cu0.012,4.065154872
Bi-Ag-Cu,Bi0.637Ag0.098Cu0.265,4.061512778
In-Zn-Ag,In0.603Zn0.276Ag0.121,4.058023889
Sn,Sn1.000,4.052470588
Bi-Ag-Cu,Bi0.665Ag0.283Cu0.052,4.048373333
In-Zn-Cu,In0.624Zn0.066Cu0.310,4.04577
In-Zn-Cu,In0.801Zn0.009Cu0.190,4.041171667
In-Zn-Cu,In0.743Zn0.037Cu0.220,4.041026944
In-Cu,In0.933Cu0.067,4.040038704
Sn-Zn-Sb,Sn0.564Zn0.256Sb0.180,4.037497389
Sn-Zn,Sn0.999Zn0.001,4.032835147
In-Sb-Cu,In0.597Sb0.368Cu0.035,4.022918056
In-Zn-Cu,In0.704Zn0.027Cu0.269,4.02044
Ga-Ag-Sb,Ga0.624Ag0.301Sb0.075,4.017854808
In-Ag-Cu,In0.889Ag0.040Cu0.071,4.014980648
Bi-Sb-Cu,Bi0.727Sb0.090Cu0.183,4.0137525
In-Sb-Cu,In0.626Sb0.359Cu0.015,4.012793981
In-Zn-Cu,In0.682Zn0.025Cu0.293,4.011679722
Ga-Ag-Cu,Ga0.633Ag0.305Cu0.062,4.007774979
In-Cu,In0.939Cu0.061,4.00425287
In-Cu,In0.941Cu0.059,3.999907315
Sn-Zn-Ag,Sn0.646Zn0.240Ag0.114,3.998408889
In-Zn-Cu,In0.642Zn0.076Cu0.282,3.992273056
Sn-Zn-Sb,Sn0.673Zn0.053Sb0.274,3.985104444
In-Ag-Cu,In0.919Ag0.045Cu0.036,3.977670278
In-Zn-Ag,In0.703Zn0.080Ag0.217,3.976886111
In-Zn-Ag,In0.705Zn0.074Ag0.221,3.974016944
In-Sb-Cu,In0.640Sb0.310Cu0.050,3.97267
Sn-Zn,Sn0.997Zn0.003,3.972000539
In-Ag-Cu,In0.805Ag0.083Cu0.112,3.967721944
Bi-Sb-Cu,Bi0.673Sb0.057Cu0.270,3.966288056
Sn-Ag-Sb,Sn0.666Ag0.077Sb0.257,3.965867222
Ga-Ag-Sb,Ga0.526Ag0.284Sb0.190,3.965636303
In-Sb-Cu,In0.701Sb0.213Cu0.086,3.964665278
In-Zn-Cu,In0.578Zn0.149Cu0.273,3.962590444
Bi-Sb-Cu,Bi0.650Sb0.330Cu0.020,3.960828333
Ga-Sb-Cu,Ga0.738Sb0.117Cu0.145,3.958827158
In-Sb-Cu,In0.591Sb0.312Cu0.097,3.956815556
Sn-Ag-Sb,Sn0.654Ag0.153Sb0.193,3.953636667
In-Sb-Cu,In0.573Sb0.414Cu0.013,3.953456481
In-Zn,In0.736Zn0.264,3.95087663
In-Sb-Cu,In0.595Sb0.361Cu0.044,3.9467575
Sn-Ag-Sb,Sn0.714Ag0.029Sb0.257,3.937968333
In-Ag-Cu,In0.695Ag0.145Cu0.160,3.937723056
In-Ag-Cu,In0.836Ag0.049Cu0.115,3.935124815
In-Sb-Cu,In0.567Sb0.398Cu0.035,3.933065278
In-Zn,In0.889Zn0.111,3.932259444
In-Zn,In0.749Zn0.251,3.93095413
Sn-Ag-Sb,Sn0.656Ag0.182Sb0.162,3.930735556
Sn-Zn-Sb,Sn0.580Zn0.290Sb0.130,3.929975167
In-Zn,In0.747Zn0.253,3.92987913
In-Zn,In0.748Zn0.252,3.928899963
In-Zn,In0.748Zn0.252,3.928899963
In-Zn,In0.902Zn0.098,3.926640093
In-Ag-Cu,In0.629Ag0.114Cu0.257,3.92652
In-Zn-Cu,In0.571Zn0.152Cu0.277,3.926155444
In-Zn-Cu,In0.593Zn0.064Cu0.343,3.925143889
Sn-Sb,Sn0.756Sb0.244,3.922729722
Sn-Sb,Sn0.759Sb0.241,3.922560278
Sn-Ag-Sb,Sn0.658Ag0.125Sb0.217,3.921120833
Sn-Sb,Sn0.724Sb0.276,3.921053611
Sn-Ag-Sb,Sn0.640Ag0.212Sb0.148,3.920950278
Sn-Sb,Sn0.826Sb0.174,3.919571944
Bi-Sb-Cu,Bi0.680Sb0.207Cu0.113,3.919551667
Sn-Sb,Sn0.719Sb0.281,3.919264722
Sn-Sb,Sn0.719Sb0.281,3.919264722
Sn-Sb,Sn0.818Sb0.182,3.919117778
Sn-Ag-Sb,Sn0.625Ag0.217Sb0.158,3.918309722
Sn-Sb,Sn0.827Sb0.173,3.917938611
Sn-Zn-Sb,Sn0.817Zn0.098Sb0.085,3.917684167
In-Zn,In0.732Zn0.268,3.914560519
Sn-Sb,Sn0.790Sb0.210,3.914189167
Sn-Sb,Sn0.729Sb0.271,3.912143056
Sn-Zn-Sb,Sn0.685Zn0.179Sb0.136,3.911851278
In-Zn,In0.870Zn0.130,3.909841667
In-Zn,In0.726Zn0.274,3.908549685
In-Ag-Cu,In0.733Ag0.048Cu0.219,3.903043611
Sn-Ag-Sb,Sn0.627Ag0.178Sb0.195,3.90017
Sn-Zn-Ag,Sn0.623Zn0.206Ag0.171,3.899833611
Sn-Ag-Sb,Sn0.744Ag0.071Sb0.185,3.8951
In-Zn-Ag,In0.831Zn0.156Ag0.013,3.894821019
Sn-Ag-Sb,Sn0.686Ag0.060Sb0.254,3.886619722
In-Sb-Cu,In0.450Sb0.539Cu0.011,3.885695278
Bi-Sb-Cu,Bi0.677Sb0.272Cu0.051,3.883281111
In-Sb-Cu,In0.398Sb0.586Cu0.016,3.881687778
In-Zn-Cu,In0.485Zn0.249Cu0.266,3.874532667
Sn-Zn-Ag,Sn0.615Zn0.197Ag0.188,3.873373611
In-Cu,In0.900Cu0.100,3.867450093
In-Ag-Cu,In0.567Ag0.124Cu0.309,3.865151111
Sn-Zn,Sn0.648Zn0.352,3.863082667
Sn-Zn,Sn0.992Zn0.008,3.861225539
Sn-Zn-Ag,Sn0.606Zn0.295Ag0.099,3.861141111
Sn-Zn,Sn0.939Zn0.061,3.85975719
In-Zn-Ag,In0.539Zn0.346Ag0.115,3.859563056
In-Ag-Cu,In0.700Ag0.046Cu0.254,3.858193333
In-Cu,In0.706Cu0.294,3.856309167
In-Cu,In0.911Cu0.089,3.855880741
In-Cu,In0.911Cu0.089,3.855880741
In-Zn-Ag,In0.582Zn0.250Ag0.168,3.855461111
In-Zn-Ag,In0.691Zn0.278Ag0.031,3.852943241
Sn-Zn,Sn0.962Zn0.038,3.852785114
In-Cu,In0.912Cu0.088,3.850968241
Sn-Zn-Ag,Sn0.650Zn0.316Ag0.034,3.850860278
Sn-Zn,Sn0.957Zn0.043,3.849586078
Sn-Zn-Ag,Sn0.594Zn0.236Ag0.170,3.844992778
In-Cu,In0.897Cu0.103,3.84271537
Bi-Ag-Cu,Bi0.591Ag0.182Cu0.227,3.842686667
In-Cu,In0.704Cu0.296,3.841650833
Sn-Zn,Sn0.625Zn0.375,3.841195722
Sn-Zn,Sn0.979Zn0.021,3.840888252
Bi-Ag-Cu,Bi0.651Ag0.347Cu0.002,3.838395278
Sn-Zn,Sn0.991Zn0.009,3.838183807
Sn-Zn-Ag,Sn0.619Zn0.317Ag0.064,3.8317475
In-Zn-Ag,In0.522Zn0.338Ag0.140,3.824223056
Sn-Zn-Ag,Sn0.686Zn0.104Ag0.210,3.812078333
Sn-Zn-Ag,Sn0.605Zn0.318Ag0.077,3.80588
Sn-Zn-Ag,Sn0.601Zn0.381Ag0.018,3.797900556
Sn-Ag,Sn0.885Ag0.115,3.767251716
Sn-Ag,Sn0.903Ag0.097,3.76652366
Sn-Ag,Sn0.909Ag0.091,3.762126062
Ga-Sb-Cu,Ga0.724Sb0.114Cu0.162,3.751390021
Bi-Ag-Cu,Bi0.582Ag0.190Cu0.228,3.750264167
Sn-Ag,Sn0.974Ag0.026,3.743798824
Ga-Sb-Cu,Ga0.684Sb0.159Cu0.157,3.743600192
Sn-Ag,Sn0.930Ag0.070,3.74271152
Sn-Ag,Sn0.921Ag0.079,3.740548742
Sn-Ag,Sn0.919Ag0.081,3.73916152
Sn-Ag,Sn0.910Ag0.090,3.736452173
Sn-Ag,Sn0.865Ag0.135,3.73226848
Sn-Ag,Sn0.868Ag0.132,3.72910598
Bi-Ag-Sb,Bi0.569Ag0.174Sb0.257,3.682738056
Ga-Sb-Cu,Ga0.701Sb0.133Cu0.166,3.651694786
Bi-Ag-Sb,Bi0.358Ag0.011Sb0.631,3.648794444
Ga-Sb-Cu,Ga0.697Sb0.108Cu0.195,3.578585513
Ga-Sb-Cu,Ga0.620Sb0.198Cu0.182,3.548214786
Ga-Sb-Cu,Ga0.663Sb0.122Cu0.215,3.487842073
In,In1.000,3.487444444
Zn-Sb,Zn0.209Sb0.791,3.449978944
Zn-Sb,Zn0.208Sb0.792,3.449978944
Zn-Sb,Zn0.203Sb0.797,3.4441345
Zn-Sb,Zn0.187Sb0.813,3.443927944
Zn-Sb,Zn0.189Sb0.811,3.431157944
Zn-Sb,Zn0.213Sb0.787,3.422711167
Zn-Sb,Zn0.223Sb0.777,3.416797278
Zn-Sb,Zn0.228Sb0.772,3.414948944
Zn-Sb,Zn0.247Sb0.753,3.409142278
Zn-Sb,Zn0.240Sb0.760,3.4080395
Zn-Ag-Sb,Zn0.175Ag0.019Sb0.806,3.3791975
Zn-Ag-Sb,Zn0.227Ag0.038Sb0.735,3.372094167
Zn-Ag-Sb,Zn0.166Ag0.017Sb0.817,3.366293056
Zn-Ag-Sb,Zn0.211Ag0.068Sb0.721,3.337365278
Zn-Ag-Sb,Zn0.224Ag0.068Sb0.708,3.3231225
Zn-Ag-Sb,Zn0.237Ag0.058Sb0.705,3.306674167
Zn-Sb-Cu,Zn0.182Sb0.624Cu0.194,3.295180722
Zn-Sb-Cu,Zn0.263Sb0.700Cu0.037,3.269341167
Zn-Sb-Cu,Zn0.262Sb0.697Cu0.041,3.241348111
Zn-Sb-Cu,Zn0.215Sb0.676Cu0.109,3.230334222
Zn-Sb-Cu,Zn0.236Sb0.569Cu0.195,3.209830722
Zn-Sb-Cu,Zn0.108Sb0.731Cu0.161,3.208071556
Zn-Sb-Cu,Zn0.041Sb0.790Cu0.169,3.201918889
Zn-Sb-Cu,Zn0.107Sb0.646Cu0.247,3.201911
Zn-Ag-Sb,Zn0.140Ag0.131Sb0.729,3.193941944
Zn-Ag-Sb,Zn0.117Ag0.145Sb0.738,3.188989722
Zn-Sb-Cu,Zn0.290Sb0.637Cu0.073,3.186711722
Zn-Sb-Cu,Zn0.140Sb0.781Cu0.079,3.178322667
Zn-Ag-Sb,Zn0.169Ag0.129Sb0.702,3.167978611
Sb-Cu,Sb0.821Cu0.179,3.118267778
Sb-Cu,Sb0.819Cu0.181,3.118267778
Sb-Cu,Sb0.821Cu0.179,3.118267778
Sb-Cu,Sb0.795Cu0.205,3.111039167
Zn-Ag-Sb,Zn0.214Ag0.154Sb0.632,3.106865556
Sb-Cu,Sb0.810Cu0.190,3.106503333
Sb-Cu,Sb0.792Cu0.208,3.105303056
Sb-Cu,Sb0.798Cu0.202,3.096110833
Ag-Sb-Cu,Ag0.058Sb0.833Cu0.109,3.090216389
Sb-Cu,Sb0.769Cu0.231,3.088353056
Ag-Sb-Cu,Ag0.040Sb0.824Cu0.136,3.083752222
Ag-Sb-Cu,Ag0.023Sb0.743Cu0.234,3.083440833
Sb-Cu,Sb0.783Cu0.217,3.079640833
Sb-Cu,Sb0.759Cu0.241,3.070504167
Ag-Sb-Cu,Ag0.087Sb0.842Cu0.071,3.036229722
Ag-Sb-Cu,Ag0.119Sb0.742Cu0.139,3.019260833
Ag-Sb-Cu,Ag0.149Sb0.776Cu0.075,2.986888611
Ag-Sb-Cu,Ag0.161Sb0.753Cu0.086,2.968348611
Ag-Sb,Ag0.139Sb0.861,2.964386389
Ag-Sb,Ag0.155Sb0.845,2.905878611
Ag-Sb-Cu,Ag0.028Sb0.662Cu0.310,2.899374167
Ag-Sb,Ag0.110Sb0.890,2.884883611
Ag-Sb,Ag0.109Sb0.891,2.883058611
Ag-Sb-Cu,Ag0.315Sb0.626Cu0.059,2.871241111
Ag-Sb,Ag0.104Sb0.896,2.853386389
Ag-Sb-Cu,Ag0.107Sb0.610Cu0.283,2.8232475
Ag-Sb,Ag0.211Sb0.789,2.805311389
Ag-Sb,Ag0.194Sb0.806,2.787476389
Ag-Sb,Ag0.223Sb0.777,2.7641575
Ag-Sb,Ag0.093Sb0.907,2.758846944
Ag-Sb,Ag0.224Sb0.776,2.751043611
Zn-Ag-Cu,Zn0.515Ag0.026Cu0.459,2.664245833
Zn-Ag-Cu,Zn0.464Ag0.102Cu0.434,2.642581111
Zn-Ag-Cu,Zn0.501Ag0.101Cu0.398,2.619074444
Zn-Ag-Cu,Zn0.513Ag0.095Cu0.392,2.612551111
Zn-Ag-Cu,Zn0.356Ag0.178Cu0.466,2.598436389
Zn-Cu,Zn0.541Cu0.459,2.590056
Zn-Ag-Cu,Zn0.519Ag0.109Cu0.372,2.587497778
Zn-Cu,Zn0.544Cu0.456,2.587347667
Zn-Cu,Zn0.545Cu0.455,2.587347667
Zn-Cu,Zn0.545Cu0.455,2.587347667
Zn-Ag-Cu,Zn0.463Ag0.127Cu0.410,2.586195556
Zn-Ag-Cu,Zn0.485Ag0.135Cu0.380,2.583445556
Zn-Cu,Zn0.550Cu0.450,2.581772556
Zn-Cu,Zn0.539Cu0.461,2.580681
Zn-Cu,Zn0.531Cu0.469,2.574780444
Zn-Cu,Zn0.531Cu0.469,2.574780444
Zn-Cu,Zn0.535Cu0.465,2.571543222
Zn-Cu,Zn0.533Cu0.467,2.566369333
Zn-Ag-Cu,Zn0.399Ag0.212Cu0.389,2.564476111
Zn-Ag-Cu,Zn0.434Ag0.088Cu0.478,2.562101389
Sb,Sb1.000,2.132379167
Ag-Cu,Ag0.490Cu0.510,1.471264722
Ag-Cu,Ag0.490Cu0.510,1.471264722
Ag-Cu,Ag0.505Cu0.495,1.470249167
Ag-Cu,Ag0.505Cu0.495,1.470249167
Ag-Cu,Ag0.506Cu0.494,1.470249167
Ag-Cu,Ag0.505Cu0.495,1.470249167
Ag-Cu,Ag0.504Cu0.496,1.4665225
Ag-Cu,Ag0.502Cu0.498,1.463000556
Ag-Cu,Ag0.507Cu0.493,1.46046
Ag-Cu,Ag0.507Cu0.493,1.46046
Zn-Ag,Zn0.675Ag0.325,1.107590684
Zn-Ag,Zn0.675Ag0.325,1.107590684
Zn-Ag,Zn0.697Ag0.303,1.099158953
Zn-Ag,Zn0.696Ag0.304,1.096952286
Zn-Ag,Zn0.694Ag0.306,1.09548562
Zn-Ag,Zn0.659Ag0.341,1.093891175
Zn-Ag,Zn0.597Ag0.403,1.0931475
Zn-Ag,Zn0.690Ag0.310,1.09223985
Zn-Ag,Zn0.671Ag0.329,1.086311517
Zn-Ag,Zn0.671Ag0.329,1.086311517
Zn,Zn1.000,0.8508
Ag,Ag1.000,0.485812917
Cu,Cu1.000,0.432856944
