elements,formula,Predicted_Tc
Ga-Bi-Ag,Ga0.165Bi0.800Ag0.035,5.979795705
Ga-Sn-Cu,Ga0.076Sn0.795Cu0.129,5.975182009
Ga-Bi-Ag,Ga0.284Bi0.710Ag0.006,5.964810299
Ga-Bi-Zn,Ga0.237Bi0.691Zn0.072,5.962482756
Sn-Ag-Cu,Sn0.775Ag0.016Cu0.209,5.960361389
Bi-In-Ag,Bi0.883In0.094Ag0.023,5.959661667
Bi-In-Ag,Bi0.763In0.235Ag0.002,5.953394167
Bi-In-Sb,Bi0.907In0.085Sb0.008,5.952888333
Bi-In-Ag,Bi0.865In0.109Ag0.026,5.946076389
Bi-Sn-Ag,Bi0.747Sn0.142Ag0.111,5.943873056
Ga-Sn-Cu,Ga0.001Sn0.764Cu0.235,5.943358611
Bi-In-Sb,Bi0.857In0.127Sb0.016,5.942465833
Ga-Bi-Ag,Ga0.168Bi0.788Ag0.044,5.934423761
Ga-Sb,Ga0.800Sb0.200,5.934198056
Bi-In-Zn,Bi0.917In0.028Zn0.055,5.933331667
Ga-Sn-Cu,Ga0.066Sn0.788Cu0.146,5.929445897
Sn-Ag-Cu,Sn0.851Ag0.060Cu0.089,5.924416373
Ga-Bi-Cu,Ga0.240Bi0.748Cu0.012,5.920545043
Bi-Sn-Ag,Bi0.943Sn0.011Ag0.046,5.912696389
Bi-Sn-Sb,Bi0.384Sn0.579Sb0.037,5.911353333
Bi-In-Sb,Bi0.774In0.219Sb0.007,5.910033056
Bi-In-Sb,Bi0.767In0.229Sb0.004,5.908121944
Ga-Sb,Ga0.802Sb0.198,5.904511645
Bi-In-Zn,Bi0.750In0.246Zn0.004,5.903068611
Ga-Bi-Ag,Ga0.297Bi0.701Ag0.002,5.898135855
Ga-Zn-Sb,Ga0.821Zn0.099Sb0.080,5.895926752
Ga-Bi-Sb,Ga0.282Bi0.709Sb0.009,5.893727735
Ga-Sn-Cu,Ga0.140Sn0.745Cu0.115,5.893506303
Bi-Sn-Ag,Bi0.738Sn0.143Ag0.119,5.889959167
Ga-Sn-Cu,Ga0.041Sn0.771Cu0.188,5.889012286
Ga-In-Sb,Ga0.809In0.037Sb0.154,5.888033483
Ga-Sn,Ga0.864Sn0.136,5.884301026
Ga-Sn,Ga0.864Sn0.136,5.884301026
Ga-Sn-Zn,Ga0.850Sn0.110Zn0.040,5.88408265
Ga-Sb,Ga0.804Sb0.196,5.883474466
Ga-Sb,Ga0.804Sb0.196,5.883474466
Sn-Sb-Cu,Sn0.757Sb0.088Cu0.155,5.882434444
Bi-In-Ag,Bi0.878In0.089Ag0.033,5.880632222
Ga-Sb,Ga0.806Sb0.194,5.880290363
Ga-Sb,Ga0.807Sb0.193,5.880290363
Ga-Sn,Ga0.801Sn0.199,5.874707286
Ga-Sn,Ga0.801Sn0.199,5.874707286
Ga-Sb,Ga0.808Sb0.192,5.871811816
Ga-Sb,Ga0.809Sb0.191,5.871811816
Ga-Sb,Ga0.809Sb0.191,5.871811816
Ga-Sb,Ga0.799Sb0.201,5.871639722
Ga-In-Sb,Ga0.811In0.025Sb0.164,5.870857885
Ga-Sn,Ga0.867Sn0.133,5.869507821
Ga-Sn,Ga0.868Sn0.132,5.869507821
Ga-Sn,Ga0.868Sn0.132,5.869507821
Ga-Sn,Ga0.868Sn0.132,5.869507821
Bi-In-Zn,Bi0.870In0.063Zn0.067,5.869373333
Ga-Sn,Ga0.862Sn0.138,5.86885735
Ga-Sn,Ga0.802Sn0.198,5.866473184
Bi-Zn-Ag,Bi0.939Zn0.039Ag0.022,5.862876389
Bi-Zn-Sb,Bi0.972Zn0.006Sb0.022,5.8605875
Sn-Ag-Cu,Sn0.760Ag0.095Cu0.145,5.854374167
Ga-Zn-Sb,Ga0.854Zn0.075Sb0.071,5.85212015
Bi-In-Cu,Bi0.851In0.122Cu0.027,5.849933889
Ga-Sn-Zn,Ga0.853Sn0.120Zn0.027,5.848682308
Ga-Bi-Ag,Ga0.034Bi0.929Ag0.037,5.847201645
Bi-Sn-Sb,Bi0.362Sn0.594Sb0.044,5.847149444
Ga-Bi-Sb,Ga0.203Bi0.778Sb0.019,5.844018611
Bi-Sn-Sb,Bi0.334Sn0.630Sb0.036,5.843342222
Ga-Bi-Ag,Ga0.127Bi0.823Ag0.050,5.842371068
Ga-Bi-Ag,Ga0.292Bi0.693Ag0.015,5.840868419
Sn-Ag-Cu,Sn0.743Ag0.088Cu0.169,5.833526944
Bi-In-Sb,Bi0.825In0.151Sb0.024,5.832683889
Bi-Sb-Cu,Bi0.970Sb0.019Cu0.011,5.815186111
Bi-Ag-Cu,Bi0.953Ag0.031Cu0.016,5.814605556
Ga-In-Sb,Ga0.821In0.014Sb0.165,5.809237671
Ga-Zn,Ga0.819Zn0.181,5.807771256
Ga-Zn,Ga0.819Zn0.181,5.807771256
Ga-Zn,Ga0.819Zn0.181,5.807771256
Ga-Bi-Cu,Ga0.333Bi0.667,5.807474808
Bi-In-Ag,Bi0.718In0.266Ag0.016,5.806993611
Bi-In-Ag,Bi0.814In0.121Ag0.065,5.80555
Bi-In-Ag,Bi0.759In0.213Ag0.028,5.805488611
Ga-In-Sb,Ga0.794In0.025Sb0.181,5.803578056
Bi-In-Ag,Bi0.807In0.132Ag0.061,5.802825
Ga-Sn-Zn,Ga0.863Sn0.076Zn0.061,5.796662286
Ga-Sn-Zn,Ga0.853Sn0.140Zn0.007,5.793405983
Bi-In-Cu,Bi0.819In0.120Cu0.061,5.792761667
Ga-Zn-Sb,Ga0.840Zn0.004Sb0.156,5.790711667
Ga-Sn-Sb,Ga0.842Sn0.003Sb0.155,5.790515684
Ga-Sn-Sb,Ga0.825Sn0.173Sb0.002,5.786890107
Bi-In-Zn,Bi0.683In0.313Zn0.004,5.786207222
Bi-In-Zn,Bi0.804In0.119Zn0.077,5.784342778
Ga-In-Zn,Ga0.897In0.029Zn0.074,5.783499765
Ga-Bi-Ag,Ga0.253Bi0.676Ag0.071,5.782591282
Ga-Bi-Cu,Ga0.129Bi0.811Cu0.060,5.781482393
Ga-In-Zn,Ga0.801In0.116Zn0.083,5.780119359
Ga-Zn,Ga0.817Zn0.183,5.778752795
Ga-Zn,Ga0.817Zn0.183,5.778752795
Ga-Zn,Ga0.817Zn0.183,5.778752795
Sn-Ag-Cu,Sn0.735Ag0.066Cu0.199,5.7757075
Ga-Bi-Sb,Ga0.200Bi0.773Sb0.027,5.769913056
Sn-Ag-Cu,Sn0.737Ag0.105Cu0.158,5.7698575
Ga-Sn-Zn,Ga0.821Sn0.090Zn0.089,5.766833868
Ga-Sn-Sb,Ga0.849Sn0.061Sb0.090,5.766531154
Ga-Sn-Zn,Ga0.837Sn0.162Zn0.001,5.766198718
Bi-In-Zn,Bi0.689In0.290Zn0.021,5.764943056
Ga-Bi-Sb,Ga0.143Bi0.832Sb0.025,5.764805299
Ga-Sn-Zn,Ga0.891Sn0.025Zn0.084,5.763298162
Ga-Zn,Ga0.829Zn0.171,5.760967474
Ga-Zn,Ga0.830Zn0.170,5.760967474
Ga-Zn,Ga0.830Zn0.170,5.760967474
Ga-Bi-Sb,Ga0.036Bi0.943Sb0.021,5.760042479
Bi-In-Zn,Bi0.734In0.229Zn0.037,5.7550875
Ga-In-Zn,Ga0.870In0.054Zn0.076,5.753999402
Ga-Zn-Sb,Ga0.788Zn0.029Sb0.183,5.753672778
Sn-Sb-Cu,Sn0.717Sb0.089Cu0.194,5.751738056
Bi-In-Sb,Bi0.919In0.060Sb0.021,5.750878333
Ga-Zn,Ga0.837Zn0.163,5.748210423
Bi-In-Zn,Bi0.731In0.226Zn0.043,5.746879167
Sn-Sb-Cu,Sn0.739Sb0.134Cu0.127,5.743234444
Sn-Sb-Cu,Sn0.717Sb0.057Cu0.226,5.742510833
Ga-Zn-Sb,Ga0.850Zn0.117Sb0.033,5.742343329
Bi-In-Cu,Bi0.710In0.283Cu0.007,5.741804444
Ga-Sn-Zn,Ga0.806Sn0.002Zn0.192,5.740754205
Ga-Zn-Sb,Ga0.796Zn0.164Sb0.040,5.731878393
Ga-Sn-Sb,Ga0.777Sn0.118Sb0.105,5.731541432
Ga-Sn-Sb,Ga0.772Sn0.094Sb0.134,5.72980312
Ga-Bi-Cu,Ga0.237Bi0.705Cu0.058,5.729537415
Ga-Zn-Sb,Ga0.804Zn0.175Sb0.021,5.725770615
Ga-Bi-Cu,Ga0.166Bi0.769Cu0.065,5.725403419
Bi-Sb-Cu,Bi0.962Sb0.018Cu0.020,5.725166667
Sn-Sb-Cu,Sn0.886Sb0.050Cu0.064,5.723498889
Sn-Sb-Cu,Sn0.718Sb0.014Cu0.268,5.722201389
Bi-In-Sb,Bi0.604In0.396,5.718880833
Ga-Bi-Cu,Ga0.339Bi0.653Cu0.008,5.71817953
Ga-Sn-Sb,Ga0.779Sn0.114Sb0.107,5.714920107
Sn-Sb-Cu,Sn0.883Sb0.041Cu0.076,5.713472222
Sn-Sb-Cu,Sn0.730Sb0.166Cu0.104,5.712665556
Sn-Sb-Cu,Sn0.704Sb0.076Cu0.220,5.712645833
Bi-In-Sb,Bi0.735In0.253Sb0.012,5.711221389
Bi-Zn-Cu,Bi0.925Zn0.058Cu0.017,5.708392222
Ga-Zn-Ag,Ga0.885Zn0.084Ag0.031,5.708040214
Ga-Sn-Zn,Ga0.803Sn0.091Zn0.106,5.707702538
Ga-Zn-Sb,Ga0.793Zn0.187Sb0.020,5.706973863
Ga-Sn-Sb,Ga0.769Sn0.198Sb0.033,5.706389487
Ga-Sn-Zn,Ga0.885Sn0.012Zn0.103,5.702841983
Ga-In-Zn,Ga0.838In0.007Zn0.155,5.701559654
Ga-Bi-Sb,Ga0.386Bi0.611Sb0.003,5.697793397
Ga-Bi-Cu,Ga0.146Bi0.793Cu0.061,5.696726068
Ga-Bi-Cu,Ga0.214Bi0.727Cu0.059,5.696238056
Ga-Bi-Sb,Ga0.103Bi0.866Sb0.031,5.689125385
Ga-Zn-Sb,Ga0.804Zn0.151Sb0.045,5.685058094
Ga-Zn-Sb,Ga0.787Zn0.107Sb0.106,5.683833265
Bi-In-Sb,Bi0.788In0.181Sb0.031,5.682660833
Bi-Zn-Ag,Bi0.916Zn0.030Ag0.054,5.681454722
Ga-In-Sb,Ga0.804In0.096Sb0.100,5.677017543
Ga-In-Zn,Ga0.853In0.075Zn0.072,5.668801816
Ga-Bi-Sb,Ga0.345Bi0.640Sb0.015,5.65933438
Ga-In-Sb,Ga0.788In0.046Sb0.166,5.659105278
Ga-Ag-Sb,Ga0.839Ag0.029Sb0.132,5.658153419
Bi-In-Sb,Bi0.916In0.054Sb0.030,5.650608056
Ga-Sn-Sb,Ga0.763Sn0.101Sb0.136,5.649165299
Bi-In-Cu,Bi0.761In0.212Cu0.027,5.642407778
Ga-Sn-Sb,Ga0.749Sn0.185Sb0.066,5.641594615
Bi-In-Cu,Bi0.746In0.231Cu0.023,5.633846667
Bi-In-Cu,Bi0.738In0.243Cu0.019,5.633249444
Ga-In-Sb,Ga0.827In0.103Sb0.070,5.62979641
Ga-In-Zn,Ga0.860In0.079Zn0.061,5.621372756
Ga-In-Zn,Ga0.828In0.066Zn0.106,5.608259483
Ga-Zn-Ag,Ga0.882Zn0.066Ag0.052,5.593894252
Ga-Sn-Ag,Ga0.910Sn0.061Ag0.029,5.590564017
Ga-Sb-Cu,Ga0.793Sb0.190Cu0.017,5.587986346
Ga-In-Sb,Ga0.838In0.121Sb0.041,5.58772015
Ga-In-Zn,Ga0.815In0.036Zn0.149,5.586665188
Ga-In-Sb,Ga0.838In0.111Sb0.051,5.575150662
Ga-Ag-Sb,Ga0.830Ag0.049Sb0.121,5.573061731
Ga-In-Zn,Ga0.802In0.061Zn0.137,5.571643479
Ga-Ag-Sb,Ga0.791Ag0.052Sb0.157,5.571109979
Bi-Zn-Cu,Bi0.932Zn0.034Cu0.034,5.566405556
Bi-Zn-Ag,Bi0.893Zn0.105Ag0.002,5.561598056
Ga-In-Sb,Ga0.834In0.071Sb0.095,5.560128013
Ga-Ag-Sb,Ga0.880Ag0.029Sb0.091,5.55958094
Bi-Zn-Ag,Bi0.886Zn0.108Ag0.006,5.557534167
