elements,formula,Predicted_Tc
In-Sn-Sb,In0.498Sn0.487Sb0.015,6.893840556
Bi-In-Sn,Bi0.005In0.521Sn0.474,6.889741667
In-Sn-Cu,In0.497Sn0.486Cu0.017,6.889308333
In-Sn-Sb,In0.482Sn0.507Sb0.011,6.889125556
Bi-In-Sn,Bi0.013In0.501Sn0.486,6.8884025
Ga-Bi-Sn,Ga0.014Bi0.798Sn0.188,6.885996667
Ga-Bi-Sn,Ga0.014Bi0.793Sn0.193,6.8844025
Bi-Sn-Zn,Bi0.814Sn0.184Zn0.002,6.881206667
Ga-In-Sn,Ga0.014In0.511Sn0.475,6.880281667
Bi-Sn-Zn,Bi0.802Sn0.188Zn0.010,6.879018889
Bi-Sn-Zn,Bi0.815Sn0.183Zn0.002,6.878056667
Bi-In-Sn,Bi0.012In0.489Sn0.499,6.874182778
In-Sn-Cu,In0.523Sn0.474Cu0.003,6.873530556
In-Sn-Cu,In0.520Sn0.476Cu0.004,6.869013889
In-Sn-Cu,In0.520Sn0.476Cu0.004,6.869013889
In-Sn-Cu,In0.522Sn0.474Cu0.004,6.866486111
In-Sn-Cu,In0.512Sn0.478Cu0.010,6.866261111
Bi-Sn-Zn,Bi0.814Sn0.180Zn0.006,6.863456667
Bi-Sn-Zn,Bi0.795Sn0.189Zn0.016,6.862668889
Ga-Bi-Sn,Ga0.021Bi0.796Sn0.183,6.861831111
Bi-In-Sn,Bi0.015In0.491Sn0.494,6.8606675
Bi-Sn-Zn,Bi0.804Sn0.183Zn0.013,6.855552222
Bi-In-Sn,Bi0.791In0.026Sn0.183,6.845086111
Ga-Bi-Sn,Ga0.008Bi0.780Sn0.212,6.839440833
Ga-Bi-Sn,Ga0.030Bi0.782Sn0.188,6.814617564
Ga-Bi-Sn,Ga0.003Bi0.824Sn0.173,6.797317778
Ga-Bi-Sn,Ga0.046Bi0.758Sn0.196,6.795364295
Bi-Sn-Zn,Bi0.778Sn0.207Zn0.015,6.789061111
Ga-Bi-Sn,Ga0.047Bi0.762Sn0.191,6.780331859
Ga-Bi-Sn,Ga0.018Bi0.813Sn0.169,6.768483889
Bi-Sn-Sb,Bi0.788Sn0.203Sb0.009,6.767658889
Ga-Bi-Sn,Ga0.031Bi0.797Sn0.172,6.765363675
Bi-Sn-Ag,Bi0.803Sn0.170Ag0.027,6.726748333
Bi-Sn-Sb,Bi0.795Sn0.188Sb0.017,6.726248333
Bi-Sn-Ag,Bi0.822Sn0.159Ag0.019,6.723617778
Bi-Sn-Ag,Bi0.780Sn0.185Ag0.035,6.721296111
Bi-Sn-Ag,Bi0.794Sn0.177Ag0.029,6.718700556
Bi-Sn-Ag,Bi0.772Sn0.227Ag0.001,6.697027222
Bi-Sn-Cu,Bi0.823Sn0.170Cu0.007,6.685081667
Bi-Sn-Cu,Bi0.807Sn0.176Cu0.017,6.650845556
Bi-Sn-Ag,Bi0.762Sn0.216Ag0.022,6.635456667
Bi-Sn-Cu,Bi0.770Sn0.229Cu0.001,6.631208889
Bi-Sn-Ag,Bi0.828Sn0.146Ag0.026,6.612503889
Bi-Sn-Ag,Bi0.761Sn0.203Ag0.036,6.600177222
Bi-Sn-Sb,Bi0.768Sn0.203Sb0.029,6.571539444
Bi-Sn-Cu,Bi0.784Sn0.191Cu0.025,6.555527222
Bi-Sn-Cu,Bi0.764Sn0.217Cu0.019,6.548854444
Bi-Sn-Cu,Bi0.837Sn0.150Cu0.013,6.530848333
Bi-Sn-Sb,Bi0.841Sn0.149Sb0.010,6.516465
Bi-Sn-Cu,Bi0.808Sn0.169Cu0.023,6.502545556
Bi-Sn-Cu,Bi0.771Sn0.202Cu0.027,6.501082778
Bi-Sn-Cu,Bi0.763Sn0.213Cu0.024,6.485951667
Bi-Sn-Cu,Bi0.862Sn0.132Cu0.006,6.479381667
Bi-Sn-Sb,Bi0.780Sn0.179Sb0.041,6.473996667
Bi-Sn-Sb,Bi0.814Sn0.155Sb0.031,6.462442778
Sn-Cu,Sn0.900Cu0.100,6.458908333
Sn-Cu,Sn0.899Cu0.101,6.450588889
Sn-Cu,Sn0.899Cu0.101,6.450588889
Sn-Cu,Sn0.896Cu0.104,6.449988889
Sn-Cu,Sn0.896Cu0.104,6.449988889
Sn-Cu,Sn0.897Cu0.103,6.449988889
Sn-Cu,Sn0.898Cu0.102,6.449988889
Sn-Cu,Sn0.897Cu0.103,6.449988889
Sn-Cu,Sn0.898Cu0.102,6.449988889
Sn-Cu,Sn0.898Cu0.102,6.449988889
Sn-Zn-Cu,Sn0.868Zn0.031Cu0.101,6.430188333
Bi-Sn-Sb,Bi0.754Sn0.222Sb0.024,6.427663333
Bi-Sn-Sb,Bi0.844Sn0.141Sb0.015,6.427401111
Sn-Zn-Cu,Sn0.866Zn0.026Cu0.108,6.42173
Sn-Ag-Cu,Sn0.887Ag0.011Cu0.102,6.416891667
Sn-Ag-Cu,Sn0.886Ag0.010Cu0.104,6.416891667
Sn-Zn-Cu,Sn0.866Zn0.004Cu0.130,6.400658333
Sn-Sb-Cu,Sn0.883Sb0.010Cu0.107,6.385453889
Sn-Sb-Cu,Sn0.873Sb0.027Cu0.100,6.374640833
Bi-Sn-Sb,Bi0.819Sn0.148Sb0.033,6.369851111
Ga-Sn-Cu,Ga0.007Sn0.895Cu0.098,6.36743768
Bi-Sn-Sb,Bi0.750Sn0.216Sb0.034,6.361541111
Ga-Sn-Cu,Ga0.018Sn0.881Cu0.101,6.353842222
Sn-Ag-Cu,Sn0.862Ag0.019Cu0.119,6.346819444
Sn-Zn-Cu,Sn0.848Zn0.024Cu0.128,6.343005556
Sn-Zn-Cu,Sn0.898Zn0.006Cu0.096,6.341615359
Sn-Zn-Cu,Sn0.841Zn0.019Cu0.140,6.335232222
Sn-Zn-Cu,Sn0.892Zn0.012Cu0.096,6.329180359
Ga-Sn-Cu,Ga0.019Sn0.864Cu0.117,6.326439444
Ga-Sn-Cu,Ga0.008Sn0.855Cu0.137,6.313204167
Sn-Zn-Cu,Sn0.841Zn0.060Cu0.099,6.289159167
Sn-Zn-Cu,Sn0.836Zn0.057Cu0.107,6.289060556
Sn-Zn-Cu,Sn0.840Zn0.002Cu0.158,6.288439444
Sn-Sb-Cu,Sn0.841Sb0.021Cu0.138,6.275040556
Sn-Ag-Cu,Sn0.850Ag0.031Cu0.119,6.268091944
Ga-Sn-Cu,Ga0.016Sn0.843Cu0.141,6.249945278
Sn-Sb-Cu,Sn0.842Sb0.051Cu0.107,6.249893333
Ga-Sn-Cu,Ga0.025Sn0.854Cu0.121,6.243995
Sn-Sb-Cu,Sn0.840Sb0.049Cu0.111,6.239707222
Ga-Sn-Cu,Ga0.025Sn0.843Cu0.132,6.230134167
Ga-Bi,Ga0.005Bi0.995,6.225183333
Ga-Bi,Ga0.005Bi0.995,6.225183333
Ga-Bi,Ga0.006Bi0.994,6.221483333
Ga-Bi,Ga0.007Bi0.993,6.213733333
Ga-Bi,Ga0.007Bi0.993,6.213733333
Ga-Bi,Ga0.008Bi0.992,6.209740897
Ga-Bi,Ga0.008Bi0.992,6.209740897
Ga-Bi,Ga0.008Bi0.992,6.209740897
Ga-Bi,Ga0.008Bi0.992,6.209740897
Ga-Bi,Ga0.008Bi0.992,6.209740897
Sn-Sb-Cu,Sn0.827Sb0.029Cu0.144,6.207655
Bi,Bi1.000,6.205
Bi-In,Bi1.000,6.205
Bi-In,Bi1.000,6.205
Bi-Ag,Bi1.000,6.205
Bi-Sb,Bi1.000,6.205
Bi-Sb,Bi1.000,6.205
Bi-Cu,Bi1.000,6.205
Bi-In,Bi0.998In0.002,6.203241667
Bi-In,Bi0.998In0.002,6.203241667
Bi-In,Bi0.998In0.002,6.203241667
Bi-In,Bi0.998In0.002,6.203241667
Bi-Zn,Bi0.997Zn0.003,6.197958333
Bi-Zn,Bi0.997Zn0.003,6.197958333
Bi-Zn,Bi0.996Zn0.004,6.197958333
Bi-Zn,Bi0.996Zn0.004,6.197958333
Bi-Zn,Bi0.997Zn0.003,6.197958333
Bi-Zn,Bi0.996Zn0.004,6.197958333
Bi-Zn,Bi0.996Zn0.004,6.197958333
Bi-In,Bi0.999In0.001,6.197425
Bi-In,Bi0.999In0.001,6.197425
Bi-In,Bi0.999In0.001,6.197425
Bi-In,Bi0.999In0.001,6.197425
Bi-Zn,Bi0.998Zn0.002,6.197425
Bi-Zn,Bi0.998Zn0.002,6.197425
Bi-Zn,Bi0.999Zn0.001,6.197425
Bi-Ag,Bi0.999Ag0.001,6.197425
Bi-Ag,Bi0.999Ag0.001,6.197425
Ga-Bi-In,Ga0.167Bi0.821In0.012,6.196780085
Bi-Sb,Bi0.999Sb0.001,6.189675
Bi-Sb,Bi0.999Sb0.001,6.189675
Bi-Sb,Bi0.999Sb0.001,6.189675
Bi-Sb,Bi0.999Sb0.001,6.189675
Bi-Ag,Bi0.997Ag0.003,6.188908333
Bi-Ag,Bi0.997Ag0.003,6.188908333
Bi-Ag,Bi0.998Ag0.002,6.188375
Bi-Ag,Bi0.998Ag0.002,6.188375
Ga-Sn-Cu,Ga0.045Sn0.855Cu0.100,6.187117222
Bi-Ag,Bi0.996Ag0.004,6.182875
Bi-Cu,Bi0.999Cu0.001,6.18175
Bi-Cu,Bi0.999Cu0.001,6.18175
Bi-Cu,Bi0.999Cu0.001,6.18175
Bi-Cu,Bi0.999Cu0.001,6.18175
Bi-Cu,Bi0.999Cu0.001,6.18175
Sn-Ag-Cu,Sn0.811Ag0.008Cu0.181,6.180466944
Sn-Ag-Cu,Sn0.842Ag0.043Cu0.115,6.179355556
Sn-Ag-Cu,Sn0.840Ag0.046Cu0.114,6.179197222
Bi-Ag,Bi0.995Ag0.005,6.179
Bi-Ag,Bi0.995Ag0.005,6.179
Sn-Ag-Cu,Sn0.841Ag0.047Cu0.112,6.177780556
Sn-Sb-Cu,Sn0.818Sb0.061Cu0.121,6.172845556
Ga-Bi-In,Ga0.240Bi0.719In0.041,6.171705256
Bi-Cu,Bi0.998Cu0.002,6.171491667
Bi-Cu,Bi0.998Cu0.002,6.171491667
Bi-Cu,Bi0.998Cu0.002,6.171491667
Bi-Cu,Bi0.998Cu0.002,6.171491667
Bi-Sb,Bi0.998Sb0.002,6.17065
Ga-Sn-Cu,Ga0.016Sn0.817Cu0.167,6.161478611
Ga-Bi-In,Ga0.245Bi0.722In0.033,6.161312821
Bi-In-Zn,Bi0.828In0.167Zn0.005,6.159742222
Ga-Bi-Ag,Ga0.217Bi0.781Ag0.002,6.158246517
Ga-Bi-In,Ga0.215Bi0.770In0.015,6.157228462
Ga-Bi-In,Ga0.213Bi0.770In0.017,6.157003675
Ga-Bi-Zn,Ga0.165Bi0.829Zn0.006,6.156173974
Ga-Bi-In,Ga0.253Bi0.735In0.012,6.156092885
Bi-Sb,Bi0.997Sb0.003,6.155858333
Ga-Bi-In,Ga0.237Bi0.720In0.043,6.155145684
Bi-In-Sb,Bi0.830In0.170,6.153375556
Ga-Bi-Zn,Ga0.253Bi0.740Zn0.007,6.150851218
Ga-Bi-In,Ga0.213Bi0.763In0.024,6.145575897
Bi-Sb,Bi0.996Sb0.004,6.144758333
Ga-Bi-In,Ga0.172Bi0.819In0.009,6.142787863
Ga-Bi-Zn,Ga0.230Bi0.766Zn0.004,6.142615192
Ga-Bi-In,Ga0.176Bi0.819In0.005,6.142421197
Ga-Bi-Ag,Ga0.237Bi0.758Ag0.005,6.140181859
Ga-Sn-Cu,Ga0.007Sn0.806Cu0.187,6.139648333
Ga-Bi-Ag,Ga0.230Bi0.766Ag0.004,6.139604081
Bi-In-Cu,Bi0.972In0.027Cu0.001,6.1369225
Ga-Bi-Zn,Ga0.171Bi0.821Zn0.008,6.136321197
Sn-Sb-Cu,Sn0.807Sb0.020Cu0.173,6.135223889
Ga-Bi-Ag,Ga0.207Bi0.785Ag0.008,6.131702286
Bi-Sb,Bi0.995Sb0.005,6.129258333
Bi-In-Sb,Bi0.840In0.158Sb0.002,6.125640833
Bi-In-Zn,Bi0.814In0.186,6.123394167
Bi-In-Zn,Bi0.969In0.022Zn0.009,6.118304167
Bi-In-Zn,Bi0.829In0.160Zn0.011,6.116815556
Sn-Sb-Cu,Sn0.804Sb0.069Cu0.127,6.113562222
Ga-Bi-Ag,Ga0.003Bi0.983Ag0.014,6.112529167
Ga-Bi-Zn,Ga0.129Bi0.849Zn0.022,6.108717457
Bi-In-Ag,Bi0.827In0.157Ag0.016,6.108339444
Ga-Bi-Zn,Ga0.217Bi0.774Zn0.009,6.10831985
Sn-Ag-Cu,Sn0.795Ag0.010Cu0.195,6.103869722
Ga-Bi-Zn,Ga0.125Bi0.869Zn0.006,6.103694124
Ga-Bi-Zn,Ga0.171Bi0.817Zn0.012,6.099186197
Ga-Bi-Zn,Ga0.230Bi0.757Zn0.013,6.096863526
Sn-Ag-Cu,Sn0.874Ag0.036Cu0.090,6.093542304
Bi-In-Cu,Bi0.819In0.179Cu0.002,6.092606667
Bi-In-Ag,Bi0.858In0.128Ag0.014,6.092246389
Sn-Sb-Cu,Sn0.792Sb0.038Cu0.170,6.092161667
Bi-In-Ag,Bi0.846In0.142Ag0.012,6.089065833
Bi-In-Cu,Bi0.843In0.151Cu0.006,6.085058889
Bi-In-Cu,Bi0.844In0.151Cu0.005,6.084775556
Bi-In-Zn,Bi0.957In0.032Zn0.011,6.084276389
Ga-Bi-Ag,Ga0.212Bi0.774Ag0.014,6.084202286
Ga-Bi-Ag,Ga0.198Bi0.791Ag0.011,6.083074167
Ga-Bi-Zn,Ga0.125Bi0.854Zn0.021,6.079411902
Bi-In-Zn,Bi0.795In0.197Zn0.008,6.079396944
Bi-In-Cu,Bi0.847In0.149Cu0.004,6.071364444
Bi-In-Ag,Bi0.859In0.123Ag0.018,6.069451944
Bi-In-Zn,Bi0.785In0.208Zn0.007,6.0692525
Ga-Bi-Cu,Ga0.135Bi0.859Cu0.006,6.068605235
Ga-Bi-Ag,Ga0.161Bi0.835Ag0.004,6.066769188
Bi-In-Cu,Bi0.856In0.137Cu0.007,6.061689444
Bi-In-Cu,Bi0.982In0.011Cu0.007,6.060673889
Bi-Ag-Cu,Bi0.986Ag0.004Cu0.010,6.060673611
Ga-Bi-Ag,Ga0.168Bi0.811Ag0.021,6.059174038
Ga-Bi-Ag,Ga0.139Bi0.850Ag0.011,6.058369957
Bi-In-Zn,Bi0.790In0.201Zn0.009,6.056964722
Bi-In-Zn,Bi0.946In0.038Zn0.016,6.054115
Bi-In-Zn,Bi0.814In0.160Zn0.026,6.053609444
Bi-In-Cu,Bi0.825In0.165Cu0.010,6.052560278
Bi-In-Cu,Bi0.960In0.032Cu0.008,6.038835
Ga-Bi-Cu,Ga0.172Bi0.820Cu0.008,6.033914808
Bi-In-Cu,Bi0.801In0.196Cu0.003,6.032459444
Ga-Bi-Cu,Ga0.128Bi0.863Cu0.009,6.024859957
Ga-Bi-Cu,Ga0.177Bi0.815Cu0.008,6.024544808
Bi-In-Sb,Bi0.887In0.110Sb0.003,6.021879722
Ga-Bi-Sb,Ga0.263Bi0.733Sb0.004,6.017067885
Ga-Bi-Cu,Ga0.106Bi0.893Cu0.001,6.013685726
Ga-Zn-Sb,Ga0.806Zn0.041Sb0.153,6.012846197
Bi-In-Ag,Bi0.913In0.075Ag0.012,6.012841111
Bi-In-Sb,Bi0.840In0.151Sb0.009,6.011654722
Ga-Sn-Sb,Ga0.806Sn0.132Sb0.062,6.003898654
Ga-Bi-Cu,Ga0.202Bi0.795Cu0.003,6.001953333
Ga-Bi-Sb,Ga0.175Bi0.815Sb0.010,6.001303974
Ga-Zn-Sb,Ga0.804Zn0.033Sb0.163,6.000196709
Ga-Bi-Sb,Ga0.267Bi0.729Sb0.004,5.996526218
Ga-Bi-Sb,Ga0.242Bi0.742Sb0.016,5.987121987
Bi-In-Ag,Bi0.791In0.188Ag0.021,5.986353611
Ga-Zn-Sb,Ga0.809Zn0.064Sb0.127,5.985790855
Ga-Sn-Sb,Ga0.805Sn0.125Sb0.070,5.985122415
Bi-Zn-Sb,Bi0.968Zn0.030Sb0.002,5.984801944
Ga-Bi-Sb,Ga0.162Bi0.826Sb0.012,5.979344188
Ga-Sn-Sb,Ga0.806Sn0.102Sb0.092,5.973750919
Bi-Zn-Ag,Bi0.960Zn0.008Ag0.032,5.972345833
Ga-Sn-Sb,Ga0.795Sn0.062Sb0.143,5.968178397
Bi-In-Ag,Bi0.964In0.001Ag0.035,5.967854167
Bi-In-Ag,Bi0.767In0.229Ag0.004,5.966691389
Ga-Zn-Sb,Ga0.810Zn0.045Sb0.145,5.964078376
Ga-Zn-Sb,Ga0.806Zn0.029Sb0.165,5.962155598
Bi-In-Sb,Bi0.865In0.123Sb0.012,5.959421389
Ga-Zn-Sb,Ga0.803Zn0.089Sb0.108,5.959151111
Bi-Zn-Ag,Bi0.958Zn0.031Ag0.011,5.957743611
Ga-Bi-Cu,Ga0.069Bi0.926Cu0.005,5.954862265
Ga-Bi-Cu,Ga0.277Bi0.718Cu0.005,5.953569402
Ga-Bi-Cu,Ga0.276Bi0.719Cu0.005,5.953420171
Bi-In-Ag,Bi0.842In0.121Ag0.037,5.950501389
Bi-In-Ag,Bi0.797In0.174Ag0.029,5.949555556
Bi-In-Sb,Bi0.875In0.113Sb0.012,5.949118611
Ga-Bi-Sb,Ga0.091Bi0.903Sb0.006,5.942526774
Ga-Sn-Sb,Ga0.791Sn0.136Sb0.073,5.942104594
Ga-Sn-Sb,Ga0.816Sn0.103Sb0.081,5.94023891
Ga-Sn-Sb,Ga0.805Sn0.041Sb0.154,5.936776966
Ga-Sb,Ga0.800Sb0.200,5.934198056
Ga-Sb,Ga0.800Sb0.200,5.934198056
Ga-Sb,Ga0.800Sb0.200,5.934198056
Ga-Sb,Ga0.800Sb0.200,5.934198056
Ga-Sb,Ga0.800Sb0.200,5.934198056
Ga-Sb,Ga0.801Sb0.199,5.934198056
Ga-Sb,Ga0.801Sb0.199,5.934198056
Ga-Sb,Ga0.801Sb0.199,5.934198056
Bi-Zn-Sb,Bi0.955Zn0.037Sb0.008,5.925318056
Bi-In-Sb,Bi0.821In0.162Sb0.017,5.925239444
Ga-Sn-Sb,Ga0.805Sn0.141Sb0.054,5.922919038
Ga-Sn-Sb,Ga0.795Sn0.034Sb0.171,5.920842265
Ga-Zn-Sb,Ga0.799Zn0.114Sb0.087,5.915283436
Ga-Sn-Sb,Ga0.795Sn0.035Sb0.170,5.914078932
Bi-Ag-Cu,Bi0.962Ag0.029Cu0.009,5.914077778
Ga-Zn-Sb,Ga0.810Zn0.022Sb0.168,5.912317564
Ga-Bi-Cu,Ga0.104Bi0.884Cu0.012,5.910508226
Ga-Sb,Ga0.802Sb0.198,5.904511645
Bi-Zn-Sb,Bi0.948Zn0.050Sb0.002,5.9039625
Ga-In-Sb,Ga0.801In0.002Sb0.197,5.901628312
Ga-Zn-Sb,Ga0.800Zn0.002Sb0.198,5.901495748
Ga-Sb,Ga0.803Sb0.197,5.894959338
Ga-Bi-Sb,Ga0.117Bi0.867Sb0.016,5.888153013
Ga-Sb-Cu,Ga0.801Sb0.198Cu0.001,5.885904081
Ga-Bi-Sb,Ga0.297Bi0.702Sb0.001,5.884355299
Ga-Sn,Ga0.864Sn0.136,5.884301026
Ga-Sn,Ga0.864Sn0.136,5.884301026
Ga-Sn,Ga0.864Sn0.136,5.884301026
Ga-Sn,Ga0.863Sn0.137,5.884301026
Ga-Sn,Ga0.863Sn0.137,5.884301026
Ga-Sn,Ga0.863Sn0.137,5.884301026
Ga-Sn,Ga0.863Sn0.137,5.884301026
Ga-Sn,Ga0.863Sn0.137,5.884301026
Ga-Sn,Ga0.864Sn0.136,5.884301026
Ga-Sn,Ga0.863Sn0.137,5.884301026
Ga-Zn-Sb,Ga0.852Zn0.078Sb0.070,5.883711688
Bi-In-Sb,Bi0.731In0.269,5.881840833
Bi-In-Sb,Bi0.834In0.147Sb0.019,5.879608889
Bi-In-Sb,Bi0.777In0.214Sb0.009,5.878749722
Ga-Sn-Zn,Ga0.804Sn0.110Zn0.086,5.872088632
Ga-Bi-Sb,Ga0.809Bi0.002Sb0.189,5.869526944
Ga-Sn-Ag,Ga0.865Sn0.134Ag0.001,5.869507821
Bi-Zn-Ag,Bi0.946Zn0.018Ag0.036,5.864934444
Ga-Sn-Zn,Ga0.854Sn0.066Zn0.080,5.863116261
Ga-Bi-Sb,Ga0.092Bi0.896Sb0.012,5.862865662
Ga-In-Sb,Ga0.823In0.023Sb0.154,5.859486795
Ga-Sn-Zn,Ga0.839Sn0.091Zn0.070,5.853948526
Ga-Sn-Zn,Ga0.825Sn0.094Zn0.081,5.852425513
Ga-Sn-Zn,Ga0.858Sn0.122Zn0.020,5.850603889
Ga-Sn-Zn,Ga0.855Sn0.102Zn0.043,5.843033803
Ga-Sb-Cu,Ga0.804Sb0.192Cu0.004,5.837881261
Ga-In-Sb,Ga0.798In0.016Sb0.186,5.837187585
Ga-Sn-Zn,Ga0.851Sn0.127Zn0.022,5.835938632
Ga-In-Sb,Ga0.822In0.016Sb0.162,5.835064679
Ga-Sn-Zn,Ga0.899Sn0.094Zn0.007,5.833290855
Ga-Sn-Ag,Ga0.869Sn0.129Ag0.002,5.829711838
Ga-Sn-Zn,Ga0.843Sn0.114Zn0.043,5.825983248
Bi-Zn-Ag,Bi0.941Zn0.028Ag0.031,5.825721389
Ga-Ag-Sb,Ga0.809Ag0.028Sb0.163,5.825113932
Ga-Sb-Cu,Ga0.797Sb0.199Cu0.004,5.823545278
Ga-Sn-Zn,Ga0.891Sn0.029Zn0.080,5.822942479
Ga-Ag-Sb,Ga0.817Ag0.020Sb0.163,5.81811906
Ga-In-Sb,Ga0.830In0.001Sb0.169,5.808049274
Ga-Zn,Ga0.819Zn0.181,5.807771256
Ga-Zn,Ga0.819Zn0.181,5.807771256
Ga-Zn,Ga0.819Zn0.181,5.807771256
Ga-Zn,Ga0.818Zn0.182,5.778752795
Ga-Zn,Ga0.816Zn0.184,5.778752795
Ga-Zn,Ga0.816Zn0.184,5.778752795
Ga-Zn,Ga0.817Zn0.183,5.778752795
Ga-Zn,Ga0.817Zn0.183,5.778752795
Ga-Zn,Ga0.818Zn0.182,5.778752795
Ga-Zn,Ga0.818Zn0.182,5.778752795
Bi-Zn-Ag,Bi0.911Zn0.066Ag0.023,5.775674167
Ga-Sn-Ag,Ga0.802Sn0.189Ag0.009,5.773075662
Ga-Ag-Sb,Ga0.794Ag0.020Sb0.186,5.771813419
Ga-In-Sb,Ga0.792In0.046Sb0.162,5.765087286
Ga-Sn-Ag,Ga0.887Sn0.106Ag0.007,5.75943188
Ga-In-Zn,Ga0.886In0.029Zn0.085,5.757593483
Ga-In-Zn,Ga0.912In0.006Zn0.082,5.757358739
Ga-Ag-Sb,Ga0.806Ag0.037Sb0.157,5.756551068
Ga-In-Zn,Ga0.797In0.125Zn0.078,5.756149231
Ga-In-Zn,Ga0.808In0.126Zn0.066,5.74809141
Ga-In-Zn,Ga0.919In0.005Zn0.076,5.744511496
Ga-In-Zn,Ga0.802In0.132Zn0.066,5.742860321
Ga-In-Sb,Ga0.818In0.055Sb0.127,5.736707778
Ga-In-Sb,Ga0.820In0.051Sb0.129,5.734418974
Ga-In-Sb,Ga0.803In0.116Sb0.081,5.733421774
Ga-In-Sb,Ga0.832In0.047Sb0.121,5.733270919
Ga-Ag-Sb,Ga0.853Ag0.002Sb0.145,5.730620812
