elements,formula,Predicted_Tc
In-Sn-Ag,In0.610Sn0.381Ag0.009,6.698984444
In-Sn-Cu,In0.527Sn0.453Cu0.020,6.686030556
In-Sn-Zn,In0.547Sn0.395Zn0.058,6.685441667
Ga-Bi-Sn,Ga0.061Bi0.744Sn0.195,6.683136026
In-Sn-Sb,In0.526Sn0.438Sb0.036,6.670209444
Bi-In-Sn,Bi0.814In0.040Sn0.146,6.665315556
In-Sn-Cu,In0.468Sn0.495Cu0.037,6.6605475
Bi-In-Sn,Bi0.034In0.567Sn0.399,6.658419444
In-Sn-Sb,In0.593Sn0.385Sb0.022,6.650618333
In-Sn-Sb,In0.571Sn0.403Sb0.026,6.648243889
Bi-Sn-Zn,Bi0.754Sn0.199Zn0.047,6.647827222
Bi-In-Sn,Bi0.039In0.566Sn0.395,6.645368056
In-Sn-Ag,In0.682Sn0.310Ag0.008,6.643044167
Bi-In-Sn,Bi0.047In0.552Sn0.401,6.637106389
In-Sn-Sb,In0.563Sn0.398Sb0.039,6.631691111
In-Sn-Cu,In0.457Sn0.505Cu0.038,6.6278175
In-Sn-Sb,In0.521Sn0.434Sb0.045,6.621337222
In-Sn-Ag,In0.460Sn0.519Ag0.021,6.621180278
In-Sn-Cu,In0.524Sn0.444Cu0.032,6.617516667
Bi-Sn-Ag,Bi0.760Sn0.199Ag0.041,6.609191667
In-Sn-Ag,In0.462Sn0.510Ag0.028,6.599049167
Bi-Sn-Zn,Bi0.761Sn0.185Zn0.054,6.594001111
In-Sn-Sb,In0.469Sn0.480Sb0.051,6.59043
Ga-Bi-Sn,Ga0.090Bi0.712Sn0.198,6.580162692
In-Sn-Sb,In0.477Sn0.463Sb0.060,6.577226667
In-Sn-Ag,In0.627Sn0.363Ag0.010,6.572833056
Bi-Sn-Sb,Bi0.830Sn0.156Sb0.014,6.571442778
In-Sn-Sb,In0.522Sn0.410Sb0.068,6.566587778
Ga-Bi-Sn,Ga0.080Bi0.736Sn0.184,6.56110797
In-Sn-Ag,In0.482Sn0.463Ag0.055,6.526085556
Ga-Bi-Sn,Ga0.043Bi0.737Sn0.220,6.511424509
Ga-Bi-Sn,Ga0.021Bi0.861Sn0.118,6.504498056
In-Sn-Ag,In0.641Sn0.336Ag0.023,6.498913611
Ga-Bi-Sn,Ga0.079Bi0.816Sn0.105,6.496738932
In-Sn-Ag,In0.616Sn0.358Ag0.026,6.473252222
Ga-Bi-Sn,Ga0.107Bi0.768Sn0.125,6.470662885
Ga-Bi-Sn,Ga0.088Bi0.813Sn0.099,6.450630598
Ga-Bi-Sn,Ga0.132Bi0.673Sn0.195,6.448183376
Sn-Cu,Sn0.892Cu0.108,6.436722222
Sn-Cu,Sn0.901Cu0.099,6.427276667
Sn-Cu,Sn0.901Cu0.099,6.427276667
Sn-Cu,Sn0.890Cu0.110,6.419613889
Sn-Cu,Sn0.885Cu0.115,6.418313889
Sn-Cu,Sn0.883Cu0.117,6.410188889
Sn-Cu,Sn0.882Cu0.118,6.410188889
Sn-Cu,Sn0.878Cu0.122,6.409588889
Sn-Cu,Sn0.877Cu0.123,6.406077778
Sn-Cu,Sn0.876Cu0.124,6.402566667
Bi-Sn-Sb,Bi0.847Sn0.136Sb0.017,6.389753889
Bi-Sn-Sb,Bi0.749Sn0.213Sb0.038,6.341577222
Bi-Sn-Ag,Bi0.833Sn0.118Ag0.049,6.334276389
Bi-Sn-Cu,Bi0.760Sn0.209Cu0.031,6.330705556
Bi-Sn-Ag,Bi0.758Sn0.163Ag0.079,6.307737222
Bi-Sn-Cu,Bi0.042Sn0.860Cu0.098,6.289525833
Bi-Sn-Ag,Bi0.879Sn0.090Ag0.031,6.274851389
Bi-Sn-Cu,Bi0.861Sn0.116Cu0.023,6.239443056
Sn-Sb-Cu,Sn0.837Sb0.062Cu0.101,6.23189
Bi,Bi1.000,6.205
Bi-In,Bi1.000,6.205
Bi-Zn,Bi1.000,6.205
Bi-Sb,Bi1.000,6.205
Bi-Cu,Bi1.000,6.205
Ga-Bi,Ga0.003Bi0.997,6.197958333
Ga-Bi,Ga0.002Bi0.998,6.197425
Ga-Bi,Ga0.002Bi0.998,6.197425
Bi-In,Bi0.999In0.001,6.197425
Bi-Sb,Bi0.999Sb0.001,6.189675
Bi-Sb,Bi0.999Sb0.001,6.189675
Bi-Ag,Bi0.997Ag0.003,6.188908333
Ga-Bi,Ga0.230Bi0.770,6.184723526
Bi-Sn-Cu,Bi0.064Sn0.817Cu0.119,6.180306389
Bi-In,Bi0.992In0.008,6.172312778
Sn-Zn-Cu,Sn0.799Zn0.067Cu0.134,6.169807778
Ga-Bi,Ga0.244Bi0.756,6.168788654
Ga-Bi,Ga0.240Bi0.760,6.166599765
Bi-In,Bi0.825In0.175,6.165558889
Bi-In,Bi0.825In0.175,6.165558889
Bi-In,Bi0.826In0.174,6.165558889
Ga-Bi-In,Bi0.826In0.174,6.165558889
Ga-Bi-In,Ga0.245Bi0.715In0.040,6.162763162
Ga-Bi,Ga0.212Bi0.788,6.161488397
Ga-Bi-In,Ga0.229Bi0.737In0.034,6.159840128
Ga-Bi,Ga0.211Bi0.789,6.159321731
Ga-Bi,Ga0.165Bi0.835,6.15927953
Bi-In,Bi0.977In0.023,6.158839167
Ga-Bi,Ga0.214Bi0.786,6.158655064
Bi-In,Bi0.823In0.177,6.156735833
Bi-In,Bi0.974In0.026,6.1564725
Bi-In,Bi0.973In0.027,6.1564725
Bi-Zn-Sb,Bi0.993Zn0.005Sb0.002,6.155858333
Bi-Ag,Bi0.992Ag0.008,6.155483333
Bi-In-Zn,Bi0.983In0.012Zn0.005,6.153275278
Ga-Bi-Zn,Ga0.210Bi0.789Zn0.001,6.151988397
Bi-Cu,Bi0.997Cu0.003,6.148919444
Ga-Bi-In,Ga0.193Bi0.799In0.008,6.14890188
Bi-Zn,Bi0.988Zn0.012,6.142115
Bi-Sn-Cu,Bi0.289Sn0.649Cu0.062,6.138374167
Bi-Sn-Cu,Bi0.036Sn0.811Cu0.153,6.137820556
Ga-Bi-In,Ga0.013Bi0.822In0.165,6.133178675
Bi-Ag,Bi0.990Ag0.010,6.128958333
Bi-Ag,Bi0.986Ag0.014,6.122925
Bi-Sn-Cu,Bi0.014Sn0.803Cu0.183,6.122209167
Bi-Sb,Bi0.994Sb0.006,6.121858333
Bi-Sn-Cu,Bi0.020Sn0.892Cu0.088,6.117103889
Bi-Zn,Bi0.985Zn0.015,6.112485833
Bi-Zn,Bi0.984Zn0.016,6.112485833
Bi-Zn,Bi0.985Zn0.015,6.112485833
Ga-Bi-In,Ga0.062Bi0.814In0.124,6.111045534
Ga-Bi-In,Ga0.032Bi0.853In0.115,6.106928526
Bi-Cu,Bi0.993Cu0.007,6.105419444
Bi-Zn,Bi0.980Zn0.020,6.104910833
Bi-Sb,Bi0.992Sb0.008,6.102483333
Ga-Bi-Cu,Ga0.256Bi0.744,6.101142885
Ga-Bi-In,Ga0.188Bi0.812,6.09950765
Bi-Zn,Bi0.977Zn0.023,6.097335833
Ga-Bi-In,Ga0.238Bi0.706In0.056,6.089484359
Bi-Ag,Bi0.983Ag0.017,6.088395833
Bi-Sn-Cu,Bi0.194Sn0.739Cu0.067,6.087896667
Bi-Ag,Bi0.982Ag0.018,6.084695833
Sn-Ag-Cu,Sn0.816Ag0.072Cu0.112,6.082254722
Ga-Bi-In,Ga0.011Bi0.795In0.194,6.07870562
Bi-Zn,Bi0.975Zn0.025,6.078499167
Bi-Zn,Bi0.976Zn0.024,6.077515833
Ga-Bi-Zn,Ga0.193Bi0.792Zn0.015,6.076911325
Bi-Cu,Bi0.989Cu0.011,6.072740278
Bi-Ag,Bi0.979Ag0.021,6.070295833
Bi-Sb,Bi0.991Sb0.009,6.064608333
Ga-Bi-Ag,Ga0.206Bi0.792Ag0.002,6.062696731
Ga-Bi-Ag,Ga0.043Bi0.950Ag0.007,6.049515256
Bi-Sn-Zn,Bi0.878Sn0.052Zn0.070,6.047711389
Ga-Bi-Zn,Ga0.204Bi0.793Zn0.003,6.046349509
Ga-Bi-Zn,Ga0.252Bi0.724Zn0.024,6.045935107
Bi-Zn,Bi0.973Zn0.027,6.043743611
Ga-Sn-Cu,Ga0.031Sn0.797Cu0.172,6.041411389
Ga-Bi-Ag,Ga0.204Bi0.791Ag0.005,6.040321731
Bi-Sn-Sb,Bi0.727Sn0.258Sb0.015,6.037576111
Bi-Sn-Zn,Bi0.708Sn0.243Zn0.049,6.030464444
Bi-Sn-Ag,Bi0.723Sn0.275Ag0.002,6.025715556
Sn-Sb-Cu,Sn0.795Sb0.098Cu0.107,6.025105556
Bi-Sn-Ag,Bi0.844Sn0.076Ag0.080,6.024788333
Bi-Cu,Bi0.985Cu0.015,6.021644444
Sn-Sb-Cu,Sn0.784Sb0.061Cu0.155,6.020384444
Bi-In-Zn,Bi0.795In0.176Zn0.029,6.017561389
Bi-Sb,Bi0.988Sb0.012,6.0158
Ga-Bi-Ag,Ga0.122Bi0.855Ag0.023,6.014728846
Ga-Bi-Sb,Ga0.221Bi0.769Sb0.010,6.011449295
Ga-Sn-Cu,Ga0.064Sn0.807Cu0.129,6.008165342
Bi-Ag,Bi0.970Ag0.030,6.006220833
Bi-Sb,Bi0.987Sb0.013,6.00435
Bi-Sb,Bi0.987Sb0.013,6.00435
Sn-Zn-Cu,Sn0.775Zn0.003Cu0.222,6.002003056
Bi-Sn-Sb,Bi0.723Sn0.262Sb0.015,5.996127778
Ga-Bi-Zn,Ga0.244Bi0.716Zn0.040,5.991879551
Bi-Sn-Ag,Bi0.820Sn0.083Ag0.097,5.991493889
Ga-Sn-Cu,Ga0.090Sn0.811Cu0.099,5.990434231
Ga-Sn-Sb,Ga0.811Sn0.136Sb0.053,5.986102073
Ga-Bi-Zn,Ga0.055Bi0.918Zn0.027,5.984748376
Bi-Sn-Sb,Bi0.867Sn0.092Sb0.041,5.979518056
Bi-Ag,Bi0.965Ag0.035,5.975429167
Ga-Sn-Cu,Ga0.129Sn0.757Cu0.114,5.97135797
Bi-In-Zn,Bi0.874In0.093Zn0.033,5.969877222
Ga-Bi-Zn,Ga0.234Bi0.727Zn0.039,5.966676303
Bi-Sn-Zn,Bi0.379Sn0.596Zn0.025,5.959425556
Sn-Zn-Cu,Sn0.701Zn0.076Cu0.223,5.9561075
Bi-In-Ag,Bi0.802In0.167Ag0.031,5.953402778
Ga-Bi-Ag,Ga0.224Bi0.745Ag0.031,5.950444573
Bi-Ag,Bi0.963Ag0.037,5.948370833
Bi-In-Zn,Bi0.915In0.043Zn0.042,5.947678056
Ga-Sn-Sb,Ga0.812Sn0.101Sb0.087,5.947061432
Sn-Zn-Cu,Sn0.738Zn0.083Cu0.179,5.939576667
Sn-Zn-Cu,Sn0.712Zn0.042Cu0.246,5.935830278
Bi-In-Sb,Bi0.812In0.176Sb0.012,5.935371944
Ga-Sn-Cu,Ga0.235Sn0.665Cu0.100,5.935254188
Sn-Zn-Cu,Sn0.703Zn0.064Cu0.233,5.928849167
Bi-Sn-Zn,Bi0.393Sn0.586Zn0.021,5.922377778
Bi-Sn-Sb,Bi0.976Sn0.004Sb0.020,5.922259167
Ga-Bi-Zn,Ga0.225Bi0.730Zn0.045,5.915799295
Ga-Bi-Zn,Ga0.140Bi0.809Zn0.051,5.914577735
Ga-Zn-Sb,Ga0.810Zn0.092Sb0.098,5.913931496
Bi-Sb,Bi0.981Sb0.019,5.910270833
Bi-Sn-Zn,Bi0.387Sn0.588Zn0.025,5.907161111
Ga-Sn-Sb,Ga0.803Sn0.024Sb0.173,5.894542179
Bi-Sn-Sb,Bi0.393Sn0.570Sb0.037,5.892255
Bi-In-Zn,Bi0.780In0.157Zn0.063,5.886373333
Ga-Sb,Ga0.806Sb0.194,5.880290363
Ga-Bi-Cu,Ga0.242Bi0.742Cu0.016,5.876117265
Bi-In-Sb,Bi0.939In0.049Sb0.012,5.874928056
Bi-Sn-Sb,Bi0.970Sn0.007Sb0.023,5.874554722
Bi-Zn-Ag,Bi0.938Zn0.050Ag0.012,5.873984722
Ga-Sn,Ga0.870Sn0.130,5.872629274
Ga-Sn,Ga0.870Sn0.130,5.872629274
Ga-Sb,Ga0.808Sb0.192,5.871811816
Ga-Sn,Ga0.869Sn0.131,5.869507821
Ga-Sn,Ga0.866Sn0.134,5.869507821
Ga-Sb,Ga0.810Sb0.190,5.868627714
Ga-Sb,Ga0.811Sb0.189,5.864292842
Bi-Sn-Zn,Bi0.670Sn0.206Zn0.124,5.86403
Ga-Sn,Ga0.821Sn0.179,5.863268397
Ga-Sn-Cu,Ga0.266Sn0.676Cu0.058,5.861402778
Bi-In-Ag,Bi0.896In0.065Ag0.039,5.855965
Ga-Sn,Ga0.810Sn0.190,5.855062244
Ga-Sn,Ga0.809Sn0.191,5.855062244
Ga-Sn-Sb,Ga0.856Sn0.104Sb0.040,5.855003376
Ga-Sb,Ga0.814Sb0.186,5.854740534
Ga-Sb,Ga0.814Sb0.186,5.854740534
Sn-Zn-Cu,Sn0.690Zn0.111Cu0.199,5.854737667
Ga-Sn-Cu,Ga0.034Sn0.763Cu0.203,5.851630064
Ga-Sb,Ga0.819Sb0.181,5.847433782
Ga-Sn-Zn,Ga0.801Sn0.181Zn0.018,5.846914466
Ga-Sn,Ga0.854Sn0.146,5.846044038
Sn-Zn-Cu,Sn0.663Zn0.025Cu0.312,5.839755
Ga-Bi-Zn,Ga0.308Bi0.677Zn0.015,5.838788697
Ga-Sn,Ga0.808Sn0.192,5.838337115
Ga-Sn,Ga0.874Sn0.126,5.835376197
Bi-Sn-Sb,Bi0.341Sn0.621Sb0.038,5.833285556
Ga-Sb,Ga0.816Sb0.184,5.831862329
Bi-In-Ag,Bi0.753In0.226Ag0.021,5.831498611
Ga-Sb,Ga0.822Sb0.178,5.830313269
Ga-Sb,Ga0.824Sb0.176,5.826719786
Ga-Sn-Cu,Ga0.239Sn0.643Cu0.118,5.825715919
Ga-Sn-Zn,Ga0.846Sn0.082Zn0.072,5.825106175
Bi-Sn-Ag,Bi0.757Sn0.109Ag0.134,5.823652778
Bi-Sn-Zn,Bi0.401Sn0.570Zn0.029,5.822855556
Ga-Sn-Cu,Ga0.267Sn0.640Cu0.093,5.820860427
Ga-Bi-Sb,Ga0.813Bi0.005Sb0.182,5.820801218
Bi-Sn-Zn,Bi0.326Sn0.650Zn0.024,5.812277222
Ga-Bi-Ag,Ga0.306Bi0.683Ag0.011,5.810972308
Bi-Sn-Ag,Bi0.404Sn0.584Ag0.012,5.805047222
Ga-Sn-Zn,Ga0.846Sn0.126Zn0.028,5.802573932
Sn-Zn-Cu,Sn0.665Zn0.101Cu0.234,5.801875556
Ga-Sn-Zn,Ga0.897Sn0.037Zn0.066,5.786630812
Bi-In-Zn,Bi0.695In0.292Zn0.013,5.785508611
Sn-Zn-Cu,Sn0.662Zn0.048Cu0.290,5.785058889
Ga-Sn-Sb,Ga0.787Sn0.104Sb0.109,5.784507543
Ga-Zn,Ga0.817Zn0.183,5.778752795
Ga-Zn,Ga0.816Zn0.184,5.778752795
Ga-In-Zn,Ga0.903In0.022Zn0.075,5.776730791
Ga-Zn,Ga0.922Zn0.078,5.774234957
Ga-Sn-Cu,Ga0.242Sn0.677Cu0.081,5.767263974
Ga-Sn-Zn,Ga0.836Sn0.160Zn0.004,5.766382051
Ga-Sn-Sb,Ga0.790Sn0.010Sb0.200,5.757188333
Ga-Zn,Ga0.809Zn0.191,5.751047667
Ga-Zn,Ga0.809Zn0.191,5.751047667
Ga-Zn,Ga0.810Zn0.190,5.751047667
Ga-Zn,Ga0.810Zn0.190,5.751047667
Bi-Cu,Bi0.966Cu0.034,5.749047222
Ga-Zn,Ga0.811Zn0.189,5.747863564
Ga-Zn,Ga0.811Zn0.189,5.747863564
Ga-Zn,Ga0.814Zn0.186,5.747863564
Ga-Zn-Sb,Ga0.840Zn0.052Sb0.108,5.747549551
Bi-In-Ag,Bi0.766In0.182Ag0.052,5.747085278
Ga-Bi-Ag,Ga0.333Bi0.651Ag0.016,5.746124038
Ga-Bi-Sb,Ga0.292Bi0.692Sb0.016,5.74165453
Sn-Ag-Cu,Sn0.714Ag0.091Cu0.195,5.735390833
Bi-In-Zn,Bi0.636In0.361Zn0.003,5.733916389
Bi-In-Sb,Bi0.608In0.392,5.728189167
Bi-In-Zn,Bi0.695In0.277Zn0.028,5.725761944
Bi-In-Zn,Bi0.624In0.369Zn0.007,5.721668611
Ga-Bi-Ag,Ga0.305Bi0.661Ag0.034,5.715481197
Bi-Cu,Bi0.941Cu0.059,5.714713889
Ga-Bi-Sb,Ga0.827Bi0.030Sb0.143,5.713262607
Ga-Bi-Ag,Ga0.372Bi0.616Ag0.012,5.713148953
Sn-Ag-Cu,Sn0.717Ag0.069Cu0.214,5.709446389
Ga-Bi-Cu,Ga0.053Bi0.914Cu0.033,5.708494423
Ga-In-Sb,Ga0.811In0.106Sb0.083,5.70812656
Ga-Bi-Sb,Ga0.241Bi0.717Sb0.042,5.703679551
Bi-In-Zn,Bi0.754In0.167Zn0.079,5.703263889
Ga-Bi-Ag,Ga0.366Bi0.625Ag0.009,5.701082842
Ga-Sn-Ag,Ga0.815Sn0.154Ag0.031,5.699888162
Ga-Bi-Sb,Ga0.811Bi0.051Sb0.138,5.698936175
Ga-Bi-Sb,Ga0.218Bi0.743Sb0.039,5.695718739
Sn-Ag-Cu,Sn0.702Ag0.017Cu0.281,5.694703056
Ga-Sn-Zn,Ga0.871Sn0.006Zn0.123,5.69384647
Ga-Sn-Sb,Ga0.922Sn0.078,5.689669167
Bi-In-Ag,Bi0.620In0.372Ag0.008,5.689485278
Ga-Zn-Ag,Ga0.807Zn0.163Ag0.030,5.688847415
Ga-Bi-Sb,Ga0.864Bi0.006Sb0.130,5.688393013
Ga-In-Zn,Ga0.855In0.077Zn0.068,5.687940064
Sn-Ag-Cu,Sn0.676Ag0.001Cu0.323,5.687472222
Bi-Cu,Bi0.940Cu0.060,5.687447222
Bi-Cu,Bi0.940Cu0.060,5.687447222
Bi-In-Ag,Bi0.792In0.127Ag0.081,5.685122222
Ga-In-Zn,Ga0.835In0.049Zn0.116,5.68470412
Bi-Ag-Cu,Bi0.933Ag0.054Cu0.013,5.684405556
Ga-Bi-Cu,Ga0.063Bi0.872Cu0.065,5.683686645
Ga-In-Zn,Ga0.800In0.102Zn0.098,5.682901026
Ga-Bi-Cu,Ga0.099Bi0.838Cu0.063,5.678786154
Bi-In-Cu,Bi0.728In0.255Cu0.017,5.671367778
Bi-In-Ag,Bi0.668In0.311Ag0.021,5.670995278
Ga-Bi-Cu,Ga0.274Bi0.708Cu0.018,5.670118846
Ga-Zn-Sb,Ga0.860Zn0.011Sb0.129,5.666715235
Ga-In-Zn,Ga0.793In0.021Zn0.186,5.66615835
Ga-In-Sb,Ga0.824In0.115Sb0.061,5.658819103
Sn-Ag-Cu,Sn0.669Ag0.003Cu0.328,5.658663889
Bi-In-Ag,Bi0.897In0.024Ag0.079,5.653102778
Bi-In-Ag,Bi0.668In0.306Ag0.026,5.647940833
Sn-Sb-Cu,Sn0.673Sb0.009Cu0.318,5.646100556
Ga-Sn-Zn,Ga0.835Sn0.013Zn0.152,5.645458564
Bi-Cu,Bi0.938Cu0.062,5.643219444
Ga-In-Sb,Ga0.818In0.087Sb0.095,5.635316944
Ga-Sn-Zn,Ga0.858Sn0.008Zn0.134,5.634503308
Ga-Sn-Zn,Ga0.788Sn0.165Zn0.047,5.626687479
Bi-In-Ag,Bi0.641In0.327Ag0.032,5.626096389
Ga-Bi-Sb,Ga0.788Bi0.003Sb0.209,5.625376389
Ga-Sn-Sb,Ga0.914Sn0.043Sb0.043,5.623260299
Ga-Sb-Cu,Ga0.827Sb0.159Cu0.014,5.620102009
Ga-Sn-Ag,Ga0.897Sn0.066Ag0.037,5.617573376
Ga-Bi-Cu,Ga0.059Bi0.902Cu0.039,5.604185256
Sn-Ag-Cu,Sn0.684Ag0.120Cu0.196,5.600688889
Bi-Zn-Ag,Bi0.895Zn0.025Ag0.080,5.598135278
Ga-Sn-Sb,Ga0.757Sn0.064Sb0.179,5.596716474
Bi-In-Sb,Bi0.631In0.357Sb0.012,5.592194167
Bi-In-Sb,Bi0.736In0.242Sb0.022,5.589611389
Sn-Ag-Cu,Sn0.749Ag0.140Cu0.111,5.588016389
Ga-Bi-Cu,Ga0.212Bi0.752Cu0.036,5.576395
Ga-Sn-Zn,Ga0.782Sn0.160Zn0.058,5.568549359
Ga-In-Sb,Ga0.781In0.145Sb0.074,5.564683889
Sn-Ag-Cu,Sn0.657Ag0.038Cu0.305,5.563966667
Ga-In-Zn,Ga0.765In0.150Zn0.085,5.556832457
Sn-Sb-Cu,Sn0.669Sb0.072Cu0.259,5.544638333
Ga-Ag-Sb,Ga0.914Ag0.003Sb0.083,5.538535449
Bi-In-Cu,Bi0.626In0.357Cu0.017,5.536312778
Ga-Ag-Sb,Ga0.914Ag0.008Sb0.078,5.523863397
Ga-Zn-Ag,Ga0.824Zn0.146Ag0.030,5.518190491
Ga-In,Ga0.830In0.170,5.517306453
Ga-In-Zn,Ga0.830In0.134Zn0.036,5.515274103
Ga-In,Ga0.855In0.145,5.511031197
Ga-In,Ga0.856In0.144,5.511031197
Ga-In,Ga0.833In0.167,5.509354915
Ga-Sn-Sb,Ga0.742Sn0.168Sb0.090,5.506363739
Bi-In-Sb,Bi0.757In0.208Sb0.035,5.505330833
Ga-Ag-Sb,Ga0.819Ag0.066Sb0.115,5.502581325
Ga-In,Ga0.879In0.121,5.4937425
Ga-In,Ga0.810In0.190,5.493152756
Ga-In,Ga0.811In0.189,5.489968654
Ga-In,Ga0.811In0.189,5.489968654
Ga-In,Ga0.811In0.189,5.489968654
Ga-Zn-Cu,Ga0.831Zn0.156Cu0.013,5.489155124
Ga-In,Ga0.841In0.159,5.489042863
Ga-In-Zn,Ga0.918In0.038Zn0.044,5.488022671
Bi-Zn-Cu,Bi0.906Zn0.054Cu0.040,5.487778333
Sn-Ag-Cu,Sn0.662Ag0.115Cu0.223,5.487583333
Ga-Zn-Sb,Ga0.755Zn0.213Sb0.032,5.486092491
Ga-Zn-Sb,Ga0.743Zn0.068Sb0.189,5.48501844
Sn-Sb-Cu,Sn0.661Sb0.185Cu0.154,5.482505833
Sn-Sb-Cu,Sn0.653Sb0.195Cu0.152,5.478639167
Ga-Bi-Sb,Ga0.238Bi0.694Sb0.068,5.476857415
Ga-Ag-Sb,Ga0.829Ag0.066Sb0.105,5.462294701
Ga-Zn-Sb,Ga0.738Zn0.065Sb0.197,5.453673526
Ga-In-Ag,Ga0.827In0.153Ag0.020,5.44078688
Ga-In-Zn,Ga0.764In0.046Zn0.190,5.439544077
Ga-Zn-Cu,Ga0.823Zn0.163Cu0.014,5.439230701
Ga-In-Sb,Ga0.762In0.065Sb0.173,5.434503184
Ga-Zn-Sb,Ga0.736Zn0.165Sb0.099,5.433728949
Ga-In-Sb,Ga0.762In0.053Sb0.185,5.428804744
Bi-In-Cu,Bi0.615In0.317Cu0.068,5.418476389
Ga-In-Sb,Ga0.768In0.025Sb0.207,5.418245833
Bi-Zn-Ag,Bi0.885Zn0.007Ag0.108,5.414234722
Bi-Zn-Ag,Bi0.882Zn0.014Ag0.104,5.410413611
Sn-Sb-Cu,Sn0.648Sb0.099Cu0.253,5.410256667
Sn-Sb-Cu,Sn0.636Sb0.042Cu0.322,5.409637778
Ga-In-Zn,Ga0.957In0.028Zn0.015,5.407585043
Ga-In-Ag,Ga0.871In0.106Ag0.023,5.404672051
Ga-In-Cu,Ga0.878In0.116Cu0.006,5.401945705
Ga-Ag-Sb,Ga0.783Ag0.065Sb0.152,5.391998162
Ga-In-Ag,Ga0.959In0.038Ag0.003,5.389877051
Bi-Zn-Ag,Bi0.873Zn0.019Ag0.108,5.384358056
Sn-Sb-Cu,Sn0.648Sb0.229Cu0.123,5.3764825
Ga-In-Sb,Ga0.939In0.058Sb0.003,5.371691581
Ga-Sn-Ag,Ga0.795Sn0.095Ag0.110,5.370150769
Ga-In-Ag,Ga0.287In0.574Ag0.139,5.36824656
Bi-In-Sb,Bi0.688In0.272Sb0.040,5.349968611
Ga-In-Ag,Ga0.908In0.055Ag0.037,5.345708098
Ga-Bi-Cu,Ga0.074Bi0.856Cu0.070,5.33648109
