elements,calculated,Predicted_Tc,Elements
La-Gd,yes,5.0882253763803025,La0.999Gd0.001
La-Yb,yes,5.373295079365075,La0.991Yb0.009
La-Sm,yes,5.18512184748,La0.997Sm0.003
La-Eu,yes,4.829477716425881,La0.997Eu0.003
La-Dy,yes,5.132683987491414,La0.999Dy0.001
La-Ho,yes,5.265824786879785,La0.995Ho0.005
La-Be,yes,5.267781929736928,La0.994Be0.006
La-Er,yes,5.6210785185185355,La0.994Er0.006
La-Al,yes,5.265824786879785,La0.995Al0.005
La-Co,yes,4.5817385170385165,La0.994Co0.006
La-Pr,yes,5.26966722222222,La0.990Pr0.010
La-Cs,yes,5.311529906468229,La1.000
La-Rb,yes,5.915055370370368,La0.633Rb0.367
La-Cd,yes,5.204377819587814,La0.991Cd0.009
La-Ga,yes,5.548036637902428,La0.013Ga0.987
La-K,yes,5.251402264032259,La0.990K0.010
La-Na,yes,18.832961111111107,La0.942Na0.058
La-Ni,yes,5.098933719681878,La0.998Ni0.002
La-Tm,yes,5.311529906468229,La1.000
La-Lu,yes,5.513735518925507,La0.990Lu0.010
La-Zr,yes,5.144987418390572,La0.996Zr0.004
La-Sc,yes,9.081249909812405,La0.010Sc0.990
La-Tb,yes,5.21048591702156,La0.997Tb0.003
La-Mn,yes,5.311529906468229,La1.000
La-W,yes,5.311529906468229,La1.000
La-Ag,yes,5.2508181202131174,La0.995Ag0.005
La-Sn,yes,5.267781929736928,La0.994Sn0.006
La-In,yes,5.245828930698925,La0.990In0.010
La-Ge,yes,5.311529906468229,La1.000
La-Zn,yes,5.132683987491414,La0.999Zn0.001
La-Ru,yes,4.889628437673436,La0.994Ru0.006
La-Hf,yes,5.18725408505724,La0.996Hf0.004
La-Nb,yes,9.166853922535712,La0.003Nb0.997
La-Pt,yes,5.267781929736928,La0.994Pt0.006
La-Pd,yes,5.251402264032259,La0.990Pd0.010
La-Ta,yes,5.233492264032259,La0.990Ta0.010
La-Mo,yes,7.5056280488057805,La0.589Mo0.411
La-Tc,yes,9.975257990620486,La0.064Tc0.936
La-Rh,yes,5.098933719681878,La0.998Rh0.002
La-Os,yes,4.49950955562698,La0.999Os0.001
La-Ti,yes,5.267781929736928,La0.994Ti0.006
La-Ir,yes,5.246511152921148,La0.991Ir0.009
La-Sb,yes,5.213609115884114,La0.993Sb0.007
La-Au,yes,5.311529906468229,La1.000
La-Th,yes,5.267781929736928,La0.994Th0.006
La-Pu,yes,11.861012238224724,La0.037Pu0.963
La-Mg,yes,5.267781929736928,La0.994Mg0.006
La-U,yes,5.311529906468229,La1.000
La-Np,yes,5.267781929736928,La0.994Np0.006
Bi-Ce,yes,6.181886512289452,Bi0.998Ce0.002
Bi-Fe,yes,7.265611965811956,Bi0.222Fe0.778
Bi-Li,yes,12.168879303104296,Bi0.005Li0.995
Bi-Hg,yes,6.18794702258253,Bi0.818Hg0.182
Bi-V,yes,6.238558073136013,Bi0.997V0.003
Bi-Cr,yes,6.181886512289452,Bi1.000
Bi-Re,yes,6.181886512289452,Bi0.998Re0.002
Bi-Nd,yes,6.181886512289452,Bi0.998Nd0.002
Bi-Gd,yes,6.18794702258253,Bi0.817Gd0.183
Bi-Yb,yes,6.18794702258253,Bi0.820Yb0.180
Bi-Sm,yes,6.181886512289452,Bi0.998Sm0.002
Bi-Eu,yes,6.191320290980798,Bi0.800Eu0.200
Bi-Dy,yes,6.18794702258253,Bi0.807Dy0.193
Bi-Ho,yes,6.191320290980798,Bi0.800Ho0.200
Bi-Be,yes,6.191320290980798,Bi0.800Be0.200
Bi-Er,yes,6.191320290980798,Bi0.800Er0.200
Bi-Al,yes,6.191320290980798,Bi0.800Al0.200
Bi-Co,yes,6.181886512289452,Bi0.998Co0.002
Bi-Pr,yes,6.181886512289452,Bi0.996Pr0.004
Bi-Cs,yes,6.18794702258253,Bi0.808Cs0.192
Bi-Rb,yes,11.413257999777999,Bi0.621Rb0.379
Bi-Cd,yes,6.181886512289452,Bi0.997Cd0.003
Bi-Ga,yes,6.191320290980798,Bi0.800Ga0.200
Bi-K,yes,6.181886512289452,Bi0.998K0.002
Bi-Na,yes,17.414194164412603,Bi0.951Na0.049
Bi-Ni,yes,6.191320290980798,Bi0.800Ni0.200
Bi-Tm,yes,6.191320290980798,Bi0.800Tm0.200
Bi-Lu,yes,6.18794702258253,Bi0.802Lu0.198
Bi-Zr,yes,6.181886512289452,Bi0.999Zr0.001
Bi-Sc,yes,9.081249909812405,Bi0.005Sc0.995
Bi-Tb,yes,6.181886512289452,Bi0.997Tb0.003
Bi-Mn,yes,6.139644735425242,Bi0.800Mn0.200
Bi-W,yes,6.181886512289452,Bi1.000
Bi-Ag,yes,6.181886512289452,Bi0.998Ag0.002
Bi-Sn,yes,6.901777133838362,Bi0.790Sn0.210
Bi-In,yes,6.1936803559158635,Bi0.802In0.198
Bi-Ge,yes,6.18794702258253,Bi0.809Ge0.191
Bi-Zn,yes,6.181886512289452,Bi1.000
Bi-Ru,yes,6.181886512289452,Bi0.997Ru0.003
Bi-Hf,yes,6.181886512289452,Bi0.997Hf0.003
Bi-Nb,yes,9.166853922535712,Bi0.003Nb0.997
Bi-Pt,yes,6.181886512289452,Bi0.996Pt0.004
Bi-Pd,yes,6.18794702258253,Bi0.818Pd0.182
Bi-Ta,yes,6.18876702258253,Bi0.801Ta0.199
Bi-Mo,yes,6.181886512289452,Bi0.999Mo0.001
Bi-Tc,yes,9.881588823953832,Bi0.077Tc0.923
Bi-Rh,yes,6.149848972606911,Bi0.970Rh0.030
Bi-Os,yes,6.164930355915862,Bi0.801Os0.199
Bi-Ti,yes,6.185073624314132,Bi0.800Ti0.200
Bi-Ir,yes,6.181886512289452,Bi1.000
Bi-Sb,yes,6.176714845622785,Bi0.995Sb0.005
Bi-Au,yes,6.181886512289452,Bi0.996Au0.004
Bi-Th,yes,6.181886512289452,Bi0.999Th0.001
Bi-Pu,yes,11.861012238224724,Bi0.032Pu0.968
Bi-Mg,yes,6.181886512289452,Bi0.999Mg0.001
Bi-U,yes,1.0193980145965138,Bi0.974U0.026
Bi-Np,yes,6.191320290980798,Bi0.800Np0.200
Ce-Fe,yes,7.225599999999988,Ce0.214Fe0.786
Ce-Li,yes,12.168879303104296,Ce0.009Li0.991
Ce-Hg,yes,5.780734935305447,Ce0.178Hg0.822
Ce-V,yes,6.081242738095243,Ce0.512V0.488
Ce-Cr,yes,4.588736607142864,Ce0.439Cr0.561
Ce-Re,yes,5.161467557720056,Ce0.213Re0.787
Ce-Nd,yes,5.445104226190487,Ce0.198Nd0.802
Ce-Gd,yes,5.203147003968266,Ce0.202Gd0.798
Ce-Yb,yes,4.983280972222232,Ce0.555Yb0.445
Ce-Sm,yes,5.168101448412711,Ce0.176Sm0.824
Ce-Eu,yes,5.318160416666678,Ce0.201Eu0.799
Ce-Dy,yes,5.260715892857155,Ce0.184Dy0.816
Ce-Ho,yes,5.243593670634933,Ce0.180Ho0.820
Ce-Be,yes,5.752240138888895,Ce0.367Be0.633
Ce-Er,yes,4.982967003968264,Ce0.203Er0.797
Ce-Al,yes,4.7194120833333475,Ce0.746Al0.254
Ce-Co,yes,3.634186448412704,Ce0.890Co0.110
Ce-Pr,yes,2.821724781746035,Ce0.975Pr0.025
Ce-Cs,yes,4.958364781746042,Ce0.560Cs0.440
Ce-Rb,yes,6.6623501521164,Ce0.558Rb0.442
Ce-Cd,yes,4.25627486111112,Ce0.876Cd0.124
Ce-Ga,yes,5.537242791748582,Ce0.015Ga0.985
Ce-K,yes,5.087127671957671,Ce0.622K0.378
Ce-Na,yes,17.24808033730158,Ce0.932Na0.068
Ce-Ni,yes,3.9193791071428667,Ce0.558Ni0.442
Ce-Tm,yes,5.259675892857156,Ce0.184Tm0.816
Ce-Lu,yes,6.111526686507947,Ce0.194Lu0.806
Ce-Zr,yes,4.4884722222222155,Ce0.249Zr0.751
Ce-Sc,yes,9.081249909812405,Ce0.005Sc0.995
Ce-Tb,yes,4.285494503968263,Ce0.217Tb0.783
Ce-Mn,yes,4.063285892857143,Ce0.551Mn0.449
Ce-W,yes,5.259550257936512,Ce0.301W0.699
Ce-Ag,yes,4.9900164484127085,Ce0.700Ag0.300
Ce-Sn,yes,5.078998194444453,Ce0.318Sn0.682
Ce-In,yes,5.550233012820526,Ce0.164In0.836
Ce-Ge,yes,5.820945777417036,Ce0.164Ge0.836
Ce-Zn,yes,4.230282361111114,Ce0.557Zn0.443
Ce-Ru,yes,4.235813333333341,Ce0.551Ru0.449
Ce-Hf,yes,5.192703273809527,Ce0.450Hf0.550
Ce-Nb,yes,9.166853922535712,Ce0.003Nb0.997
Ce-Pt,yes,3.518455337301595,Ce0.957Pt0.043
Ce-Pd,yes,4.622807083333343,Ce0.790Pd0.210
Ce-Ta,yes,5.323086953601952,Ce0.427Ta0.573
Ce-Mo,yes,4.4864248611111215,Ce0.876Mo0.124
Ce-Tc,yes,9.975257990620486,Ce0.064Tc0.936
Ce-Rh,yes,3.612692891414145,Ce0.721Rh0.279
Ce-Os,yes,3.546477392857147,Ce0.795Os0.205
Ce-Ti,yes,5.543563591269849,Ce0.160Ti0.840
Ce-Ir,yes,2.9691654761904815,Ce0.965Ir0.035
Ce-Sb,yes,5.267064702380961,Ce0.176Sb0.824
Ce-Au,yes,4.049882638888899,Ce0.791Au0.209
Ce-Th,yes,5.156675416666683,Ce0.650Th0.350
Ce-Pu,yes,11.861012238224724,Ce0.026Pu0.974
Ce-Mg,yes,4.7838953373015976,Ce0.644Mg0.356
Ce-U,yes,1.2050638558201021,Ce1.000
Ce-Np,yes,5.4945083999796624,Ce0.185Np0.815
Fe-Li,yes,12.168879303104296,Fe0.006Li0.994
Fe-Hg,yes,7.213595555555543,Fe0.785Hg0.215
Fe-V,yes,7.2944066666666565,Fe0.785V0.215
Fe-Cr,yes,6.712289999999985,Fe0.781Cr0.219
Fe-Re,yes,7.184633333333321,Fe0.789Re0.211
Fe-Nd,yes,7.211489999999987,Fe0.782Nd0.218
Fe-Gd,yes,7.201744444444431,Fe0.777Gd0.223
Fe-Yb,yes,7.211489999999987,Fe0.788Yb0.212
Fe-Sm,yes,7.238594444444432,Fe0.786Sm0.214
Fe-Eu,yes,7.211489999999987,Fe0.788Eu0.212
Fe-Dy,yes,7.211489999999987,Fe0.776Dy0.224
Fe-Ho,yes,7.211489999999987,Fe0.785Ho0.215
Fe-Be,yes,7.211489999999987,Fe0.776Be0.224
Fe-Er,yes,7.204466666666655,Fe0.777Er0.223
Fe-Al,yes,7.052433333333322,Fe0.786Al0.214
Fe-Co,yes,6.356016666666655,Fe0.785Co0.215
Fe-Pr,yes,7.193699999999988,Fe0.783Pr0.217
Fe-Cs,yes,7.211489999999987,Fe0.776Cs0.224
Fe-Rb,yes,7.828323333333322,Fe0.783Rb0.217
Fe-Cd,yes,7.200333333333321,Fe0.776Cd0.224
Fe-Ga,yes,6.601723333333313,Fe0.779Ga0.221
Fe-K,yes,5.818488412698405,Fe0.779K0.221
Fe-Na,yes,7.126968888888876,Fe0.788Na0.212
Fe-Ni,yes,6.573383333333325,Fe0.785Ni0.215
Fe-Tm,yes,7.209289999999987,Fe0.782Tm0.218
Fe-Lu,yes,7.208699999999987,Fe0.788Lu0.212
Fe-Zr,yes,7.199433333333321,Fe0.783Zr0.217
Fe-Sc,yes,9.067036576479072,Fe0.003Sc0.997
Fe-Tb,yes,7.201806666666655,Fe0.780Tb0.220
Fe-Mn,yes,7.413729999999985,Fe0.776Mn0.224
Fe-W,yes,7.204233333333321,Fe0.788W0.212
Fe-Ag,yes,7.211489999999987,Fe0.786Ag0.214
Fe-Sn,yes,7.21953333333332,Fe0.782Sn0.218
Fe-In,yes,7.219773333333321,Fe0.777In0.223
Fe-Ge,yes,7.21338333333332,Fe0.783Ge0.217
Fe-Zn,yes,10.137473333333327,Fe0.777Zn0.223
Fe-Ru,yes,11.332888888888869,Fe0.927Ru0.073
Fe-Hf,yes,7.24223333333332,Fe0.786Hf0.214
Fe-Nb,yes,9.166853922535712,Fe0.003Nb0.997
Fe-Pt,yes,7.190629285714273,Fe0.786Pt0.214
Fe-Pd,yes,7.21453333333332,Fe0.779Pd0.221
Fe-Ta,yes,7.211489999999987,Fe0.783Ta0.217
Fe-Mo,yes,6.5533099999999855,Fe0.827Mo0.173
Fe-Tc,yes,9.961657990620497,Fe0.066Tc0.934
Fe-Rh,yes,7.791249999999991,Fe0.783Rh0.217
Fe-Os,yes,7.2036666666666545,Fe0.785Os0.215
Fe-Ti,yes,7.21363333333332,Fe0.778Ti0.222
Fe-Ir,yes,9.490773333333317,Fe0.785Ir0.215
Fe-Sb,yes,7.217319999999986,Fe0.776Sb0.224
Fe-Au,yes,7.214109999999987,Fe0.778Au0.222
Fe-Th,yes,7.215966666666654,Fe0.789Th0.211
Fe-Pu,yes,11.861012238224724,Fe0.023Pu0.977
Fe-Mg,yes,7.21482333333332,Fe0.776Mg0.224
Fe-U,yes,5.691313333333323,Fe0.821U0.179
Fe-Np,yes,7.211489999999987,Fe0.784Np0.216
Li-Hg,yes,12.168879303104296,Li0.991Hg0.009
Li-V,yes,12.168879303104296,Li0.993V0.007
Li-Cr,yes,12.168879303104296,Li0.994Cr0.006
Li-Re,yes,12.168879303104296,Li0.998Re0.002
Li-Nd,yes,12.168879303104296,Li0.991Nd0.009
Li-Gd,yes,12.168879303104296,Li0.995Gd0.005
Li-Yb,yes,12.168879303104296,Li0.993Yb0.007
Li-Sm,yes,12.168879303104296,Li0.993Sm0.007
Li-Eu,yes,12.168879303104296,Li0.998Eu0.002
Li-Dy,yes,12.168879303104296,Li0.996Dy0.004
Li-Ho,yes,12.168879303104296,Li0.992Ho0.008
Li-Be,yes,12.168879303104296,Li0.994Be0.006
Li-Er,yes,12.168879303104296,Li0.998Er0.002
Li-Al,yes,12.287672352647348,Li0.707Al0.293
Li-Co,yes,12.168879303104296,Li0.995Co0.005
Li-Pr,yes,12.168879303104296,Li1.000
Li-Cs,yes,12.168879303104296,Li0.992Cs0.008
Li-Rb,yes,12.168879303104296,Li0.997Rb0.003
Li-Cd,yes,12.168879303104296,Li0.997Cd0.003
Li-Ga,yes,12.168879303104296,Li1.000
Li-K,yes,12.168879303104296,Li0.991K0.009
Li-Na,yes,12.168879303104296,Li0.994Na0.006
Li-Ni,yes,12.168879303104296,Li0.991Ni0.009
Li-Tm,yes,12.168879303104296,Li0.998Tm0.002
Li-Lu,yes,12.168879303104296,Li0.999Lu0.001
Li-Zr,yes,12.210540414215409,Li0.958Zr0.042
Li-Sc,yes,12.168879303104296,Li0.995Sc0.005
Li-Tb,yes,12.168879303104296,Li0.998Tb0.002
Li-Mn,yes,12.168879303104296,Li0.994Mn0.006
Li-W,yes,12.168879303104296,Li0.996W0.004
Li-Ag,yes,12.168879303104296,Li0.996Ag0.004
Li-Sn,yes,12.168879303104296,Li0.993Sn0.007
Li-In,yes,12.168879303104296,Li0.994In0.006
Li-Ge,yes,12.168879303104296,Li0.991Ge0.009
Li-Zn,yes,12.168879303104296,Li0.992Zn0.008
Li-Ru,yes,12.138837080882075,Li0.991Ru0.009
Li-Hf,yes,14.535035769785761,Li0.660Hf0.340
Li-Nb,yes,12.168879303104296,Li1.000
Li-Pt,yes,12.168879303104296,Li0.993Pt0.007
Li-Pd,yes,12.168879303104296,Li0.991Pd0.009
Li-Ta,yes,12.168879303104296,Li0.998Ta0.002
Li-Mo,yes,12.168879303104296,Li0.999Mo0.001
Li-Tc,yes,12.168879303104296,Li0.999Tc0.001
Li-Rh,yes,12.168879303104296,Li0.999Rh0.001
Li-Os,yes,12.168879303104296,Li0.999Os0.001
Li-Ti,yes,12.168879303104296,Li0.998Ti0.002
Li-Ir,yes,12.168879303104296,Li0.999Ir0.001
Li-Sb,yes,12.168879303104296,Li0.995Sb0.005
Li-Au,yes,12.168879303104296,Li0.999Au0.001
Li-Th,yes,12.168879303104296,Li0.992Th0.008
Li-Pu,yes,12.168879303104296,Li0.998Pu0.002
Li-Mg,yes,12.168879303104296,Li0.991Mg0.009
Li-U,yes,8.886553976504972,Li0.972U0.028
Li-Np,yes,12.168879303104296,Li0.992Np0.008
Hg-V,yes,6.18223440476191,Hg0.513V0.487
Hg-Cr,yes,4.127503096237098,Hg0.988Cr0.012
Hg-Re,yes,4.621349755411252,Hg0.224Re0.776
Hg-Nd,yes,4.127503096237098,Hg0.998Nd0.002
Hg-Gd,yes,3.8703765565545596,Hg0.993Gd0.007
Hg-Yb,yes,4.132109762903764,Hg0.978Yb0.022
Hg-Sm,yes,4.127503096237098,Hg0.993Sm0.007
Hg-Eu,yes,4.127503096237098,Hg0.998Eu0.002
Hg-Dy,yes,4.127503096237098,Hg0.961Dy0.039
Hg-Ho,yes,4.134610596237097,Hg0.989Ho0.011
Hg-Be,yes,5.178527391895141,Hg0.598Be0.402
Hg-Er,yes,4.133912884596887,Hg0.994Er0.006
Hg-Al,yes,4.127503096237098,Hg0.989Al0.011
Hg-Co,yes,3.571484006290011,Hg0.980Co0.020
Hg-Pr,yes,4.1386447629037635,Hg0.994Pr0.006
Hg-Cs,yes,4.190307448449704,Hg0.853Cs0.147
Hg-Rb,yes,6.178375622775368,Hg0.564Rb0.436
Hg-Cd,yes,4.096465040681543,Hg0.995Cd0.005
Hg-Ga,yes,5.549921595167386,Hg0.037Ga0.963
Hg-K,yes,4.804509206349202,Hg0.610K0.390
Hg-Na,yes,19.051346295010553,Hg0.952Na0.048
Hg-Ni,yes,4.127503096237098,Hg0.999Ni0.001
Hg-Tm,yes,4.13558404861805,Hg0.951Tm0.049
Hg-Lu,yes,4.696029364154365,Hg0.275Lu0.725
Hg-Zr,yes,4.4861055555555485,Hg0.249Zr0.751
Hg-Sc,yes,9.081249909812405,Hg0.002Sc0.998
Hg-Tb,yes,4.127503096237098,Hg1.000
Hg-Mn,yes,4.127503096237098,Hg1.000
Hg-W,yes,4.069221215284718,Hg0.998W0.002
Hg-Ag,yes,4.264564167304923,Hg0.724Ag0.276
Hg-Sn,yes,5.088575119047609,Hg0.346Sn0.654
Hg-In,yes,4.125828096237099,Hg0.984In0.016
Hg-Ge,yes,5.283793843193846,Hg0.001Ge0.999
Hg-Zn,yes,4.127503096237098,Hg1.000
Hg-Ru,yes,4.127503096237098,Hg0.999Ru0.001
Hg-Hf,yes,4.550240106578602,Hg0.977Hf0.023
Hg-Nb,yes,9.166853922535712,Hg0.003Nb0.997
Hg-Pt,yes,4.127503096237098,Hg0.998Pt0.002
Hg-Pd,yes,4.173567523485776,Hg0.969Pd0.031
Hg-Ta,yes,4.766840802808303,Hg0.534Ta0.466
Hg-Mo,yes,4.112676096237099,Hg0.977Mo0.023
Hg-Tc,yes,9.975257990620486,Hg0.064Tc0.936
Hg-Rh,yes,4.127503096237098,Hg1.000
Hg-Os,yes,3.2415848698061227,Hg0.995Os0.005
Hg-Ti,yes,4.1555053490028495,Hg0.884Ti0.116
Hg-Ir,yes,4.127503096237098,Hg0.997Ir0.003
Hg-Sb,yes,4.550535556156813,Hg0.858Sb0.142
Hg-Au,yes,4.127503096237098,Hg0.965Au0.035
Hg-Th,yes,4.528040922956677,Hg0.876Th0.124
Hg-Pu,yes,11.861012238224724,Hg0.005Pu0.995
Hg-Mg,yes,4.127503096237098,Hg0.996Mg0.004
Hg-U,yes,0.9177706388888871,Hg0.967U0.033
Hg-Np,yes,4.127503096237098,Hg0.967Np0.033
V-Cr,yes,5.216688238392876,V0.999Cr0.001
V-Re,yes,8.427515454545492,V0.107Re0.893
V-Nd,yes,6.183001071428577,V0.486Nd0.514
V-Gd,yes,6.366834404761911,V0.486Gd0.514
V-Yb,yes,6.183001071428577,V0.486Yb0.514
V-Sm,yes,6.183001071428577,V0.486Sm0.514
V-Eu,yes,6.183001071428577,V0.486Eu0.514
V-Dy,yes,6.183001071428577,V0.486Dy0.514
V-Ho,yes,6.166501071428577,V0.486Ho0.514
V-Be,yes,6.195434404761911,V0.486Be0.514
V-Er,yes,6.183001071428577,V0.486Er0.514
V-Al,yes,13.757866666666708,V0.750Al0.250
V-Co,yes,6.167001071428576,V0.486Co0.514
V-Pr,yes,6.183001071428577,V0.486Pr0.514
V-Cs,yes,6.183001071428577,V0.486Cs0.514
V-Rb,yes,6.662300317460322,V0.551Rb0.449
V-Cd,yes,6.1725677380952435,V0.489Cd0.511
V-Ga,yes,15.034000000000011,V0.808Ga0.192
V-K,yes,5.216688238392876,V0.999K0.001
V-Na,yes,5.742214880952384,V0.470Na0.530
V-Ni,yes,4.713292976190476,V0.486Ni0.514
V-Tm,yes,6.1725677380952435,V0.488Tm0.512
V-Lu,yes,6.183001071428577,V0.486Lu0.514
V-Zr,yes,8.233029597288697,V0.791Zr0.209
V-Sc,yes,9.177629909812405,V0.004Sc0.996
V-Tb,yes,6.183001071428577,V0.486Tb0.514
V-Mn,yes,6.157415357142863,V0.487Mn0.513
V-W,yes,6.183001071428577,V0.486W0.514
V-Ag,yes,6.183001071428577,V0.486Ag0.514
V-Sn,yes,6.182601071428576,V0.487Sn0.513
V-In,yes,6.183001071428577,V0.486In0.514
V-Ge,yes,6.679987301587279,V0.714Ge0.286
V-Zn,yes,6.183001071428577,V0.486Zn0.514
V-Ru,yes,5.565893888888872,V0.535Ru0.465
V-Hf,yes,7.850659444444441,V0.698Hf0.302
V-Nb,yes,9.166853922535712,V0.003Nb0.997
V-Pt,yes,6.082111388888893,V0.486Pt0.514
V-Pd,yes,6.183001071428577,V0.486Pd0.514
V-Ta,yes,5.189587468884608,V0.998Ta0.002
V-Mo,yes,5.237313287290052,V1.000
V-Tc,yes,11.152211250000015,V0.111Tc0.889
V-Rh,yes,4.8026138888888905,V0.994Rh0.006
V-Os,yes,5.249373095238111,V0.486Os0.514
V-Ti,yes,9.789000000000033,V0.987Ti0.013
V-Ir,yes,5.237313287290052,V1.000
V-Sb,yes,6.164867738095244,V0.486Sb0.514
V-Au,yes,5.583132500000002,V0.486Au0.514
V-Th,yes,6.183001071428577,V0.486Th0.514
V-Pu,yes,11.861012238224724,V0.011Pu0.989
V-Mg,yes,5.232749206349214,V0.551Mg0.449
V-U,yes,5.116823232472869,V0.997U0.003
V-Np,yes,6.183001071428577,V0.486Np0.514
Cr-Re,yes,5.123282857142859,Cr0.604Re0.396
Cr-Nd,yes,3.5667132724867763,Cr0.044Nd0.956
Cr-Gd,yes,2.7951705343915347,Cr0.158Gd0.842
Cr-Yb,yes,2.5808435158730187,Cr0.579Yb0.421
Cr-Sm,yes,2.6034649391534384,Cr0.057Sm0.943
Cr-Eu,yes,2.7254184391534406,Cr0.017Eu0.983
Cr-Dy,yes,2.982046076719577,Cr0.057Dy0.943
Cr-Ho,yes,2.8191827962962988,Cr0.060Ho0.940
Cr-Be,yes,4.083526857142859,Cr0.578Be0.422
Cr-Er,yes,2.2768553253968244,Cr0.721Er0.279
Cr-Al,yes,2.5367596507936527,Cr0.727Al0.273
Cr-Co,yes,2.039493555555562,Cr0.999Co0.001
Cr-Pr,yes,2.039493555555562,Cr0.998Pr0.002
Cr-Cs,yes,2.64807526190476,Cr0.727Cs0.273
Cr-Rb,yes,5.769827092592584,Cr0.573Rb0.427
Cr-Cd,yes,2.039493555555562,Cr1.000
Cr-Ga,yes,5.548036637902428,Cr0.015Ga0.985
Cr-K,yes,4.544957052910047,Cr0.578K0.422
Cr-Na,yes,17.800393555555587,Cr0.946Na0.054
Cr-Ni,yes,2.38139765873016,Cr0.714Ni0.286
Cr-Tm,yes,2.973072743386245,Cr0.058Tm0.942
Cr-Lu,yes,4.5970537301587315,Cr0.043Lu0.957
Cr-Zr,yes,4.481038888888882,Cr0.252Zr0.748
Cr-Sc,yes,9.081249909812405,Cr0.006Sc0.994
Cr-Tb,yes,2.039493555555562,Cr0.993Tb0.007
Cr-Mn,yes,2.067647484126983,Cr0.723Mn0.277
Cr-W,yes,3.476168915343917,Cr0.300W0.700
Cr-Ag,yes,3.261702261904763,Cr0.720Ag0.280
Cr-Sn,yes,4.188850388888886,Cr0.324Sn0.676
Cr-In,yes,3.8299497588522633,Cr0.114In0.886
Cr-Ge,yes,5.283793843193846,Cr0.002Ge0.998
Cr-Zn,yes,2.336800626984129,Cr0.578Zn0.422
Cr-Ru,yes,3.3435133333333185,Cr0.727Ru0.273
Cr-Hf,yes,3.642460150793649,Cr0.724Hf0.276
Cr-Nb,yes,9.16598548093487,Cr0.004Nb0.996
Cr-Pt,yes,2.018080222222229,Cr0.988Pt0.012
Cr-Pd,yes,2.1060535555555617,Cr0.924Pd0.076
Cr-Ta,yes,4.40629582264957,Cr0.320Ta0.680
Cr-Mo,yes,2.1180511111111073,Cr0.699Mo0.301
Cr-Tc,yes,9.975257990620486,Cr0.064Tc0.936
Cr-Rh,yes,2.1716663888888945,Cr0.716Rh0.284
Cr-Os,yes,3.6405191111111077,Cr0.719Os0.281
Cr-Ti,yes,3.9506576190476093,Cr0.158Ti0.842
Cr-Ir,yes,2.039493555555562,Cr0.991Ir0.009
Cr-Sb,yes,4.0585855555555534,Cr0.158Sb0.842
Cr-Au,yes,2.3036924444444513,Cr0.937Au0.063
Cr-Th,yes,3.1378160793650776,Cr0.711Th0.289
Cr-Pu,yes,11.861012238224724,Cr0.002Pu0.998
Cr-Mg,yes,2.6926801111111107,Cr0.512Mg0.488
Cr-U,yes,0.8590420959595946,Cr0.057U0.943
Cr-Np,yes,3.250356679080179,Cr0.041Np0.959
Re-Nd,yes,4.31451118398268,Re0.785Nd0.215
Re-Gd,yes,4.170641992063487,Re0.726Gd0.274
Re-Yb,yes,4.330253919025417,Re0.785Yb0.215
Re-Sm,yes,4.368015030136527,Re0.788Sm0.212
Re-Eu,yes,4.344417850649347,Re0.786Eu0.214
Re-Dy,yes,4.359615030136527,Re0.785Dy0.215
Re-Ho,yes,4.320617850649348,Re0.789Ho0.211
Re-Be,yes,9.57424999999999,Re0.023Be0.977
Re-Er,yes,4.265548658730153,Re0.728Er0.272
Re-Al,yes,4.379454517316013,Re0.785Al0.215
Re-Co,yes,3.7506099339826875,Re0.872Co0.128
Re-Pr,yes,2.8885746410533932,Re0.855Pr0.145
Re-Cs,yes,4.374315030136526,Re0.789Cs0.211
Re-Rb,yes,5.763096438746428,Re0.628Rb0.372
Re-Cd,yes,4.2317135023587555,Re0.871Cd0.129
Re-Ga,yes,5.375402976998516,Re0.015Ga0.985
Re-K,yes,4.58269714285714,Re0.726K0.274
Re-Na,yes,18.38773592948719,Re0.928Na0.072
Re-Ni,yes,3.8013986587301556,Re0.728Ni0.272
Re-Tm,yes,4.359615030136527,Re0.785Tm0.215
Re-Lu,yes,4.570700396825397,Re0.004Lu0.996
Re-Zr,yes,5.708846555555538,Re0.727Zr0.273
Re-Sc,yes,9.081249909812405,Re0.004Sc0.996
Re-Tb,yes,3.8425794920634924,Re0.726Tb0.274
Re-Mn,yes,3.9854436183261144,Re0.728Mn0.272
Re-W,yes,7.199028571428562,Re0.729W0.271
Re-Ag,yes,4.426284618326115,Re0.722Ag0.278
Re-Sn,yes,4.503652850649346,Re0.789Sn0.211
Re-In,yes,4.440826848318345,Re0.786In0.214
Re-Ge,yes,5.283793843193846,Re0.004Ge0.996
Re-Zn,yes,4.032877113469865,Re0.872Zn0.128
Re-Ru,yes,3.2275553452381005,Re0.927Ru0.073
Re-Hf,yes,6.326763809523786,Re0.919Hf0.081
Re-Nb,yes,9.157913540080127,Re0.002Nb0.998
Re-Pt,yes,3.1780789238816785,Re0.927Pt0.073
Re-Pd,yes,4.329820085497839,Re0.855Pd0.145
Re-Ta,yes,5.522130952380953,Re0.728Ta0.272
Re-Mo,yes,12.663848412698407,Re0.436Mo0.564
Re-Tc,yes,9.975257990620486,Re0.063Tc0.937
Re-Rh,yes,3.92518067460317,Re0.729Rh0.271
Re-Os,yes,2.198903333333333,Re0.855Os0.145
