formula,Predicted_Tc
Ga0.304In0.282Sn0.414,6.212795277777786
Ga0.227In0.403Sn0.370,6.621240833333341
Ga0.465In0.118Sn0.417,5.446291944444449
Ga0.261In0.446Sn0.293,6.730040277777784
Ga0.345In0.312Sn0.343,6.204059166666674
Ga0.394In0.121Sn0.485,5.509828333333338
Ga0.272In0.413Sn0.315,6.558313055555564
Ga0.705In0.276Sn0.019,4.71047041666668
Ga0.315In0.326Sn0.359,6.148879722222232
Ga0.243In0.390Sn0.367,6.571131944444453
Ga0.565In0.021Sn0.414,5.013614722222225
Ga0.711In0.086Sn0.203,5.478669166666675
Ga0.188In0.418Sn0.394,6.6710291666666715
Ga0.306In0.209Sn0.485,5.935106666666676
Ga0.169In0.660Sn0.171,6.210830000000003
Ga0.434In0.054Sn0.512,5.241860000000001
Ga0.465In0.465Sn0.070,5.340552500000005
Ga0.373In0.392Sn0.235,6.4753863888888965
Ga0.345In0.303Sn0.352,6.189206388888897
Ga0.677In0.216Sn0.107,5.411925833333345
Ga0.315In0.301Sn0.384,6.188684166666675
Ga0.488In0.154Sn0.358,5.552521388888897
Ga0.237In0.677Sn0.086,5.67195444444445
Ga0.421In0.197Sn0.382,5.923826944444453
Ga0.274In0.156Sn0.570,5.814034444444457
Ga0.003In0.495Sn0.502,6.965921666666667
Ga0.319In0.491Sn0.190,6.43512944444445
Ga0.509In0.480Sn0.011,4.685358055555564
Ga0.380In0.287Sn0.333,6.195475833333342
Ga0.072In0.586Sn0.342,6.537636666666671
Ga0.326In0.466Sn0.208,6.419386388888895
Ga0.345In0.339Sn0.316,6.3013294444444545
Ga0.606In0.251Sn0.143,5.615519166666676
Ga0.194In0.613Sn0.193,6.439177500000005
Ga0.079In0.500Sn0.421,6.665325277777779
Ga0.272In0.091Sn0.637,5.362487500000003
Ga0.141In0.514Sn0.345,6.762105000000002
Ga0.418In0.437Sn0.145,6.180182222222228
Ga0.166In0.431Sn0.403,6.741284444444448
Ga0.297In0.235Sn0.468,5.916898055555564
Ga0.323In0.416Sn0.261,6.418850000000009
Ga0.187In0.425Sn0.388,6.667748055555561
Ga0.203In0.423Sn0.374,6.663070277777783
Ga0.471In0.362Sn0.167,5.992895277777785
Ga0.367In0.016Sn0.617,5.2640583333333355
Ga0.242In0.357Sn0.401,6.641664444444453
Ga0.269In0.271Sn0.460,6.193258888888897
Ga0.114In0.615Sn0.271,6.425015833333338
Ga0.233In0.348Sn0.419,6.563550833333342
Ga0.304In0.498Sn0.198,6.556351944444449
Ga0.623In0.097Sn0.280,5.282924166666676
Ga0.610In0.371Sn0.019,4.618265972222231
Ga0.449In0.064Sn0.487,5.231392222222223
Ga0.177In0.396Sn0.427,6.65334583333334
Ga0.086In0.464Sn0.450,6.541795833333335
Ga0.511In0.271Sn0.218,5.930453888888898
Ga0.126In0.623Sn0.251,6.346074722222224
Ga0.712In0.287Sn0.001,4.666558194444459
Ga0.277In0.398Sn0.325,6.491449166666673
Ga0.145In0.433Sn0.422,6.660708888888892
Ga0.833In0.162Sn0.005,5.255845694444465
Ga0.445In0.094Sn0.461,5.322496111111116
Ga0.243In0.563Sn0.194,6.604455277777784
Ga0.207In0.034Sn0.759,4.979349166666666
Ga0.353In0.315Sn0.332,6.251873055555564
Ga0.443In0.133Sn0.424,5.506263611111116
Ga0.288In0.389Sn0.323,6.41343972222223
Ga0.229In0.691Sn0.080,5.6211975000000045
Ga0.644In0.102Sn0.254,5.306522222222232
Ga0.330In0.085Sn0.585,5.4476322222222215
Ga0.299In0.489Sn0.212,6.552785277777783
Ga0.406In0.071Sn0.523,5.354060833333333
Ga0.278In0.495Sn0.227,6.627025555555559
Ga0.262In0.417Sn0.321,6.610613055555562
Ga0.167In0.636Sn0.197,6.342025833333336
Ga0.554In0.228Sn0.218,5.763119722222231
Ga0.278In0.407Sn0.315,6.559646388888896
Ga0.705In0.203Sn0.092,5.403381944444457
Ga0.530In0.143Sn0.327,5.434471944444451
Ga0.597In0.152Sn0.251,5.509562777777788
Ga0.438In0.429Sn0.133,5.953066666666673
Ga0.434In0.396Sn0.170,6.173470277777784
Ga0.379In0.455Sn0.166,6.249906111111118
Ga0.456In0.165Sn0.379,5.706637777777786
Ga0.216In0.283Sn0.501,6.352516388888897
Ga0.393In0.083Sn0.524,5.4485947222222215
Ga0.553In0.202Sn0.245,5.7289358333333436
Ga0.666In0.170Sn0.164,5.5583438888889
Ga0.431In0.426Sn0.143,6.149943333333337
Ga0.353In0.323Sn0.324,6.264957222222232
Ga0.274In0.286Sn0.440,6.275890277777785
Ga0.377In0.321Sn0.302,6.317548888888898
Ga0.344In0.353Sn0.303,6.417307777777786
Ga0.850In0.070Sn0.080,5.614854166666684
Ga0.212In0.194Sn0.594,6.078952500000014
Ga0.205In0.486Sn0.309,6.831159166666671
Ga0.436In0.142Sn0.422,5.577973333333339
Ga0.030In0.583Sn0.387,6.663975000000003
Ga0.129In0.220Sn0.651,5.584778611111126
Ga0.146In0.480Sn0.374,6.738897222222226
Ga0.430In0.081Sn0.489,5.341001944444446
Ga0.052In0.747Sn0.201,6.108423333333332
Ga0.257In0.450Sn0.293,6.718590277777784
Ga0.109In0.832Sn0.059,4.652444166666669
Ga0.353In0.345Sn0.302,6.38359111111112
Ga0.472In0.221Sn0.307,5.899333888888898
Ga0.154In0.540Sn0.306,6.752172777777781
Ga0.564In0.144Sn0.292,5.4265052777777845
Ga0.693In0.083Sn0.224,5.40566861111112
Ga0.099In0.500Sn0.401,6.731819722222224
Ga0.639In0.209Sn0.152,5.6472213888889
Ga0.371In0.251Sn0.378,6.04330361111112
Ga0.561In0.399Sn0.040,4.834426250000008
Ga0.333In0.398Sn0.269,6.46604222222223
Ga0.396In0.421Sn0.183,6.250130000000007
Ga0.102In0.709Sn0.189,6.048773055555556
Ga0.456In0.125Sn0.419,5.471193611111116
Ga0.199In0.487Sn0.314,6.863742500000003
Ga0.462In0.339Sn0.199,6.091745555555564
Ga0.414In0.393Sn0.193,6.319685555555563
Ga0.366In0.214Sn0.420,5.99561472222223
Ga0.220In0.581Sn0.199,6.557439722222227
Ga0.147In0.162Sn0.691,5.348780277777796
Ga0.036In0.449Sn0.515,6.507310000000001
Ga0.193In0.357Sn0.450,6.576848888888898
Ga0.213In0.473Sn0.314,6.765245833333339
Ga0.338In0.330Sn0.332,6.215120277777786
Ga0.322In0.320Sn0.358,6.147726944444454
Ga0.310In0.153Sn0.537,5.759180000000011
Ga0.095In0.404Sn0.501,6.376992777777781
Ga0.227In0.224Sn0.549,6.147720833333342
Ga0.494In0.168Sn0.338,5.592647500000008
Ga0.534In0.456Sn0.010,4.6114622222222295
Ga0.485In0.491Sn0.024,4.830014722222232
Ga0.331In0.506Sn0.163,6.398741111111116
Ga0.359In0.424Sn0.217,6.43726083333334
Ga0.356In0.258Sn0.386,6.060567500000008
Ga0.352In0.437Sn0.211,6.496803055555562
Ga0.944In0.028Sn0.028,5.226168888888918
Ga0.275In0.462Sn0.263,6.535363055555562
Ga0.493In0.251Sn0.256,5.830811111111121
Ga0.106In0.573Sn0.321,6.571826111111116
Ga0.180In0.292Sn0.528,6.395115555555565
Ga0.212In0.487Sn0.301,6.862878611111117
Ga0.279In0.404Sn0.317,6.528813055555562
Ga0.092In0.423Sn0.485,6.430493888888891
Ga0.534In0.298Sn0.168,5.839212777777786
Ga0.224In0.478Sn0.298,6.797107500000006
Ga0.323In0.100Sn0.577,5.514870000000005
Ga0.284In0.295Sn0.421,6.212586388888897
Ga0.454In0.389Sn0.157,6.094598055555562
Ga0.011In0.514Sn0.475,6.918679444444444
Ga0.037In0.092Sn0.871,3.9853605555555562
Ga0.320In0.119Sn0.561,5.53996583333334
Ga0.522In0.060Sn0.418,5.132528333333333
Ga0.375In0.181Sn0.444,5.876562222222231
Ga0.787In0.193Sn0.020,5.279909027777794
Ga0.471In0.319Sn0.210,6.100370555555563
Ga0.201In0.019Sn0.780,4.989820555555556
Ga0.065In0.066Sn0.869,3.959109444444444
Ga0.278In0.300Sn0.422,6.275962500000007
Ga0.162In0.181Sn0.657,5.70384583333335
Ga0.273In0.533Sn0.194,6.52284805555556
Ga0.175In0.591Sn0.234,6.5048647222222264
Ga0.511In0.295Sn0.194,5.998892777777787
Ga0.686In0.104Sn0.210,5.520234444444454
Ga0.233In0.315Sn0.452,6.441996666666674
Ga0.142In0.566Sn0.292,6.64297944444445
Ga0.188In0.154Sn0.658,5.613267222222238
Ga0.351In0.339Sn0.310,6.316996111111122
Ga0.443In0.109Sn0.448,5.395628611111118
Ga0.039In0.589Sn0.372,6.660704166666672
Ga0.480In0.040Sn0.480,5.047641111111114
Ga0.847In0.020Sn0.133,5.834375277777796
Ga0.327In0.152Sn0.521,5.759031388888898
Ga0.324In0.243Sn0.433,6.0224519444444535
Ga0.391In0.495Sn0.114,5.987613055555562
Ga0.268In0.502Sn0.230,6.689747222222225
Ga0.217In0.448Sn0.335,6.687673611111117
Ga0.160In0.376Sn0.464,6.524973055555563
Ga0.200In0.507Sn0.293,6.877161388888891
Ga0.196In0.334Sn0.470,6.459043333333343
Ga0.319In0.420Sn0.261,6.4546472222222295
Ga0.271In0.191Sn0.538,6.027292222222233
Ga0.190In0.538Sn0.272,6.707527222222225
Ga0.548In0.070Sn0.382,5.159804166666668
Ga0.107In0.380Sn0.513,6.208853888888895
Ga0.341In0.159Sn0.500,5.713913611111119
Ga0.263In0.538Sn0.199,6.6167575000000065
Ga0.265In0.383Sn0.352,6.415724166666673
Ga0.242In0.342Sn0.416,6.52435361111112
Ga0.396In0.126Sn0.478,5.516305833333338
Ga0.029In0.334Sn0.637,5.763824722222234
Ga0.930In0.040Sn0.030,5.230473888888916
Ga0.099In0.502Sn0.399,6.7031608333333335
Ga0.472In0.389Sn0.139,6.027095833333338
Ga0.375In0.233Sn0.392,6.026371388888896
Ga0.181In0.363Sn0.456,6.503926111111119
Ga0.116In0.480Sn0.404,6.662613333333336
Ga0.229In0.500Sn0.271,6.860408888888892
Ga0.012In0.393Sn0.595,6.080598055555561
Ga0.425In0.230Sn0.345,5.9215302777777845
Ga0.579In0.045Sn0.376,5.010587500000003
Ga0.395In0.334Sn0.271,6.2906030555555645
Ga0.519In0.478Sn0.003,4.578169444444453
Ga0.334In0.297Sn0.369,6.162261944444453
Ga0.532In0.176Sn0.292,5.639306388888898
Ga0.362In0.368Sn0.270,6.42239222222223
Ga0.246In0.365Sn0.389,6.499938888888897
Ga0.390In0.279Sn0.331,6.181863611111119
Ga0.317In0.350Sn0.333,6.297385555555566
Ga0.207In0.675Sn0.118,5.8965769444444485
Ga0.429In0.299Sn0.272,6.239529166666675
Ga0.033In0.345Sn0.622,5.826793055555567
Ga0.875In0.024Sn0.101,5.668435777777798
Ga0.049In0.027Sn0.924,3.765517222222223
Ga0.170In0.738Sn0.092,5.446775555555559
Ga0.375In0.468Sn0.157,6.271617777777784
Ga0.461In0.255Sn0.284,6.0050605555555645
Ga0.402In0.288Sn0.310,6.197650555555565
Ga0.321In0.609Sn0.070,5.51942444444445
Ga0.400In0.167Sn0.433,5.696210000000009
Ga0.360In0.413Sn0.227,6.448507500000007
Ga0.102In0.544Sn0.354,6.583580555555559
Ga0.224In0.528Sn0.248,6.691500000000004
Ga0.327In0.223Sn0.450,5.916894166666674
Ga0.189In0.654Sn0.157,6.214794444444448
Ga0.359In0.344Sn0.297,6.382301666666676
Ga0.066In0.816Sn0.118,5.130269722222225
Ga0.031In0.517Sn0.452,6.827774999999998
Ga0.334In0.264Sn0.402,6.131959166666674
Ga0.216In0.454Sn0.330,6.697020277777783
Ga0.038In0.333Sn0.629,5.749911388888901
Ga0.743In0.161Sn0.096,5.583886388888901
Ga0.401In0.257Sn0.342,5.954046388888897
Ga0.563In0.305Sn0.132,5.623895833333339
Ga0.179In0.471Sn0.350,6.684970833333339
Ga0.755In0.232Sn0.013,5.050758750000016
Ga0.244In0.345Sn0.411,6.5404702777777874
Ga0.042In0.039Sn0.919,3.7656399999999994
Ga0.402In0.199Sn0.399,5.985249722222232
Ga0.253In0.384Sn0.363,6.542108333333341
Ga0.612In0.169Sn0.219,5.613257777777788
Ga0.444In0.363Sn0.193,6.197277777777786
Ga0.561In0.129Sn0.310,5.358308333333339
Ga0.209In0.338Sn0.453,6.42497222222223
Ga0.547In0.026Sn0.427,4.963828055555559
Ga0.418In0.227Sn0.355,5.908822500000008
Ga0.360In0.273Sn0.367,6.102791388888898
Ga0.067In0.455Sn0.478,6.510993055555557
Ga0.225In0.184Sn0.591,6.073076111111125
Ga0.443In0.303Sn0.254,6.127791666666676
Ga0.539In0.302Sn0.159,5.840582222222229
Ga0.424In0.220Sn0.356,5.899672500000008
Ga0.243In0.655Sn0.102,5.854186388888894
Ga0.467In0.465Sn0.068,5.355585833333338
Ga0.285In0.210Sn0.505,5.9337833333333405
Ga0.038In0.547Sn0.415,6.74269027777778
Ga0.411In0.442Sn0.147,6.188031666666672
Ga0.667In0.270Sn0.063,5.0406588888889
Ga0.163In0.366Sn0.471,6.516654166666674
Ga0.186In0.159Sn0.655,5.644408611111128
Ga0.374In0.359Sn0.267,6.4153850000000086
Ga0.658In0.240Sn0.102,5.353970833333344
Ga0.392In0.491Sn0.117,6.024840833333339
Ga0.428In0.349Sn0.223,6.250051111111119
Ga0.110In0.377Sn0.513,6.241651666666672
Ga0.303In0.323Sn0.374,6.198335833333343
Ga0.761In0.002Sn0.237,5.479561388888899
Ga0.342In0.276Sn0.382,6.123425833333341
Ga0.371In0.375Sn0.254,6.404663611111119
Ga0.390In0.528Sn0.082,5.593542500000003
Ga0.100In0.427Sn0.473,6.432556388888891
Ga0.498In0.229Sn0.273,5.865987500000009
Ga0.587In0.336Sn0.077,5.0356838888888955
Ga0.420In0.351Sn0.229,6.297684444444452
Ga0.450In0.392Sn0.158,6.116664722222229
Ga0.303In0.644Sn0.053,5.336956666666672
Ga0.269In0.164Sn0.567,5.855607500000012
Ga0.027In0.683Sn0.290,6.620934166666672
Ga0.374In0.322Sn0.304,6.308107222222231
Ga0.344In0.301Sn0.355,6.160862500000008
Ga0.298In0.350Sn0.352,6.183773888888897
Ga0.422In0.295Sn0.283,6.252830555555564
Ga0.178In0.404Sn0.418,6.721581944444451
Ga0.225In0.352Sn0.423,6.591551388888898
Ga0.717In0.056Sn0.227,5.452948055555566
Ga0.040In0.668Sn0.292,6.630138333333338
Ga0.143In0.225Sn0.632,5.7130577777777924
Ga0.352In0.163Sn0.485,5.74379361111112
Ga0.280In0.285Sn0.435,6.199035277777786
Ga0.419In0.101Sn0.480,5.41563444444445
Ga0.380In0.295Sn0.325,6.23167111111112
Ga0.114In0.145Sn0.741,4.868256388888902
Ga0.314In0.308Sn0.378,6.217025277777786
Ga0.212In0.161Sn0.627,5.7835705555555705
Ga0.881In0.002Sn0.117,5.708605277777798
Ga0.146In0.676Sn0.178,6.189026111111113
Ga0.303In0.335Sn0.362,6.159749722222232
Ga0.371In0.193Sn0.436,5.919804166666675
Ga0.187In0.444Sn0.369,6.628939722222228
Ga0.342In0.391Sn0.267,6.451731666666675
Ga0.447In0.450Sn0.103,5.67939805555556
Ga0.561In0.376Sn0.063,5.073995555555562
Ga0.637In0.361Sn0.002,4.595489583333344
Ga0.177In0.184Sn0.639,5.874462222222237
Ga0.155In0.692Sn0.153,6.079805000000004
Ga0.205In0.390Sn0.405,6.654856944444452
Ga0.476In0.474Sn0.050,5.082827500000008
Ga0.606In0.230Sn0.164,5.625197500000009
Ga0.300In0.328Sn0.372,6.172560277777788
Ga0.312In0.181Sn0.507,5.851085277777788
Ga0.266In0.310Sn0.424,6.307988333333341
Ga0.478In0.139Sn0.383,5.519225000000006
Ga0.502In0.161Sn0.337,5.549583611111118
Ga0.133In0.417Sn0.450,6.4571600000000045
Ga0.335In0.457Sn0.208,6.397947500000005
Ga0.329In0.314Sn0.357,6.155863055555565
Ga0.174In0.527Sn0.299,6.798348333333337
Ga0.339In0.524Sn0.137,6.2424336111111165
Ga0.396In0.121Sn0.483,5.497983611111117
Ga0.401In0.133Sn0.466,5.556897500000006
Ga0.272In0.335Sn0.393,6.277052222222231
Ga0.446In0.527Sn0.027,4.9058568055555645
Ga0.525In0.465Sn0.010,4.650472777777786
Ga0.148In0.627Sn0.225,6.3622038888888905
Ga0.386In0.298Sn0.316,6.2687155555555645
Ga0.698In0.241Sn0.061,5.0099136111111235
Ga0.154In0.438Sn0.408,6.703865000000004
Ga0.411In0.499Sn0.090,5.676677500000005
Ga0.137In0.031Sn0.832,4.520246944444444
Ga0.351In0.374Sn0.275,6.462208055555563
Ga0.429In0.285Sn0.286,6.224982777777786
Ga0.067In0.661Sn0.272,6.449370000000002
Ga0.324In0.331Sn0.345,6.14398361111112
Ga0.342In0.456Sn0.202,6.383722500000006
Ga0.438In0.096Sn0.466,5.373656666666671
Ga0.047In0.237Sn0.716,5.065465833333348
Ga0.318In0.402Sn0.280,6.452890277777786
Ga0.422In0.264Sn0.314,6.100240555555565
Ga0.293In0.371Sn0.336,6.286757500000007
Ga0.033In0.512Sn0.455,6.842590277777776
Ga0.527In0.106Sn0.367,5.294788055555562
Ga0.058In0.358Sn0.584,6.042735277777785
Ga0.229In0.292Sn0.479,6.423056111111118
Ga0.217In0.422Sn0.361,6.633516944444452
Ga0.206In0.394Sn0.400,6.637593055555563
Ga0.576In0.305Sn0.119,5.489214166666673
Ga0.403In0.397Sn0.200,6.3580491666666745
Ga0.164In0.451Sn0.385,6.6235144444444485
Ga0.313In0.430Sn0.257,6.478178611111118
Ga0.420In0.519Sn0.061,5.4084918055555615
Ga0.285In0.373Sn0.342,6.307549166666673
Ga0.182In0.031Sn0.787,4.9010388888888885
Ga0.677In0.151Sn0.172,5.4745572222222325
Ga0.271In0.675Sn0.054,5.362186111111118
Ga0.265In0.265Sn0.470,6.170943888888898
Ga0.482In0.505Sn0.013,4.767191388888897
Ga0.450In0.481Sn0.069,5.430635277777783
Ga0.090In0.440Sn0.470,6.483443611111113
Ga0.472In0.156Sn0.372,5.622254444444453
Ga0.375In0.562Sn0.063,5.516843611111116
Ga0.305In0.476Sn0.219,6.496013055555561
Ga0.486In0.481Sn0.033,4.849464444444454
Ga0.158In0.086Sn0.756,5.004554166666668
Ga0.722In0.095Sn0.183,5.512872777777789
Ga0.402In0.124Sn0.474,5.463944166666673
Ga0.323In0.039Sn0.638,5.186096388888892
Ga0.611In0.027Sn0.362,4.98793333333334
Ga0.302In0.498Sn0.200,6.529335277777783
Ga0.271In0.383Sn0.346,6.417299166666672
Ga0.129In0.429Sn0.442,6.514472222222224
Ga0.225In0.287Sn0.488,6.366280833333342
Ga0.242In0.164Sn0.594,5.941187777777792
Ga0.377In0.028Sn0.595,5.286046388888892
Ga0.442In0.357Sn0.201,6.252066388888897
Ga0.470In0.041Sn0.489,5.071692500000001
Ga0.300In0.349Sn0.351,6.173051666666675
Ga0.198In0.469Sn0.333,6.754240277777783
Ga0.608In0.220Sn0.172,5.560300277777786
Ga0.281In0.363Sn0.356,6.277815277777785
Ga0.933In0.014Sn0.053,5.440747222222248
Ga0.374In0.314Sn0.312,6.288387777777787
Ga0.308In0.179Sn0.513,5.823304722222233
Ga0.502In0.080Sn0.418,5.231865833333335
Ga0.091In0.461Sn0.448,6.537723611111113
Ga0.362In0.514Sn0.124,6.180635833333337
Ga0.294In0.445Sn0.261,6.455013333333341
Ga0.486In0.076Sn0.438,5.212230555555558
Ga0.227In0.600Sn0.173,6.433400555555561
Ga0.522In0.094Sn0.384,5.25115555555556
Ga0.378In0.036Sn0.586,5.300850833333333
